SourceGENES,TargetGENES,Interaction,Edges
g13,g48,0,no regulation
g13,g5,0,no regulation
g13,g50,0,no regulation
g13,g51,0,no regulation
g13,g52,0,no regulation
g13,g53,0,no regulation
g13,g54,0,no regulation
g13,g56,0,no regulation
g13,g57,0,no regulation
g13,g58,0,no regulation
g13,g59,0,no regulation
g13,g6,0,no regulation
g13,g60,0,no regulation
g13,g61,0,no regulation
g13,g63,0,no regulation
g13,g64,0,no regulation
g13,g7,0,no regulation
g13,g8,0,no regulation
g13,g9,0,no regulation
g14,g0,0,no regulation
g14,g1,0,no regulation
g14,g10,0,no regulation
g14,g11,0,no regulation
g14,g15,0,no regulation
g14,g19,0,no regulation
g14,g2,0,no regulation
g14,g23,0,no regulation
g14,g24,0,no regulation
g14,g25,0,no regulation
g14,g26,0,no regulation
g14,g27,0,no regulation
g14,g28,0,no regulation
g14,g29,0,no regulation
g14,g3,0,no regulation
g14,g30,0,no regulation
g14,g32,0,no regulation
g14,g34,0,no regulation
g14,g35,0,no regulation
g14,g36,0,no regulation
g14,g37,0,no regulation
g14,g38,0,no regulation
g14,g39,0,no regulation
g14,g4,0,no regulation
g14,g42,0,no regulation
g14,g43,0,no regulation
g14,g44,0,no regulation
g14,g45,0,no regulation
g14,g48,0,no regulation
g14,g5,0,no regulation
g14,g50,0,no regulation
g14,g51,0,no regulation
g14,g52,0,no regulation
g14,g53,0,no regulation
g14,g54,0,no regulation
g14,g56,0,no regulation
g14,g57,0,no regulation
g14,g58,0,no regulation
g14,g59,0,no regulation
g14,g6,0,no regulation
g14,g60,0,no regulation
g14,g61,0,no regulation
g14,g63,0,no regulation
g14,g64,0,no regulation
g14,g7,0,no regulation
g14,g8,0,no regulation
g14,g9,0,no regulation
g15,g10,0,no regulation
g15,g11,0,no regulation
g15,g12,0,no regulation
g15,g13,0,no regulation
g15,g14,0,no regulation
g15,g17,0,no regulation
g15,g18,0,no regulation
g15,g20,0,no regulation
g15,g21,0,no regulation
g15,g22,0,no regulation
g15,g31,0,no regulation
g15,g40,0,no regulation
g15,g41,0,no regulation
g15,g46,0,no regulation
g15,g47,0,no regulation
g15,g49,0,no regulation
g15,g53,0,no regulation
g15,g55,0,no regulation
g15,g57,0,no regulation
g15,g59,0,no regulation
g15,g62,0,no regulation
g15,g9,0,no regulation
g16,g0,0,no regulation
g16,g1,0,no regulation
g16,g13,0,no regulation
g16,g14,0,no regulation
g16,g16,0,no regulation
g16,g18,0,no regulation
g16,g20,0,no regulation
g16,g21,0,no regulation
g16,g22,0,no regulation
g16,g27,0,no regulation
g16,g30,0,no regulation
g16,g31,0,no regulation
g16,g33,0,no regulation
g16,g34,0,no regulation
g16,g35,0,no regulation
g16,g36,0,no regulation
g16,g40,0,no regulation
g16,g41,0,no regulation
g16,g42,0,no regulation
g16,g43,0,no regulation
g16,g46,0,no regulation
g16,g47,0,no regulation
g16,g48,0,no regulation
g16,g52,0,no regulation
g16,g59,0,no regulation
g16,g60,0,no regulation
g16,g62,0,no regulation
g16,g63,0,no regulation
g16,g64,0,no regulation
g16,g7,0,no regulation
g17,g0,0,no regulation
g17,g1,0,no regulation
g17,g10,0,no regulation
g17,g11,0,no regulation
g17,g12,0,no regulation
g17,g14,0,no regulation
g17,g16,0,no regulation
g17,g17,0,no regulation
g17,g18,0,no regulation
g17,g2,0,no regulation
g17,g20,0,no regulation
g17,g22,0,no regulation
g17,g23,0,no regulation
g17,g24,0,no regulation
g17,g27,0,no regulation
g17,g28,0,no regulation
g17,g29,0,no regulation
g17,g30,0,no regulation
g17,g32,0,no regulation
g17,g33,0,no regulation
g17,g34,0,no regulation
g17,g35,0,no regulation
g17,g36,0,no regulation
g17,g37,0,no regulation
g17,g38,0,no regulation
g17,g4,0,no regulation
g17,g41,0,no regulation
g17,g42,0,no regulation
g17,g43,0,no regulation
g17,g46,0,no regulation
g17,g48,0,no regulation
g17,g5,0,no regulation
g17,g50,0,no regulation
g17,g52,0,no regulation
g17,g54,0,no regulation
g17,g58,0,no regulation
g17,g59,0,no regulation
g17,g6,0,no regulation
g17,g60,0,no regulation
g17,g61,0,no regulation
g17,g63,0,no regulation
g17,g64,0,no regulation
g17,g7,0,no regulation
g17,g8,0,no regulation
g18,g0,0,no regulation
g18,g1,0,no regulation
g18,g15,0,no regulation
g18,g16,0,no regulation
g18,g19,0,no regulation
g18,g2,0,no regulation
g18,g23,0,no regulation
g18,g24,0,no regulation
g18,g26,0,no regulation
g18,g27,0,no regulation
g18,g28,0,no regulation
g18,g29,0,no regulation
g18,g3,0,no regulation
g18,g30,0,no regulation
g18,g32,0,no regulation
g18,g33,0,no regulation
g18,g34,0,no regulation
g18,g35,0,no regulation
g18,g36,0,no regulation
g18,g38,0,no regulation
g18,g39,0,no regulation
g18,g4,0,no regulation
g18,g42,0,no regulation
g18,g43,0,no regulation
g18,g44,0,no regulation
g18,g45,0,no regulation
g18,g46,0,no regulation
g18,g48,0,no regulation
g18,g5,0,no regulation
g18,g50,0,no regulation
g18,g51,0,no regulation
g18,g52,0,no regulation
g18,g54,0,no regulation
g18,g56,0,no regulation
g18,g58,0,no regulation
g18,g59,0,no regulation
g18,g6,0,no regulation
g18,g60,0,no regulation
g18,g61,0,no regulation
g18,g63,0,no regulation
g18,g64,0,no regulation
g18,g7,0,no regulation
g18,g8,0,no regulation
g19,g10,0,no regulation
g19,g11,0,no regulation
g19,g12,0,no regulation
g19,g13,0,no regulation
g19,g14,0,no regulation
g19,g17,0,no regulation
g19,g18,0,no regulation
g19,g20,0,no regulation
g19,g21,0,no regulation
g19,g22,0,no regulation
g19,g25,0,no regulation
g19,g31,0,no regulation
g19,g40,0,no regulation
g19,g41,0,no regulation
g19,g46,0,no regulation
g19,g47,0,no regulation
g19,g48,0,no regulation
g19,g53,0,no regulation
g19,g55,0,no regulation
g19,g57,0,no regulation
g19,g59,0,no regulation
g19,g9,0,no regulation
g2,g12,0,no regulation
g2,g13,0,no regulation
g2,g14,0,no regulation
g2,g18,0,no regulation
g2,g20,0,no regulation
g2,g21,0,no regulation
g2,g22,0,no regulation
g2,g31,0,no regulation
g2,g33,0,no regulation
g2,g35,0,no regulation
g2,g40,0,no regulation
g2,g41,0,no regulation
g2,g43,0,no regulation
g2,g46,0,no regulation
g2,g47,0,no regulation
g2,g48,0,no regulation
g2,g55,0,no regulation
g2,g57,0,no regulation
g2,g59,0,no regulation
g2,g62,0,no regulation
g2,g7,0,no regulation
g2,g9,0,no regulation
g20,g0,0,no regulation
g20,g1,0,no regulation
g20,g10,0,no regulation
g20,g11,0,no regulation
g20,g14,0,no regulation
g20,g16,0,no regulation
g20,g18,0,no regulation
g20,g2,0,no regulation
g20,g22,0,no regulation
g20,g23,0,no regulation
g20,g24,0,no regulation
g20,g27,0,no regulation
g20,g28,0,no regulation
g20,g29,0,no regulation
g20,g3,0,no regulation
g20,g30,0,no regulation
g20,g32,0,no regulation
g20,g33,0,no regulation
g20,g34,0,no regulation
g20,g35,0,no regulation
g20,g36,0,no regulation
g20,g37,0,no regulation
g20,g38,0,no regulation
g20,g39,0,no regulation
g20,g4,0,no regulation
g20,g41,0,no regulation
g20,g42,0,no regulation
g20,g43,0,no regulation
g20,g44,0,no regulation
g20,g45,0,no regulation
g20,g46,0,no regulation
g20,g48,0,no regulation
g20,g5,0,no regulation
g20,g51,0,no regulation
g20,g52,0,no regulation
g20,g56,0,no regulation
g20,g58,0,no regulation
g20,g59,0,no regulation
g20,g6,0,no regulation
g20,g60,0,no regulation
g20,g61,0,no regulation
g20,g63,0,no regulation
g20,g64,0,no regulation
g21,g1,0,no regulation
g21,g15,0,no regulation
g21,g19,0,no regulation
g21,g2,0,no regulation
g21,g21,0,no regulation
g21,g23,0,no regulation
g21,g24,0,no regulation
g21,g25,0,no regulation
g21,g26,0,no regulation
g21,g27,0,no regulation
g21,g28,0,no regulation
g21,g3,0,no regulation
g21,g30,0,no regulation
g21,g33,0,no regulation
g21,g34,0,no regulation
g21,g35,0,no regulation
g21,g38,0,no regulation
g21,g39,0,no regulation
g21,g4,0,no regulation
g21,g40,0,no regulation
g21,g42,0,no regulation
g21,g44,0,no regulation
g21,g45,0,no regulation
g21,g46,0,no regulation
g21,g48,0,no regulation
g21,g50,0,no regulation
g21,g51,0,no regulation
g21,g52,0,no regulation
g21,g53,0,no regulation
g21,g54,0,no regulation
g21,g56,0,no regulation
g21,g58,0,no regulation
g21,g6,0,no regulation
g21,g60,0,no regulation
g21,g61,0,no regulation
g21,g64,0,no regulation
g21,g7,0,no regulation
g21,g8,0,no regulation
g22,g0,0,no regulation
g22,g1,0,no regulation
g22,g10,0,no regulation
g22,g15,0,no regulation
g22,g16,0,no regulation
g22,g19,0,no regulation
g22,g2,0,no regulation
g22,g23,0,no regulation
g22,g24,0,no regulation
g22,g25,0,no regulation
g22,g26,0,no regulation
g22,g27,0,no regulation
g22,g28,0,no regulation
g22,g29,0,no regulation
g22,g3,0,no regulation
g22,g30,0,no regulation
g22,g32,0,no regulation
g22,g33,0,no regulation
g22,g34,0,no regulation
g22,g35,0,no regulation
g22,g36,0,no regulation
g22,g37,0,no regulation
g22,g38,0,no regulation
g22,g39,0,no regulation
g22,g4,0,no regulation
g22,g42,0,no regulation
g22,g44,0,no regulation
g22,g45,0,no regulation
g22,g48,0,no regulation
g22,g5,0,no regulation
g22,g50,0,no regulation
g22,g51,0,no regulation
g22,g52,0,no regulation
g22,g53,0,no regulation
g22,g54,0,no regulation
g22,g56,0,no regulation
g22,g58,0,no regulation
g22,g6,0,no regulation
g22,g60,0,no regulation
g22,g61,0,no regulation
g22,g63,0,no regulation
g22,g64,0,no regulation
g22,g7,0,no regulation
g22,g8,0,no regulation
g22,g9,0,no regulation
g23,g1,0,no regulation
g23,g12,0,no regulation
g23,g16,0,no regulation
g23,g17,0,no regulation
g23,g18,0,no regulation
g23,g20,0,no regulation
g23,g21,0,no regulation
g23,g22,0,no regulation
g23,g27,0,no regulation
g23,g31,0,no regulation
g23,g36,0,no regulation
g23,g37,0,no regulation
g23,g40,0,no regulation
g23,g41,0,no regulation
g23,g43,0,no regulation
g23,g48,0,no regulation
g23,g5,0,no regulation
g23,g55,0,no regulation
g23,g57,0,no regulation
g23,g59,0,no regulation
g23,g61,0,no regulation
g23,g63,0,no regulation
g23,g7,0,no regulation
g23,g8,0,no regulation
g24,g10,0,no regulation
g24,g11,0,no regulation
g24,g12,0,no regulation
g24,g14,0,no regulation
g24,g15,0,no regulation
g24,g16,0,no regulation
g24,g17,0,no regulation
g24,g18,0,no regulation
g24,g20,0,no regulation
g24,g21,0,no regulation
g24,g22,0,no regulation
g24,g23,0,no regulation
g24,g27,0,no regulation
g24,g31,0,no regulation
g24,g32,0,no regulation
g24,g36,0,no regulation
g24,g37,0,no regulation
g24,g40,0,no regulation
g24,g41,0,no regulation
g24,g43,0,no regulation
g24,g48,0,no regulation
g24,g5,0,no regulation
g24,g50,0,no regulation
g24,g54,0,no regulation
g24,g55,0,no regulation
g24,g57,0,no regulation
g24,g59,0,no regulation
g24,g61,0,no regulation
g24,g63,0,no regulation
g24,g7,0,no regulation
g24,g8,0,no regulation
g24,g9,0,no regulation
g25,g10,0,no regulation
g25,g11,0,no regulation
g25,g12,0,no regulation
g25,g14,0,no regulation
g25,g15,0,no regulation
g25,g17,0,no regulation
g25,g18,0,no regulation
g25,g19,0,no regulation
g25,g20,0,no regulation
g25,g21,0,no regulation
g25,g22,0,no regulation
g25,g23,0,no regulation
g25,g25,0,no regulation
g25,g27,0,no regulation
g25,g31,0,no regulation
g25,g32,0,no regulation
g25,g36,0,no regulation
g25,g37,0,no regulation
g25,g38,0,no regulation
g25,g40,0,no regulation
g25,g41,0,no regulation
g25,g43,0,no regulation
g25,g48,0,no regulation
g25,g5,0,no regulation
g25,g53,0,no regulation
g25,g54,0,no regulation
g25,g55,0,no regulation
g25,g57,0,no regulation
g25,g58,0,no regulation
g25,g59,0,no regulation
g25,g61,0,no regulation
g25,g63,0,no regulation
g25,g8,0,no regulation
g25,g9,0,no regulation
g26,g10,0,no regulation
g26,g11,0,no regulation
g26,g12,0,no regulation
g26,g13,0,no regulation
g26,g14,0,no regulation
g26,g15,0,no regulation
g26,g17,0,no regulation
g26,g18,0,no regulation
g26,g19,0,no regulation
g26,g20,0,no regulation
g26,g21,0,no regulation
g26,g22,0,no regulation
g26,g23,0,no regulation
g26,g25,0,no regulation
g26,g26,0,no regulation
g26,g31,0,no regulation
g26,g32,0,no regulation
g26,g35,0,no regulation
g26,g36,0,no regulation
g26,g38,0,no regulation
g26,g40,0,no regulation
g26,g41,0,no regulation
g26,g46,0,no regulation
g26,g48,0,no regulation
g26,g51,0,no regulation
g26,g53,0,no regulation
g26,g54,0,no regulation
g26,g55,0,no regulation
g26,g57,0,no regulation
g26,g58,0,no regulation
g26,g59,0,no regulation
g26,g8,0,no regulation
g26,g9,0,no regulation
g27,g1,0,no regulation
g27,g15,0,no regulation
g27,g19,0,no regulation
g27,g21,0,no regulation
g27,g22,0,no regulation
g27,g30,0,no regulation
g27,g31,0,no regulation
g27,g33,0,no regulation
g27,g40,0,no regulation
g27,g43,0,no regulation
g27,g48,0,no regulation
g27,g50,0,no regulation
g27,g55,0,no regulation
g27,g57,0,no regulation
g27,g59,0,no regulation
g27,g62,0,no regulation
g27,g63,0,no regulation
g27,g64,0,no regulation
g27,g7,0,no regulation
g27,g8,0,no regulation
g27,g9,0,no regulation
g28,g10,0,no regulation
g28,g11,0,no regulation
g28,g12,0,no regulation
g28,g13,0,no regulation
g28,g14,0,no regulation
g28,g15,0,no regulation
g28,g16,0,no regulation
g28,g17,0,no regulation
g28,g18,0,no regulation
g28,g19,0,no regulation
g28,g20,0,no regulation
g28,g21,0,no regulation
g28,g22,0,no regulation
g28,g23,0,no regulation
g28,g27,0,no regulation
g28,g31,0,no regulation
g28,g32,0,no regulation
g28,g36,0,no regulation
g28,g37,0,no regulation
g28,g40,0,no regulation
g28,g41,0,no regulation
g28,g43,0,no regulation
g28,g48,0,no regulation
g28,g5,0,no regulation
g28,g50,0,no regulation
g28,g53,0,no regulation
g28,g54,0,no regulation
g28,g55,0,no regulation
g28,g57,0,no regulation
g28,g59,0,no regulation
g28,g6,0,no regulation
g28,g61,0,no regulation
g28,g62,0,no regulation
g28,g63,0,no regulation
g28,g7,0,no regulation
g28,g8,0,no regulation
g28,g9,0,no regulation
g29,g0,0,no regulation
g29,g1,0,no regulation
g29,g10,0,no regulation
g29,g11,0,no regulation
g29,g12,0,no regulation
g29,g14,0,no regulation
g29,g15,0,no regulation
g29,g18,0,no regulation
g29,g19,0,no regulation
g29,g20,0,no regulation
g29,g21,0,no regulation
g29,g22,0,no regulation
g29,g23,0,no regulation
g29,g27,0,no regulation
g29,g29,0,no regulation
g29,g31,0,no regulation
g29,g32,0,no regulation
g29,g36,0,no regulation
g29,g40,0,no regulation
g29,g41,0,no regulation
g29,g43,0,no regulation
g29,g48,0,no regulation
g29,g5,0,no regulation
g29,g50,0,no regulation
g29,g53,0,no regulation
g29,g55,0,no regulation
g29,g57,0,no regulation
g29,g58,0,no regulation
g29,g59,0,no regulation
g29,g60,0,no regulation
g29,g61,0,no regulation
g29,g63,0,no regulation
g29,g7,0,no regulation
g29,g8,0,no regulation
g29,g9,0,no regulation
g3,g10,0,no regulation
g3,g11,0,no regulation
g3,g12,0,no regulation
g3,g13,0,no regulation
g3,g14,0,no regulation
g3,g17,0,no regulation
g3,g18,0,no regulation
g3,g20,0,no regulation
g3,g21,0,no regulation
g3,g22,0,no regulation
g3,g25,0,no regulation
g3,g31,0,no regulation
g3,g35,0,no regulation
g3,g36,0,no regulation
g3,g4,0,no regulation
g3,g40,0,no regulation
g3,g41,0,no regulation
g3,g42,0,no regulation
g3,g43,0,no regulation
g3,g46,0,no regulation
g3,g47,0,no regulation
g3,g48,0,no regulation
g3,g55,0,no regulation
g3,g57,0,no regulation
g3,g59,0,no regulation
g3,g62,0,no regulation
g3,g7,0,no regulation
g3,g9,0,no regulation
g30,g13,0,no regulation
g30,g14,0,no regulation
g30,g21,0,no regulation
g30,g22,0,no regulation
g30,g31,0,no regulation
g30,g33,0,no regulation
g30,g35,0,no regulation
g30,g40,0,no regulation
g30,g41,0,no regulation
g30,g43,0,no regulation
g30,g46,0,no regulation
g30,g47,0,no regulation
g30,g55,0,no regulation
g30,g62,0,no regulation
g30,g64,0,no regulation
g30,g7,0,no regulation
g30,g9,0,no regulation
g31,g0,0,no regulation
g31,g1,0,no regulation
g31,g10,0,no regulation
g31,g11,0,no regulation
g31,g15,0,no regulation
g31,g19,0,no regulation
g31,g2,0,no regulation
g31,g23,0,no regulation
g31,g24,0,no regulation
g31,g25,0,no regulation
g31,g26,0,no regulation
g31,g27,0,no regulation
g31,g28,0,no regulation
g31,g29,0,no regulation
g31,g3,0,no regulation
g31,g30,0,no regulation
g31,g32,0,no regulation
g31,g33,0,no regulation
g31,g34,0,no regulation
g31,g35,0,no regulation
g31,g36,0,no regulation
g31,g37,0,no regulation
g31,g38,0,no regulation
g31,g39,0,no regulation
g31,g4,0,no regulation
g31,g42,0,no regulation
g31,g44,0,no regulation
g31,g45,0,no regulation
g31,g46,0,no regulation
g31,g48,0,no regulation
g31,g5,0,no regulation
g31,g51,0,no regulation
g31,g52,0,no regulation
g31,g53,0,no regulation
g31,g54,0,no regulation
g31,g56,0,no regulation
g31,g58,0,no regulation
g31,g60,0,no regulation
g31,g61,0,no regulation
g31,g64,0,no regulation
g31,g8,0,no regulation
g32,g0,0,no regulation
g32,g1,0,no regulation
g32,g10,0,no regulation
g32,g11,0,no regulation
g32,g12,0,no regulation
g32,g14,0,no regulation
g32,g15,0,no regulation
g32,g16,0,no regulation
g32,g17,0,no regulation
g32,g18,0,no regulation
g32,g20,0,no regulation
g32,g22,0,no regulation
g32,g23,0,no regulation
g32,g27,0,no regulation
g32,g29,0,no regulation
g32,g31,0,no regulation
g32,g32,0,no regulation
g32,g36,0,no regulation
g32,g37,0,no regulation
g32,g40,0,no regulation
g32,g41,0,no regulation
g32,g43,0,no regulation
g32,g48,0,no regulation
g32,g5,0,no regulation
g32,g55,0,no regulation
g32,g57,0,no regulation
g32,g59,0,no regulation
g32,g61,0,no regulation
g32,g63,0,no regulation
g32,g7,0,no regulation
g32,g8,0,no regulation
g33,g1,0,no regulation
g33,g15,0,no regulation
g33,g19,0,no regulation
g33,g2,0,no regulation
g33,g24,0,no regulation
g33,g25,0,no regulation
g33,g26,0,no regulation
g33,g27,0,no regulation
g33,g28,0,no regulation
g33,g3,0,no regulation
g33,g30,0,no regulation
g33,g33,0,no regulation
g33,g35,0,no regulation
g33,g39,0,no regulation
g33,g4,0,no regulation
g33,g42,0,no regulation
g33,g43,0,no regulation
g33,g44,0,no regulation
g33,g45,0,no regulation
g33,g48,0,no regulation
g33,g49,0,no regulation
g33,g50,0,no regulation
g33,g51,0,no regulation
g33,g53,0,no regulation
g33,g54,0,no regulation
g33,g55,0,no regulation
g33,g56,0,no regulation
g33,g58,0,no regulation
g33,g6,0,no regulation
g33,g60,0,no regulation
g33,g61,0,no regulation
g33,g62,0,no regulation
g33,g63,0,no regulation
g33,g64,0,no regulation
g33,g7,0,no regulation
g33,g8,0,no regulation
g33,g9,0,no regulation
g34,g1,0,no regulation
g34,g15,0,no regulation
g34,g19,0,no regulation
g34,g2,0,no regulation
g34,g21,0,no regulation
g34,g27,0,no regulation
g34,g30,0,no regulation
g34,g31,0,no regulation
g34,g33,0,no regulation
g34,g40,0,no regulation
g34,g43,0,no regulation
g34,g48,0,no regulation
g34,g50,0,no regulation
g34,g55,0,no regulation
g34,g56,0,no regulation
g34,g59,0,no regulation
g34,g6,0,no regulation
g34,g61,0,no regulation
g34,g63,0,no regulation
g34,g64,0,no regulation
g34,g7,0,no regulation
g34,g8,0,no regulation
g34,g9,0,no regulation
g35,g1,0,no regulation
g35,g10,0,no regulation
g35,g11,0,no regulation
g35,g12,0,no regulation
g35,g14,0,no regulation
g35,g15,0,no regulation
g35,g19,0,no regulation
g35,g21,0,no regulation
g35,g23,0,no regulation
g35,g25,0,no regulation
g35,g26,0,no regulation
g35,g27,0,no regulation
g35,g35,0,no regulation
g35,g36,0,no regulation
g35,g38,0,no regulation
g35,g4,0,no regulation
g35,g40,0,no regulation
g35,g41,0,no regulation
g35,g42,0,no regulation
g35,g43,0,no regulation
g35,g48,0,no regulation
g35,g50,0,no regulation
g35,g51,0,no regulation
g35,g52,0,no regulation
g35,g53,0,no regulation
g35,g54,0,no regulation
g35,g55,0,no regulation
g35,g57,0,no regulation
g35,g58,0,no regulation
g35,g59,0,no regulation
g35,g6,0,no regulation
g35,g61,0,no regulation
g35,g63,0,no regulation
g35,g7,0,no regulation
g35,g8,0,no regulation
g35,g9,0,no regulation
g36,g0,0,no regulation
g36,g1,0,no regulation
g36,g15,0,no regulation
g36,g16,0,no regulation
g36,g19,0,no regulation
g36,g2,0,no regulation
g36,g26,0,no regulation
g36,g27,0,no regulation
g36,g28,0,no regulation
g36,g3,0,no regulation
g36,g30,0,no regulation
g36,g33,0,no regulation
g36,g34,0,no regulation
g36,g39,0,no regulation
g36,g4,0,no regulation
g36,g42,0,no regulation
g36,g43,0,no regulation
g36,g45,0,no regulation
g36,g48,0,no regulation
g36,g5,0,no regulation
g36,g50,0,no regulation
g36,g55,0,no regulation
g36,g56,0,no regulation
g36,g59,0,no regulation
g36,g6,0,no regulation
g36,g60,0,no regulation
g36,g61,0,no regulation
g36,g63,0,no regulation
g36,g64,0,no regulation
g36,g7,0,no regulation
g36,g8,0,no regulation
g36,g9,0,no regulation
g37,g0,0,no regulation
g37,g1,0,no regulation
g37,g12,0,no regulation
g37,g13,0,no regulation
g37,g14,0,no regulation
g37,g16,0,no regulation
g37,g17,0,no regulation
g37,g18,0,no regulation
g37,g20,0,no regulation
g37,g21,0,no regulation
g37,g22,0,no regulation
g37,g27,0,no regulation
g37,g31,0,no regulation
g37,g33,0,no regulation
g37,g34,0,no regulation
g37,g36,0,no regulation
g37,g37,0,no regulation
g37,g40,0,no regulation
g37,g41,0,no regulation
g37,g43,0,no regulation
g37,g46,0,no regulation
g37,g47,0,no regulation
g37,g48,0,no regulation
g37,g59,0,no regulation
g37,g60,0,no regulation
g37,g62,0,no regulation
g37,g63,0,no regulation
g37,g64,0,no regulation
g37,g7,0,no regulation
g38,g1,0,no regulation
g38,g10,0,no regulation
g38,g11,0,no regulation
g38,g12,0,no regulation
g38,g15,0,no regulation
g38,g16,0,no regulation
g38,g17,0,no regulation
g38,g18,0,no regulation
g38,g19,0,no regulation
g38,g20,0,no regulation
g38,g22,0,no regulation
g38,g23,0,no regulation
g38,g27,0,no regulation
g38,g31,0,no regulation
g38,g32,0,no regulation
g38,g36,0,no regulation
g38,g37,0,no regulation
g38,g40,0,no regulation
g38,g41,0,no regulation
g38,g43,0,no regulation
g38,g48,0,no regulation
g38,g5,0,no regulation
g38,g50,0,no regulation
g38,g53,0,no regulation
g38,g54,0,no regulation
g38,g55,0,no regulation
g38,g57,0,no regulation
g38,g58,0,no regulation
g38,g59,0,no regulation
g38,g61,0,no regulation
g38,g63,0,no regulation
g38,g7,0,no regulation
g38,g8,0,no regulation
g38,g9,0,no regulation
g39,g10,0,no regulation
g39,g11,0,no regulation
g39,g12,0,no regulation
g39,g13,0,no regulation
g39,g14,0,no regulation
g39,g17,0,no regulation
g39,g18,0,no regulation
g39,g20,0,no regulation
g39,g21,0,no regulation
g39,g22,0,no regulation
g39,g25,0,no regulation
g39,g31,0,no regulation
g39,g35,0,no regulation
g39,g36,0,no regulation
g39,g40,0,no regulation
g39,g41,0,no regulation
g39,g42,0,no regulation
g39,g43,0,no regulation
g39,g48,0,no regulation
g39,g50,0,no regulation
g39,g55,0,no regulation
g39,g57,0,no regulation
g39,g59,0,no regulation
g39,g63,0,no regulation
g39,g7,0,no regulation
g39,g8,0,no regulation
g39,g9,0,no regulation
g4,g10,0,no regulation
g4,g11,0,no regulation
g4,g12,0,no regulation
g4,g13,0,no regulation
g4,g14,0,no regulation
g4,g15,0,no regulation
g4,g17,0,no regulation
g4,g18,0,no regulation
g4,g19,0,no regulation
g4,g20,0,no regulation
g4,g21,0,no regulation
g4,g22,0,no regulation
g4,g25,0,no regulation
g4,g27,0,no regulation
g4,g31,0,no regulation
g4,g35,0,no regulation
g4,g36,0,no regulation
g4,g4,0,no regulation
g4,g40,0,no regulation
g4,g41,0,no regulation
g4,g42,0,no regulation
g4,g43,0,no regulation
g4,g48,0,no regulation
g4,g50,0,no regulation
g4,g53,0,no regulation
g4,g54,0,no regulation
g4,g55,0,no regulation
g4,g57,0,no regulation
g4,g59,0,no regulation
g4,g61,0,no regulation
g4,g63,0,no regulation
g4,g7,0,no regulation
g4,g8,0,no regulation
g4,g9,0,no regulation
g40,g0,0,no regulation
g40,g10,0,no regulation
g40,g11,0,no regulation
g40,g15,0,no regulation
g40,g19,0,no regulation
g40,g2,0,no regulation
g40,g23,0,no regulation
g40,g24,0,no regulation
g40,g25,0,no regulation
g40,g26,0,no regulation
g40,g27,0,no regulation
g40,g28,0,no regulation
g40,g29,0,no regulation
g40,g3,0,no regulation
g40,g30,0,no regulation
g40,g32,0,no regulation
g40,g34,0,no regulation
g40,g35,0,no regulation
g40,g38,0,no regulation
g40,g39,0,no regulation
g40,g4,0,no regulation
g40,g42,0,no regulation
g40,g44,0,no regulation
g40,g45,0,no regulation
g40,g49,0,no regulation
g40,g5,0,no regulation
g40,g50,0,no regulation
g40,g51,0,no regulation
g40,g52,0,no regulation
g40,g53,0,no regulation
g40,g54,0,no regulation
g40,g55,0,no regulation
g40,g56,0,no regulation
g40,g58,0,no regulation
g40,g6,0,no regulation
g40,g60,0,no regulation
g40,g61,0,no regulation
g40,g64,0,no regulation
g40,g8,0,no regulation
g40,g9,0,no regulation
g41,g0,0,no regulation
g41,g1,0,no regulation
g41,g10,0,no regulation
g41,g11,0,no regulation
g41,g15,0,no regulation
g41,g19,0,no regulation
g41,g2,0,no regulation
g41,g23,0,no regulation
g41,g24,0,no regulation
g41,g25,0,no regulation
g41,g26,0,no regulation
g41,g27,0,no regulation
g41,g28,0,no regulation
g41,g29,0,no regulation
g41,g3,0,no regulation
g41,g30,0,no regulation
g41,g32,0,no regulation
g41,g33,0,no regulation
g41,g34,0,no regulation
g41,g35,0,no regulation
g41,g36,0,no regulation
g41,g38,0,no regulation
g41,g39,0,no regulation
g41,g4,0,no regulation
g41,g42,0,no regulation
g41,g43,0,no regulation
g41,g44,0,no regulation
g41,g45,0,no regulation
g41,g48,0,no regulation
g41,g5,0,no regulation
g41,g50,0,no regulation
g41,g51,0,no regulation
g41,g52,0,no regulation
g41,g53,0,no regulation
g41,g54,0,no regulation
g41,g56,0,no regulation
g41,g58,0,no regulation
g41,g59,0,no regulation
g41,g6,0,no regulation
g41,g60,0,no regulation
g41,g61,0,no regulation
g41,g63,0,no regulation
g41,g64,0,no regulation
g41,g7,0,no regulation
g41,g8,0,no regulation
g41,g9,0,no regulation
g42,g1,0,no regulation
g42,g14,0,no regulation
g42,g15,0,no regulation
g42,g16,0,no regulation
g42,g18,0,no regulation
g42,g19,0,no regulation
g42,g20,0,no regulation
g42,g21,0,no regulation
g42,g22,0,no regulation
g42,g27,0,no regulation
g42,g30,0,no regulation
g42,g33,0,no regulation
g42,g40,0,no regulation
g42,g41,0,no regulation
g42,g42,0,no regulation
g42,g43,0,no regulation
g42,g48,0,no regulation
g42,g50,0,no regulation
g42,g55,0,no regulation
g42,g57,0,no regulation
g42,g59,0,no regulation
g42,g6,0,no regulation
g42,g61,0,no regulation
g42,g62,0,no regulation
g42,g63,0,no regulation
g42,g64,0,no regulation
g42,g7,0,no regulation
g42,g8,0,no regulation
g42,g9,0,no regulation
