SourceGENES,TargetGENES,Interaction,Edges
g40,g14,0.0368169106238796,repression
g30,g8,0.0368040794645859,repression
g2,g6,0.0367830778790195,activation
g25,g47,0.0367507614873705,repression
g36,g47,0.0367123828604964,repression
g41,g31,0.0364674605335392,repression
g56,g3,0.0364192467480104,activation
g25,g33,0.0363174266683502,activation
g16,g44,0.0362426560085552,repression
g34,g34,0.0362404172233515,activation
g60,g0,0.0362387544386382,activation
g46,g33,0.0361995094231202,activation
g25,g52,0.0361870516569725,repression
g27,g46,0.0361677124174177,activation
g30,g10,0.0361676057929122,repression
g36,g13,0.0361258517215878,activation
g34,g18,0.0360529731365886,activation
g16,g8,0.0360308167864951,repression
g34,g36,0.0360125486827917,repression
g9,g45,0.0359476985772141,repression
g27,g26,0.0359245995381025,repression
g53,g24,0.0358916052011267,activation
g16,g10,0.0358170521611099,repression
g40,g12,0.0355007694532851,repression
g34,g37,0.0353479740715138,activation
g30,g23,0.0352302979873596,repression
g9,g0,0.0351952235456399,repression
g8,g39,0.0350255234429302,repression
g49,g63,0.0347963619809852,activation
g54,g19,0.0347225396435651,activation
g3,g23,0.0345295049216977,activation
g3,g54,0.0342837394822799,repression
g8,g49,0.0342780130218249,repression
g36,g14,0.0342512643607059,activation
g34,g12,0.0340236105591439,activation
g49,g16,0.033982070145815,activation
g60,g34,0.0338607932782768,activation
g8,g50,0.0336224410102154,repression
g51,g16,0.0335040805555412,repression
g40,g46,0.0334886895553137,repression
g5,g2,0.0333993344345709,repression
g36,g49,0.0331347700405681,repression
g26,g61,0.0329395701986373,activation
g27,g27,0.0328823089920082,activation
g36,g20,0.0328751908895553,activation
g39,g27,0.0327833818747644,activation
g50,g10,0.0324772408270207,activation
g31,g31,0.0323988472340162,activation
g60,g32,0.0323753615838261,repression
g60,g16,0.0322126637786183,repression
g5,g9,0.0318469585833533,repression
g56,g42,0.0318303695818917,repression
g30,g28,0.0318192232239213,repression
g41,g40,0.0317942624410363,activation
g36,g41,0.0316820239196121,repression
g8,g10,0.0316456910808918,activation
g50,g43,0.0314709565367698,activation
g6,g11,0.0314654626795358,activation
g51,g56,0.0314331356316118,activation
g1,g6,0.031174481797477,activation
g50,g45,0.0311670286446441,activation
g46,g55,0.0310638364980887,activation
g25,g51,0.0310637203897798,repression
g27,g49,0.0309286281360801,repression
g45,g23,0.0307206491707009,repression
g48,g61,0.0306137539863211,repression
g49,g56,0.0305734320977655,repression
g53,g13,0.0305392487424624,activation
g60,g29,0.0304467265404311,activation
g41,g20,0.0303858039694893,activation
g8,g36,0.0301891394292531,activation
g30,g51,0.0301057052772025,activation
g51,g30,0.0300918281825161,activation
g25,g29,0.0300348743738966,activation
g8,g2,0.0300345665765097,repression
g54,g6,0.0300129615689728,repression
g30,g1,0.0299892468713638,activation
g56,g53,0.0299524198642402,activation
g15,g32,0.0298435639536899,repression
g51,g3,0.0298214908669319,activation
g60,g53,0.0297104974995141,repression
g27,g3,0.0297096429993629,repression
g36,g12,0.0296238792249327,activation
g54,g49,0.0295487559790541,activation
g5,g8,0.0292861245229483,activation
g60,g36,0.0292650721258094,activation
g60,g37,0.029122360352802,repression
g30,g49,0.0290186776255152,repression
g40,g7,0.0289214238838491,activation
g51,g33,0.0288891685260826,repression
g36,g46,0.028572447199123,activation
g41,g49,0.0284087889105631,repression
g6,g64,0.0281486784413351,activation
g48,g6,0.0281271852558929,repression
g16,g5,0.0280319493934886,activation
g19,g26,0.0278123034194429,repression
g34,g25,0.0277760706786898,activation
g49,g6,0.0277056216188647,activation
g51,g39,0.0275622203523798,repression
g54,g21,0.0274335394737603,repression
g8,g63,0.0273396273331378,repression
g60,g10,0.027106396612275,repression
g51,g45,0.0269078715769502,repression
g27,g20,0.0267812833299944,activation
g50,g3,0.0267692802549723,activation
g48,g8,0.026729239442076,repression
g40,g47,0.0266998935287734,repression
g16,g32,0.0265372898394629,repression
g1,g4,0.0264896621416352,repression
g26,g29,0.0263146189390618,repression
g8,g3,0.0261204638681206,repression
g48,g43,0.0261052787583346,activation
g16,g11,0.0260852861566099,repression
g30,g17,0.025875201236807,repression
g23,g44,0.0257091500964721,activation
g41,g22,0.0256269305091673,activation
g34,g41,0.0255708730981329,activation
g51,g2,0.0255118844526744,repression
g4,g49,0.0254960501330997,repression
g8,g56,0.0254822307135722,activation
g41,g47,0.0251115015357201,activation
g34,g35,0.0250211925470114,repression
g34,g54,0.0250138357323098,repression
g60,g49,0.0249208036908866,repression
g41,g17,0.0249197215908921,repression
g60,g23,0.0248965476866067,repression
g54,g1,0.0247867649974434,activation
g39,g61,0.0247615536904047,activation
g60,g5,0.0247395492225432,repression
g54,g13,0.0245945935177732,repression
g36,g18,0.0245364204183783,activation
g41,g21,0.0245276027216326,activation
g60,g47,0.0244399968136948,repression
g36,g22,0.0242923739248991,repression
g3,g33,0.024145941106396,repression
g30,g11,0.0241174329148711,activation
g49,g3,0.0241113400859814,repression
g41,g62,0.0239835553036529,repression
g27,g45,0.0239238878763436,repression
g8,g9,0.0238326513502991,activation
g40,g62,0.0236397514482491,repression
g16,g24,0.0236129380395882,activation
g5,g29,0.0235398813068249,activation
g30,g61,0.0232680667415549,activation
g25,g13,0.0231748950561671,activation
g19,g15,0.0229797976524197,activation
g36,g10,0.0229303236013855,activation
g53,g7,0.0228717087837857,repression
g8,g45,0.0228468376490889,repression
g23,g51,0.0226137826996807,repression
g3,g63,0.0223767652372803,activation
g8,g17,0.0223718170524047,repression
g26,g7,0.0222689081767537,repression
g16,g17,0.0221842171310811,repression
g45,g26,0.0221406601338955,repression
g3,g50,0.0218512258181004,activation
g5,g34,0.0218505208500944,activation
g34,g60,0.021843968942024,activation
g23,g26,0.0217213805769132,activation
g45,g19,0.0216265516889888,repression
g58,g1,0.0215916270023363,activation
g45,g15,0.0214470894872621,activation
g50,g56,0.0209320832574479,repression
g51,g47,0.0209248466248508,activation
g2,g25,0.0209113898224484,repression
g49,g30,0.0207469701580814,repression
g5,g50,0.020243598649344,activation
g1,g13,0.0202236768231457,activation
g1,g8,0.0201973987625104,repression
g48,g49,0.0201755971050104,activation
g30,g15,0.0201702213193901,activation
g49,g2,0.0201477986204018,repression
g37,g53,0.0201245946909172,activation
g50,g12,0.0200893117550253,repression
g25,g4,0.0200379677110355,repression
g54,g38,0.0198728125596705,repression
g37,g25,0.0197686941647445,repression
g24,g49,0.0196178437406942,repression
g37,g26,0.0195930006371339,repression
g8,g35,0.0194225258154299,repression
g41,g18,0.0193955293306286,activation
g34,g4,0.0193607283593499,activation
g34,g23,0.0193214768678518,repression
g23,g52,0.0193039530553841,activation
g53,g50,0.0192938162747255,activation
g25,g6,0.0191493673941135,activation
g8,g11,0.0191265777450981,activation
g60,g12,0.0190691852120287,activation
g49,g43,0.01901050816627,repression
g41,g13,0.0189812969656221,activation
g5,g30,0.0189736993511296,activation
g15,g25,0.0189550501935902,activation
g31,g50,0.0188209407183592,repression
g23,g25,0.018820415536874,activation
g16,g38,0.0188085503186302,activation
g2,g4,0.0187183890449057,repression
g58,g19,0.0186666492617839,activation
g60,g35,0.018393326739202,repression
g30,g12,0.0182279628930726,activation
g23,g28,0.0181908018197268,repression
g5,g15,0.0180889724649454,activation
g8,g30,0.0179935033145287,repression
g60,g13,0.0179486676519479,activation
g25,g35,0.0177168638833026,activation
g19,g54,0.0176608244113616,activation
g60,g39,0.0175968156260955,activation
g40,g17,0.0175642648490123,activation
g5,g23,0.0175581204390987,repression
g34,g39,0.0173790338286702,repression
g24,g44,0.0173443252204572,repression
g16,g23,0.0171847519469453,repression
g16,g28,0.017147737297659,repression
g61,g30,0.0171445818298979,activation
g9,g24,0.0170384992493813,repression
g34,g53,0.0170342837574589,repression
g49,g45,0.0169567906912718,repression
g51,g46,0.0169333396969808,activation
g41,g41,0.01691914695515,activation
g23,g42,0.0168070064822273,repression
g16,g37,0.0167392599918808,activation
g30,g63,0.016732890012558,activation
g36,g57,0.0167144757370948,activation
g5,g10,0.0163420124516874,repression
g39,g46,0.0162676196155163,activation
g30,g19,0.01619677620382,activation
g50,g4,0.0161809712336865,activation
g15,g58,0.0160468364736159,activation
g60,g46,0.0159117282338222,repression
g53,g43,0.0157648542244665,repression
g48,g39,0.0157301641784868,repression
g60,g4,0.0156631367454477,repression
g16,g29,0.0155678110553396,repression
g36,g11,0.015547549783264,repression
g41,g57,0.0155294557301869,repression
g22,g43,0.0154688958397163,repression
g58,g50,0.0153922648158985,repression
g31,g49,0.0153893910219424,repression
g45,g6,0.0153692987285253,repression
g30,g25,0.0153569971611888,activation
g36,g40,0.0151824478758289,activation
g34,g11,0.0151317049270153,activation
g5,g62,0.0151116532354842,activation
g15,g15,0.0150942757848634,activation
g37,g54,0.0150093798946523,repression
g53,g0,0.0147699477544807,activation
g37,g9,0.0147025245636038,activation
g41,g16,0.014699651178812,repression
g37,g51,0.0146021796717135,activation
g34,g5,0.0145278274429745,activation
g45,g51,0.0143731828088654,repression
g45,g63,0.0140262465317016,activation
g54,g53,0.0139869600735949,repression
g22,g11,0.0139527754505389,activation
g49,g64,0.0137747658456601,activation
g41,g14,0.0136905613091488,activation
g4,g60,0.0135792109301982,repression
g2,g50,0.0135021686673817,repression
g58,g25,0.0134709115260674,repression
g23,g35,0.0134502204046837,repression
g23,g24,0.0133973337245345,activation
g23,g49,0.013344525618752,repression
g50,g11,0.0132153392854879,activation
g37,g58,0.013192916268903,repression
g40,g13,0.0131795218637077,repression
g60,g11,0.0131485222130132,repression
g23,g53,0.0130746346224448,repression
g41,g12,0.0130082602290377,activation
g30,g39,0.0129684128707683,activation
g53,g21,0.0128209327889029,repression
g40,g33,0.0127482691085795,repression
g59,g16,0.0127060775932809,repression
g19,g35,0.0125839889755628,activation
g36,g21,0.012555046565961,activation
g51,g1,0.0125352568211206,activation
g39,g4,0.0125290436246356,activation
g49,g39,0.0124569588784286,activation
g45,g36,0.0124436590259722,repression
g23,g60,0.0122975854679767,repression
g27,g41,0.0122736848024001,activation
g24,g28,0.012147251516614,activation
g37,g19,0.011996420344413,activation
g27,g2,0.0119504824438954,activation
g36,g25,0.0119169678551902,repression
g37,g44,0.0117594290870677,repression
g19,g33,0.0117267483703142,repression
g39,g47,0.0117028002991949,activation
g30,g6,0.0116531676519631,activation
g51,g26,0.0115215304213422,activation
g16,g4,0.011459435397459,activation
g5,g32,0.0114040320594894,activation
g5,g13,0.0112988698681803,repression
g45,g50,0.0112402290411124,activation
g25,g42,0.0111698186096173,repression
g9,g23,0.0111667880424071,activation
g8,g7,0.0111234692145782,activation
g4,g34,0.0110461325384121,activation
g30,g4,0.0110424041607455,repression
g51,g52,0.0110127005029032,repression
g16,g50,0.0109926879686388,activation
g24,g60,0.0109260550676388,activation
g46,g16,0.0108770021518539,repression
g5,g64,0.0108035748926166,activation
g5,g61,0.0107631226455721,repression
g23,g4,0.0107348072274606,repression
g60,g3,0.0106914585708931,repression
g24,g26,0.0105453154414055,activation
g58,g21,0.0104991541322609,activation
g54,g29,0.0104977528047328,repression
g36,g38,0.0104951107829797,repression
g36,g52,0.0104784458355392,repression
g41,g46,0.0104622369583439,activation
g49,g61,0.010442806225373,repression
g54,g14,0.0104140969739221,activation
g24,g62,0.0103735773197266,repression
g37,g55,0.0103005045233009,activation
g24,g34,0.0102713058105488,repression
g23,g58,0.0101874484404977,repression
g26,g52,0.0100219534694708,activation
g30,g26,0.00994273033169773,repression
g16,g39,0.0099371752575411,activation
g60,g45,0.00984171296010015,repression
g23,g3,0.00978168443019235,activation
g24,g51,0.00976541973114789,activation
g3,g6,0.009625089608101,repression
g23,g62,0.00960872769489966,activation
g34,g3,0.00956559341074995,repression
g2,g63,0.00946815329814271,repression
g36,g62,0.00943785941537685,repression
g16,g3,0.00940533225509796,activation
g49,g1,0.0093620521428597,activation
g24,g52,0.00931118053163135,activation
g6,g4,0.00929226659606053,activation
g45,g42,0.00924766709653371,repression
g4,g44,0.00912278310815734,repression
g37,g15,0.00908071388891921,repression
g5,g11,0.00900704977280637,repression
g2,g11,0.00899715110236396,activation
g34,g22,0.00896079898162132,activation
g9,g54,0.0089392685196904,activation
g4,g28,0.00884102852751074,repression
g30,g2,0.00883505936458862,activation
g4,g0,0.00883351395800857,activation
g59,g57,0.00874639044215909,repression
g23,g45,0.0086805020773779,repression
g60,g18,0.0086212073517832,activation
g24,g24,0.00857039829355929,activation
g57,g8,0.00852849447441917,repression
g21,g57,0.00848611204508327,repression
g23,g39,0.00847884213866864,activation
g6,g42,0.00839994422242334,repression
g37,g28,0.00827862300315961,activation
g10,g62,0.00827105877499245,activation
g30,g18,0.00824968903430587,activation
g23,g19,0.00820906439631766,repression
g36,g36,0.00812520451646325,activation
g56,g33,0.00807674276907614,activation
g23,g56,0.00804375460394061,repression
g45,g46,0.00794483028064392,repression
g58,g7,0.00793524840164886,activation
g23,g38,0.00787762137444371,activation
g2,g17,0.00786345128855088,activation
g4,g24,0.00780110170622097,repression
g5,g27,0.00776070688488121,repression
g5,g5,0.00771145319903129,activation
g23,g34,0.0076657745721233,repression
g30,g20,0.00753431867200515,repression
g23,g54,0.00747602474417526,repression
g61,g15,0.00746842083535268,activation
g59,g17,0.00737494518893507,repression
g54,g47,0.00735271544402376,activation
g37,g24,0.00727127018061346,activation
g24,g0,0.00725674100196254,activation
g16,g45,0.00725263402111225,repression
g37,g49,0.00724323028998303,activation
g51,g51,0.00720858801561193,activation
g49,g44,0.00718378926534666,activation
g4,g16,0.00716342616086413,activation
g16,g56,0.00715747308439208,repression
g56,g36,0.00712173380558237,repression
g34,g45,0.00709754883957969,repression
g37,g10,0.0070703816878442,repression
g8,g43,0.0070584766851875,repression
g52,g49,0.0069252346467342,activation
g59,g20,0.00692178707334761,activation
g36,g32,0.0068878833684273,repression
g24,g46,0.00688483017946321,activation
g23,g6,0.00683397042417393,activation
g30,g50,0.00679225083804705,activation
g8,g48,0.00679019221584878,repression
g24,g3,0.00678417260840609,activation
g24,g64,0.00677426659083992,activation
g21,g49,0.00676812225250475,activation
g36,g24,0.00675100744251372,activation
g41,g55,0.00672033891559985,activation
g5,g33,0.00669729521433523,repression
g60,g27,0.00646375236468818,repression
g24,g56,0.00644166315001178,activation
g23,g29,0.00641797456493843,activation
g16,g12,0.00634399929490384,activation
g4,g64,0.00629058397048845,activation
g24,g45,0.00625045189325187,repression
g10,g49,0.00620348407878699,repression
g60,g26,0.006164411405035,repression
g3,g8,0.00615017975263754,repression
g36,g35,0.00613706979034821,activation
g6,g36,0.00613437212346734,repression
g23,g2,0.00609586776015194,activation
g60,g6,0.00607837989179575,repression
g36,g58,0.00605946866766064,activation
g57,g9,0.00602695006536481,repression
g37,g4,0.00599971475285142,activation
g36,g51,0.00598757408167621,repression
g24,g35,0.00596553343691363,activation
g37,g35,0.00594688454976452,repression
g39,g6,0.00590360521560793,activation
g24,g33,0.00589987840709216,repression
g36,g37,0.00588462003178597,repression
g24,g39,0.00583090432621336,repression
g37,g8,0.0058019390406279,repression
g18,g57,0.00574498716983948,repression
g37,g38,0.00563852700485412,activation
g37,g11,0.0055914452750716,repression
g25,g50,0.00555796036283071,activation
g28,g60,0.00551229124437088,repression
g28,g34,0.0054959759589438,repression
g5,g1,0.00547647942689435,repression
g37,g52,0.00520495876634021,repression
g55,g8,0.00512027220478242,activation
g28,g0,0.00507566201118756,repression
g57,g19,0.00502397177028034,repression
g59,g18,0.00498850510647109,repression
g42,g49,0.00494632951821491,repression
g18,g31,0.00491755271460422,activation
g37,g3,0.00490009376104357,repression
g36,g44,0.00489638090155392,activation
g60,g2,0.00485111278586658,activation
g24,g2,0.00478016061395095,repression
g28,g49,0.00476889157371477,repression
g3,g51,0.00474175259522163,activation
g51,g37,0.00473533385599113,activation
g18,g40,0.00472360284358636,activation
g23,g9,0.00469661086654218,activation
g21,g16,0.00468298076486984,repression
g24,g30,0.00465322826562835,repression
g8,g12,0.00464940884947361,activation
g4,g56,0.00463944915604471,activation
g23,g13,0.00461119439687715,activation
g59,g37,0.00458245553156355,activation
g21,g20,0.00456153782374608,activation
g4,g62,0.00455315667567002,activation
g24,g42,0.00454499031059603,activation
g4,g39,0.00454472772893261,activation
g21,g62,0.00452803474519393,repression
g57,g26,0.00452750498007887,activation
g6,g17,0.00451749317992739,repression
g37,g45,0.00449472814052636,activation
g28,g64,0.00447524063011347,repression
g4,g30,0.00444220140650785,repression
g24,g4,0.00439797709420702,repression
g24,g25,0.00434131045957244,activation
g4,g3,0.00432945652732731,activation
g59,g12,0.00430686534329556,activation
g15,g26,0.00429188082056051,repression
g59,g62,0.00422281487811359,activation
g28,g28,0.00420744003987716,activation
g37,g39,0.00409871686493462,activation
g57,g15,0.00409441939272361,activation
g40,g1,0.00408542932614082,activation
g21,g31,0.00407993590810872,repression
g55,g63,0.00407568311619178,activation
g59,g47,0.00407423633723493,activation
g57,g6,0.00405720164533558,repression
g59,g43,0.00405342598669691,repression
g51,g13,0.00403346635671429,repression
g14,g49,0.00400570833755538,activation
g28,g33,0.00400376850818586,activation
g4,g45,0.00399038757075936,activation
g51,g29,0.00396803558547173,activation
g4,g2,0.00395449337129167,repression
g23,g46,0.00393497911322831,repression
g18,g49,0.00392818569534385,activation
g10,g44,0.00391146599103223,repression
g14,g31,0.0038711287033559,repression
g28,g24,0.00383531327968453,activation
g23,g30,0.003817784419025,repression
g0,g17,0.00381735975201987,repression
g0,g42,0.00380152109099637,repression
g18,g17,0.00379754989845889,activation
g57,g50,0.00378857315078221,repression
g23,g0,0.00378850495436768,repression
g37,g56,0.00373120344022366,repression
g18,g55,0.00372777834718294,activation
g23,g10,0.00363071351201767,repression
g21,g17,0.00363030394777945,repression
g57,g54,0.00350368735094156,activation
g4,g5,0.0034486874920058,activation
g37,g6,0.00344346438710247,activation
g0,g52,0.00338174131354499,activation
g24,g47,0.00337606179152267,activation
g37,g57,0.00335650521134619,repression
g30,g56,0.00334885548094139,activation
g24,g13,0.00334669137412105,repression
g36,g54,0.00331403475342985,activation
g27,g56,0.0032859138204298,repression
g55,g60,0.00325818676055271,repression
g31,g6,0.00323576650752619,repression
g55,g7,0.00320200766961198,repression
g51,g6,0.00319158689324321,repression
g55,g16,0.00318614694259942,repression
g28,g44,0.00316916203051351,activation
g18,g20,0.0031629370611582,repression
g59,g42,0.00314250980378817,activation
g45,g53,0.00313457761614867,repression
g24,g29,0.00308587742157289,repression
g0,g16,0.00307749316280687,repression
g30,g30,0.0030527487570053,activation
g16,g6,0.00304741449001439,repression
g28,g46,0.00304610373005529,repression
g0,g47,0.003042628457109,repression
g37,g50,0.00300164672458722,repression
g14,g22,0.00299529269524654,activation
g23,g33,0.00297340287361535,activation
g52,g44,0.00296603851909264,activation
g21,g59,0.00289471620729243,activation
g30,g48,0.00288533015378453,repression
g55,g43,0.00287888998704229,activation
g49,g4,0.00287158346600886,repression
g4,g37,0.00285444525212172,activation
g30,g45,0.00284693659024753,activation
g14,g47,0.00284546817405,activation
g57,g7,0.00284225901094824,repression
g0,g13,0.00283499237068389,activation
g51,g5,0.00282822522195496,activation
g42,g44,0.002820718038926,activation
g14,g40,0.00274275062917577,repression
g14,g20,0.00273579389508238,repression
g23,g64,0.00272170345491225,repression
g42,g0,0.00271672743132742,repression
g59,g13,0.00268975677714388,activation
g57,g25,0.00268002701691246,activation
g59,g21,0.00266967909472273,activation
g45,g54,0.00266275335303578,repression
g55,g62,0.0026534930689835,repression
g4,g29,0.00265135077651518,activation
g37,g42,0.00263794384621302,activation
g57,g3,0.00263359952245775,repression
g55,g1,0.00261838340147183,repression
g5,g7,0.00260707591363881,repression
g28,g52,0.00260224573122809,repression
g55,g42,0.00259988708368525,repression
g52,g62,0.00257747529586351,repression
g55,g27,0.00257498637644191,repression
g42,g24,0.00256682141009715,activation
g10,g16,0.00256164696409772,repression
g21,g18,0.00255664279871209,activation
g4,g33,0.00252648248850006,activation
g37,g32,0.00249226399730025,repression
g57,g49,0.00246674626486439,repression
g10,g47,0.00244644803878834,activation
g55,g50,0.0024423561956003,activation
g57,g56,0.00244161956356271,activation
g55,g6,0.00242541363961965,repression
g37,g23,0.0024102476279818,repression
g9,g36,0.00239967969548289,activation
g14,g21,0.00238843420749138,repression
g24,g38,0.00236427010760948,repression
g0,g14,0.00233420964073391,repression
g57,g16,0.0023230050095978,activation
g10,g28,0.00231388983716574,repression
g60,g14,0.00230356787996745,repression
g42,g58,0.00228864019986051,activation
g57,g51,0.00228222816905992,repression
g59,g36,0.00227796223620567,repression
g0,g46,0.00227536059456933,repression
g23,g47,0.00225988636211016,repression
g57,g53,0.00224405973372524,activation
g10,g13,0.00223826974606066,repression
g18,g12,0.00223430107762519,activation
g37,g2,0.0022309233707048,activation
g4,g47,0.00223016099173195,repression
g10,g3,0.00221190030627768,repression
g37,g29,0.00220613153651315,activation
g55,g48,0.0021989469614231,activation
g52,g47,0.00219060476874993,repression
g57,g42,0.00218415801808905,activation
g4,g52,0.0021717438306335,activation
g28,g30,0.00216131504426094,repression
g55,g64,0.00215194126676218,activation
g10,g56,0.00214658693723654,repression
g4,g1,0.00211756516537343,repression
g59,g41,0.00211590011739128,activation
g52,g28,0.00210767878469216,repression
g14,g62,0.00209164265650011,repression
g10,g35,0.0020887785714851,repression
g0,g51,0.00208774422679126,repression
g21,g55,0.00208759821324915,repression
g57,g63,0.00208394279270781,repression
g42,g52,0.00204285245739043,repression
g0,g18,0.00201329474177628,activation
g42,g34,0.00201266821870645,repression
g39,g15,0.00200550112179758,activation
g57,g2,0.00200071821803947,repression
g42,g28,0.00199325796394213,repression
g59,g14,0.00198298089623624,activation
g0,g36,0.00197444874360723,activation
g28,g45,0.00196801699472077,repression
g21,g12,0.00196475199323838,repression
g14,g17,0.00195025033326394,activation
g57,g45,0.00194461520367251,repression
g37,g5,0.00193887811085011,repression
g57,g57,0.00193290309809422,activation
g57,g28,0.00192436504660928,activation
g18,g47,0.00192193416570713,activation
g0,g20,0.00192087172583349,activation
g59,g22,0.00190735311666053,activation
g18,g13,0.00189873383442925,activation
g10,g26,0.00189534128561457,repression
g42,g53,0.00188743783224642,repression
g10,g51,0.00188496036212134,activation
g52,g24,0.00188001662091036,activation
g14,g13,0.00187346044249332,activation
g52,g46,0.00187236919821021,activation
g42,g29,0.00187110463499379,activation
g34,g26,0.00186579370009489,repression
g52,g34,0.00185641178113887,repression
g18,g21,0.00184596748583084,activation
g28,g39,0.0018388029101036,activation
g4,g26,0.00183367840603791,activation
g10,g42,0.00182088963393848,activation
g26,g4,0.00181835653801493,activation
g28,g3,0.0018034840956831,activation
g4,g58,0.00179903506671977,repression
g0,g35,0.0017805503851667,repression
g0,g41,0.00177087436832112,repression
g14,g18,0.00176149053024731,activation
g57,g61,0.00175959502279254,repression
g10,g46,0.00173528997603492,repression
g42,g10,0.00173459815952862,activation
g10,g64,0.00173197137399309,repression
g57,g39,0.00173196628482507,activation
g18,g14,0.00172715112825354,activation
g18,g41,0.00172045371202863,activation
g24,g6,0.0017191925564259,repression
g0,g28,0.00170463805217953,repression
g21,g41,0.00170157466781328,activation
g0,g44,0.00170128284592756,activation
g0,g62,0.00169752175228267,repression
g21,g37,0.0016870375493923,repression
g0,g12,0.00168453440078991,repression
g18,g62,0.00167810041579523,repression
g24,g58,0.00167292488296856,activation
g10,g45,0.0016708792476794,activation
g52,g13,0.00167055671665674,activation
g4,g32,0.00166036639182009,activation
g28,g56,0.00166018184456393,activation
g57,g30,0.001652709792968,activation
g10,g21,0.00163273883285499,activation
g55,g19,0.00162866116567369,repression
g57,g55,0.00162768843359486,repression
g4,g38,0.00161724039851455,repression
g6,g6,0.00161314881051676,activation
g53,g61,0.00160566422792731,repression
g42,g38,0.00160449744918881,repression
g24,g19,0.00159337548193442,activation
g28,g2,0.00157613766068175,repression
g42,g60,0.00157194985558297,repression
g31,g12,0.00155780493090232,activation
g55,g61,0.0015345593334567,repression
g18,g22,0.00151724624148217,activation
g0,g24,0.00150730268835926,activation
g42,g54,0.00150690658476013,repression
g23,g14,0.00150562187289019,repression
g10,g33,0.00150212005550925,repression
g21,g29,0.00148731655786169,activation
g42,g32,0.00147889944872972,activation
g57,g62,0.00147244893329103,repression
g0,g38,0.00146019488700188,activation
g57,g4,0.00145992010837372,activation
g52,g17,0.0014520634279303,activation
g55,g9,0.00144810958208868,activation
g41,g37,0.00142637326901363,repression
g59,g8,0.00142593004117314,repression
g30,g59,0.00141831922713315,repression
g55,g15,0.00141671911296132,repression
g10,g39,0.00140452823529475,activation
g10,g2,0.00140228917129656,activation
g55,g30,0.00140087986858859,activation
g10,g4,0.00139380192537895,repression
g28,g26,0.00139018144733964,repression
g5,g49,0.00138720341734593,repression
g28,g38,0.00137553102071323,activation
g10,g6,0.00137111657524207,repression
g21,g14,0.00137105660689005,repression
g46,g59,0.00136297807209351,activation
g42,g51,0.00134196840918831,repression
g57,g43,0.00133211606309853,activation
g52,g52,0.00132966589905269,activation
g59,g63,0.00132034292659637,repression
g14,g46,0.0013195771847537,activation
g10,g30,0.00129889219251616,repression
g25,g7,0.00129609354417866,repression
g0,g37,0.00128471216898332,activation
g21,g47,0.00124831701255551,repression
g30,g3,0.00124783464998675,activation
g4,g51,0.00124701510594224,repression
g42,g25,0.00124025442441221,repression
g14,g16,0.0012216233129556,repression
g52,g16,0.00121892201337822,repression
g23,g32,0.00120133520963253,activation
g21,g22,0.0012008780022845,activation
g28,g51,0.0012008384211698,repression
g14,g41,0.00118319174545397,activation
g55,g2,0.00116857648286445,activation
g23,g23,0.00116708037177998,activation
g55,g21,0.00114581060355455,repression
g24,g1,0.00114064827594092,repression
g18,g18,0.00112707838565654,activation
g55,g56,0.00112056584661743,repression
g6,g8,0.00111585471329586,repression
g60,g33,0.00111514437776314,repression
g60,g56,0.00109958566277704,repression
g0,g25,0.00109899309199728,activation
g24,g53,0.00108990511069946,activation
g42,g17,0.00108588766533523,repression
g57,g64,0.00108439790340914,activation
g42,g5,0.00107521109070525,activation
g18,g10,0.00106069654315842,activation
g52,g0,0.00105219232141722,activation
g0,g4,0.00103855763879429,activation
g42,g46,0.00103206835760321,repression
g21,g32,0.000973457883380195,activation
g59,g6,0.000973361862650874,repression
g52,g51,0.000971122934852674,repression
g59,g7,0.000960985296676541,activation
g10,g34,0.000957556635345221,activation
g18,g11,0.00093740078637002,activation
g42,g26,0.000915885568777527,repression
g0,g22,0.00090884671180758,activation
g57,g37,0.00090219218834797,repression
g23,g11,0.000888565787830742,repression
g48,g63,0.000879398647290821,activation
g50,g44,0.000858831477732575,repression
g52,g39,0.000852669057517086,repression
g14,g12,0.000847445671705917,repression
g52,g3,0.00083109679280698,repression
g51,g4,0.000824535317345273,repression
g55,g3,0.000810556449246249,repression
g49,g28,0.00080825233074849,repression
g21,g5,0.000807210057750043,repression
g21,g13,0.000800255429411113,activation
g10,g14,0.000793939658828519,activation
g23,g50,0.000773986948779574,repression
g42,g47,0.000769940884641177,repression
g49,g37,0.000753043616688537,activation
g42,g23,0.000752173572969996,repression
g42,g11,0.000749008204330255,repression
g18,g9,0.000742744974265306,repression
g27,g61,0.000739990723835928,repression
g54,g50,0.000739617035395971,repression
g14,g14,0.000732760383060343,activation
g53,g19,0.000719957647492454,repression
g52,g45,0.000714763411927378,activation
g57,g35,0.000699821959376875,repression
g0,g21,0.0006888089192598,repression
g57,g58,0.000687120360280035,activation
g10,g7,0.000684376158264011,activation
g42,g39,0.000682692734698758,activation
g51,g38,0.000667932428521501,repression
g10,g52,0.000659205012712381,activation
g52,g56,0.000636675627650006,repression
g52,g29,0.000627909361130393,repression
g0,g10,0.000626794469412703,activation
g0,g49,0.000619543585436426,repression
g0,g32,0.000619314012179355,activation
g21,g43,0.000593729768040562,activation
g0,g29,0.000592526472392941,repression
g52,g38,0.000583450298558725,repression
g28,g1,0.000567335687932118,activation
