Gene1	Gene2	corVal	pValue
g17	g35	0.000728282984538561	0.991101778817046
g14	g44	0.000649991026739375	0.992058323094536
g44	g14	0.000649991026739341	0.992058323094536
g61	g27	0.000570516096314619	0.993029332118955
g27	g61	0.000570516096314567	0.993029332118956
g22	g21	0.000494281495682727	0.993960761090879
g21	g22	0.000494281495682679	0.99396076109088
g53	g52	0.000440470012125891	0.99461823099833
g52	g53	0.00044047001212585	0.99461823099833
g46	g24	0.000432887128742731	0.994710879138888
g24	g46	0.000432887128742727	0.994710879138888
g23	g16	0.000405670193776652	0.995043417916999
g16	g23	0.000405670193776636	0.995043417917
g38	g53	0.000388822545473446	0.995249264319414
g53	g38	0.000388822545473446	0.995249264319414
g3	g7	0.000296872523993819	0.996372724879493
g7	g3	0.000296872523993776	0.996372724879493
g4	g6	0.000277126286242172	0.996613988683612
g6	g4	0.000277126286242142	0.996613988683612
g61	g11	0.000263921615732965	0.996775326377155
g11	g61	0.000263921615732963	0.996775326377155
g37	g48	-8.86151725674752e-05	0.998917270589702
g48	g37	-8.86151725675087e-05	0.998917270589701
g45	g24	-9.32724737155298e-05	0.99886036618544
g24	g45	-9.32724737155586e-05	0.99886036618544
g39	g38	-0.000191808162268349	0.997656427234406
g38	g39	-0.000191808162268379	0.997656427234406
g20	g40	-0.000360326110919009	0.995597437569311
g40	g20	-0.00036032611091904	0.99559743756931
g31	g50	-0.000360377284477801	0.995596812323157
g50	g31	-0.000360377284477841	0.995596812323156
g29	g64	-0.000509466292009364	0.99377523362827
g64	g29	-0.000509466292009408	0.99377523362827
g26	g46	-0.00053087538512736	0.993513658433224
g46	g26	-0.000530875385127406	0.993513658433223
g26	g50	-0.000586223642693218	0.992837419556818
g50	g26	-0.000586223642693267	0.992837419556817
g59	g11	-0.000646446860260786	0.992101624783149
g11	g59	-0.000646446860260874	0.992101624783148
g34	g5	-0.000741653151913527	0.99093842793217
g5	g34	-0.00074165315191354	0.99093842793217
g60	g58	-0.000791864759012332	0.990324967799978
g58	g60	-0.00079186475901236	0.990324967799977
g16	g45	-0.000823626374417645	0.989936923287764
g45	g16	-0.000823626374417672	0.989936923287764
g46	g63	-0.000886008892204211	0.989174777786191
g63	g46	-0.000886008892204262	0.989174777786191
g6	g53	-0.000939725698721816	0.988518511657718
g53	g6	-0.000939725698721835	0.988518511657718
g9	g25	-0.000971524299748801	0.988130027079267
g25	g9	-0.000971524299748802	0.988130027079267
g11	g8	-0.000986304664665957	0.987949455810266
g8	g11	-0.00098630466466598	0.987949455810266
g0	g57	-0.00108109422743833	0.986791429576602
g57	g0	-0.00108109422743836	0.986791429576602
g31	g17	-0.00110045956183041	0.986554850256376
g17	g31	-0.00110045956183052	0.986554850256375
g23	g9	-0.00126595441739115	0.984533109207594
g9	g23	-0.00126595441739123	0.984533109207593
g23	g32	-0.00132561528567258	0.983804295418782
g32	g23	-0.0013256152856726	0.983804295418782
g22	g29	-0.00132893886801118	0.983763695114447
g29	g22	-0.00132893886801125	0.983763695114446
g38	g56	-0.00147327482828996	0.982000553836802
g56	g38	-0.00147327482829003	0.982000553836801
g23	g10	-0.0014781088337543	0.98194150532784
g10	g23	-0.00147810883375433	0.98194150532784
g23	g34	-0.00154429957247893	0.981132979976714
g34	g23	-0.00154429957247896	0.981132979976714
g59	g23	-0.00169440731072749	0.979299474175538
g23	g59	-0.0016944073107275	0.979299474175538
g62	g49	-0.0017247854804468	0.978928429928164
g49	g62	-0.00172478548044682	0.978928429928164
g41	g40	-0.00178394327894442	0.978205879362389
g40	g41	-0.00178394327894448	0.978205879362389
g18	g17	-0.00195103738340216	0.976165097735971
g17	g18	-0.0019510373834023	0.976165097735969
g8	g24	-0.00231040001626755	0.971776612417022
g24	g8	-0.00231040001626757	0.971776612417022
g26	g28	-0.00242495670743994	0.970377834551435
g28	g26	-0.00242495670743999	0.970377834551434
g0	g35	-0.00243492995433529	0.970256061889019
g35	g0	-0.00243492995433533	0.970256061889018
g60	g22	-0.00250241631058917	0.969432076343443
g22	g60	-0.00250241631058924	0.969432076343442
g23	g35	-0.00259620638053946	0.968286985394396
g35	g23	-0.00259620638053948	0.968286985394396
g32	g16	-0.00277911971122664	0.966053969997816
g16	g32	-0.00277911971122668	0.966053969997815
g21	g57	-0.00282966132343312	0.965437001278902
g57	g21	-0.00282966132343315	0.965437001278902
g5	g2	-0.0030646670980566	0.96256852793283
g2	g5	-0.0030646670980567	0.962568527932829
g8	g40	-0.00306870454536834	0.962519251073808
g40	g8	-0.00306870454536835	0.962519251073808
g41	g38	-0.00309856815943841	0.962154771465417
g38	g41	-0.00309856815943848	0.962154771465417
g27	g40	-0.00309944176067641	0.962144109449949
g40	g27	-0.00309944176067644	0.962144109449949
g37	g17	-0.00320470676759008	0.960859434489179
g17	g37	-0.0032047067675901	0.960859434489179
g6	g46	-0.00326047095007675	0.960178918082352
g46	g6	-0.00326047095007678	0.960178918082352
g4	g24	-0.00330795226289792	0.959599504113485
g24	g4	-0.00330795226289792	0.959599504113485
g54	g64	-0.00331391612861091	0.959526728614609
g64	g54	-0.00331391612861093	0.959526728614609
g5	g45	-0.00336605655378323	0.958890486935083
g45	g5	-0.00336605655378331	0.958890486935082
g24	g27	-0.00340339242027454	0.958434913317211
g27	g24	-0.00340339242027456	0.958434913317211
g22	g30	-0.00361716748520164	0.955826686289551
g30	g22	-0.00361716748520166	0.955826686289551
g15	g36	-0.00366380695798193	0.955257708844979
g36	g15	-0.00366380695798195	0.955257708844979
g6	g23	-0.00377426876570621	0.953910222810618
g23	g6	-0.00377426876570622	0.953910222810618
g29	g43	-0.00379005538716628	0.953717657783777
g43	g29	-0.00379005538716631	0.953717657783777
g35	g19	-0.00417101551624091	0.949071550625205
g19	g35	-0.00417101551624092	0.949071550625205
g23	g2	-0.0044129710512883	0.946121596520742
g2	g23	-0.00441297105128831	0.946121596520742
g1	g60	-0.00447436656995488	0.945373169323776
g60	g1	-0.00447436656995489	0.945373169323776
g33	g19	-0.00469439517700246	0.942691361984659
g19	g33	-0.00469439517700249	0.942691361984659
g21	g34	-0.0047568714512772	0.941929989464894
g34	g21	-0.00475687145127721	0.941929989464894
g15	g51	-0.00500477528821124	0.938909414269721
g51	g15	-0.00500477528821129	0.938909414269721
g33	g34	-0.00508933634516274	0.937879280718741
g34	g33	-0.00508933634516275	0.937879280718741
g28	g16	-0.00509647178841199	0.937792360543489
g16	g28	-0.005096471788412	0.937792360543489
g37	g38	-0.00512028372404611	0.937502301541782
g38	g37	-0.00512028372404612	0.937502301541782
g54	g38	-0.00514210974505645	0.937236440688027
g38	g54	-0.00514210974505649	0.937236440688026
g45	g37	-0.00515024774265128	0.937137314228619
g37	g45	-0.00515024774265135	0.937137314228618
g42	g57	-0.00516589956462866	0.936946666895486
g57	g42	-0.00516589956462869	0.936946666895486
g41	g16	-0.00516630258000025	0.936941758006013
g16	g41	-0.00516630258000031	0.936941758006013
g28	g64	-0.00517789627369695	0.936800543169787
g64	g28	-0.00517789627369699	0.936800543169787
g55	g34	-0.00522346196723914	0.936245557867459
g34	g55	-0.00522346196723915	0.936245557867459
g55	g39	-0.00524029155314345	0.936040583069562
g39	g55	-0.00524029155314349	0.936040583069562
g61	g48	-0.00529549295968369	0.935368290926932
g48	g61	-0.00529549295968377	0.935368290926931
g50	g18	-0.00549845793170274	0.932896799143714
g18	g50	-0.00549845793170279	0.932896799143713
g15	g13	-0.00553390766008633	0.932465195269807
g13	g15	-0.00553390766008637	0.932465195269807
g37	g44	-0.00554711374885578	0.932304414897863
g44	g37	-0.00554711374885582	0.932304414897862
g30	g6	-0.005548049238573	0.932293025680833
g6	g30	-0.00554804923857317	0.932293025680831
g64	g13	-0.00558740149324341	0.931813940060939
g13	g64	-0.00558740149324345	0.931813940060938
g4	g62	-0.00560884581669822	0.931552881045749
g62	g4	-0.00560884581669823	0.931552881045749
g24	g51	-0.00572150557859954	0.930181503886776
g51	g24	-0.00572150557859955	0.930181503886776
g12	g45	-0.00581856977026405	0.929000132448536
g45	g12	-0.00581856977026406	0.929000132448535
g43	g15	-0.00588199599361319	0.928228253637293
g15	g43	-0.00588199599361322	0.928228253637293
g12	g46	-0.00595959301782587	0.927284011603157
g46	g12	-0.00595959301782599	0.927284011603156
g6	g14	-0.00613517938868317	0.925147760482284
g14	g6	-0.00613517938868324	0.925147760482283
g44	g58	-0.00615721415789966	0.924879714580357
g58	g44	-0.00615721415789972	0.924879714580356
g1	g13	-0.00630636997545192	0.923065506220326
g13	g1	-0.00630636997545196	0.923065506220325
g24	g11	-0.006326624909417	0.922819172361793
g11	g24	-0.006326624909417	0.922819172361793
g16	g63	-0.00653598590922746	0.920273427777559
g63	g16	-0.0065359859092275	0.920273427777559
g33	g21	-0.00654830532363047	0.920123653741359
g21	g33	-0.00654830532363049	0.920123653741358
g34	g44	-0.0067973425110308	0.917096579750753
g44	g34	-0.00679734251103082	0.917096579750753
g58	g43	-0.00679960292088144	0.917069109625504
g43	g58	-0.00679960292088147	0.917069109625503
g41	g26	-0.0069052741851571	0.915785026819356
g26	g41	-0.00690527418515713	0.915785026819355
g40	g29	-0.00694460613225084	0.915307133375385
g29	g40	-0.00694460613225088	0.915307133375385
g4	g40	-0.00694527170900157	0.915299046705007
g40	g4	-0.00694527170900159	0.915299046705006
g43	g25	-0.00716999156100395	0.912569233156083
g25	g43	-0.00716999156100399	0.912569233156082
g1	g21	-0.00718636220676493	0.912370408272755
g21	g1	-0.00718636220676503	0.912370408272754
g55	g17	-0.0072064104970349	0.912126925060826
g17	g55	-0.0072064104970349	0.912126925060826
g9	g48	-0.00726379965498195	0.911429988499173
g48	g9	-0.00726379965498198	0.911429988499173
g26	g44	-0.00729945879321601	0.910996976356649
g44	g26	-0.00729945879321608	0.910996976356648
g51	g47	-0.0073100462182079	0.910868417347369
g47	g51	-0.00731004621820794	0.910868417347369
g62	g57	-0.00735925836388905	0.910270883770671
g57	g62	-0.0073592583638891	0.91027088377067
g64	g8	-0.00756621262224399	0.907758602192928
g8	g64	-0.00756621262224402	0.907758602192928
g21	g61	-0.00757265475221734	0.907680413770106
g61	g21	-0.0075726547522174	0.907680413770105
g44	g51	-0.0075743281770918	0.90766010348212
g51	g44	-0.00757432817709184	0.90766010348212
g2	g17	-0.00760967667005923	0.907231094332413
g17	g2	-0.00760967667005931	0.907231094332412
g6	g40	-0.00767402488963893	0.906450197337813
g40	g6	-0.00767402488963905	0.906450197337812
g20	g35	-0.00774006432359581	0.905648870061042
g35	g20	-0.00774006432359586	0.905648870061041
g44	g42	-0.00810837958127513	0.901181478913196
g42	g44	-0.0081083795812752	0.901181478913195
g1	g14	-0.00821984564163574	0.899830084401559
g14	g1	-0.00821984564163579	0.899830084401558
g42	g49	-0.0082490958151664	0.899475508174446
g49	g42	-0.00824909581516643	0.899475508174446
g37	g50	-0.0083257197194709	0.898546753164491
g50	g37	-0.00832571971947091	0.898546753164491
g61	g39	-0.00833174287773791	0.898473752561345
g39	g61	-0.00833174287773795	0.898473752561344
g9	g36	-0.00843355993060315	0.897239860815613
g36	g9	-0.00843355993060322	0.897239860815612
g45	g38	-0.00843852792273058	0.897179661432436
g38	g45	-0.00843852792273065	0.897179661432435
g57	g40	-0.00858896695468365	0.895357004477721
g40	g57	-0.00858896695468371	0.895357004477721
g57	g17	-0.00862416566723077	0.894930630326361
g17	g57	-0.00862416566723079	0.894930630326361
g15	g50	-0.00875809604794597	0.893308562132477
g50	g15	-0.00875809604794601	0.893308562132477
g14	g58	-0.00908215676241427	0.889385619399141
g58	g14	-0.00908215676241434	0.889385619399141
g3	g16	-0.00910828319243178	0.889069459724193
g16	g3	-0.00910828319243181	0.889069459724192
g35	g59	-0.00913439365785555	0.888753510753856
g59	g35	-0.00913439365785556	0.888753510753856
g24	g37	-0.00914033388842608	0.888681633606811
g37	g24	-0.00914033388842608	0.888681633606811
g26	g60	-0.00936948234779848	0.885909623167821
g60	g26	-0.00936948234779849	0.885909623167821
g50	g16	-0.00939638789313638	0.88558423691959
g16	g50	-0.00939638789313643	0.885584236919589
g7	g49	-0.00944673478551644	0.884975410760539
g49	g7	-0.00944673478551647	0.884975410760539
g31	g52	-0.00947717353297215	0.884607359064331
g52	g31	-0.00947717353297223	0.88460735906433
g49	g56	-0.00953482800916918	0.883910294842605
g56	g49	-0.00953482800916924	0.883910294842604
g18	g63	-0.00954587012021381	0.883776801753812
g63	g18	-0.00954587012021381	0.883776801753812
g37	g30	-0.00957984499935297	0.883366084610453
g30	g37	-0.00957984499935301	0.883366084610453
g23	g20	-0.0096972036803211	0.881947593688237
g20	g23	-0.00969720368032116	0.881947593688236
g26	g47	-0.00976235002293257	0.881160344922206
g47	g26	-0.00976235002293258	0.881160344922206
g44	g47	-0.00982750314305445	0.880373130932725
g47	g44	-0.00982750314305452	0.880373130932725
g58	g41	-0.00998186742674481	0.878508491269073
g41	g58	-0.00998186742674484	0.878508491269073
g30	g17	-0.0100888260442256	0.877216879201152
g17	g30	-0.0100888260442256	0.877216879201152
g35	g63	-0.010178670883619	0.876132180703694
g63	g35	-0.010178670883619	0.876132180703694
g10	g58	-0.0102483955690888	0.875290552396861
g58	g10	-0.0102483955690888	0.875290552396861
g13	g37	-0.0102787793747045	0.874923841266973
g37	g13	-0.0102787793747047	0.874923841266971
g38	g21	-0.0102818360584824	0.874886950723196
g21	g38	-0.0102818360584824	0.874886950723195
g36	g44	-0.0103729337322054	0.873787634322441
g44	g36	-0.0103729337322054	0.873787634322441
g48	g0	-0.0104797690331103	0.872498713454802
g0	g48	-0.0104797690331103	0.872498713454802
g3	g46	-0.0106366124622683	0.870607076627725
g46	g3	-0.0106366124622684	0.870607076627725
g22	g48	-0.0106622070291034	0.870298458505639
g48	g22	-0.0106622070291035	0.870298458505638
g18	g30	-0.0106953657237782	0.869898661662795
g30	g18	-0.0106953657237782	0.869898661662795
g37	g3	-0.0114488410726196	0.86082305287024
g3	g37	-0.0114488410726196	0.86082305287024
g27	g7	-0.0116766782076019	0.858082290622736
g7	g27	-0.0116766782076019	0.858082290622735
g63	g10	-0.0116939946397756	0.857874052001317
g10	g63	-0.0116939946397756	0.857874052001317
g34	g36	-0.0121017316409666	0.852973684066581
g36	g34	-0.0121017316409666	0.852973684066581
g52	g33	-0.0121681487291955	0.852175981953919
g33	g52	-0.0121681487291955	0.852175981953919
g0	g7	-0.0121684939599397	0.852171835953514
g7	g0	-0.0121684939599397	0.852171835953514
g41	g1	-0.0121891362184295	0.851923943013923
g1	g41	-0.0121891362184296	0.851923943013922
g15	g17	-0.012231989027707	0.851409369941686
g17	g15	-0.012231989027707	0.851409369941686
g23	g37	-0.0123050308018972	0.850532435197486
g37	g23	-0.0123050308018973	0.850532435197486
g10	g6	-0.0124123314794896	0.849244523669211
g6	g10	-0.0124123314794896	0.84924452366921
g59	g0	-0.0124386753189942	0.848928384085944
g0	g59	-0.0124386753189943	0.848928384085943
g46	g43	-0.0124895748415169	0.848317632137016
g43	g46	-0.0124895748415169	0.848317632137016
g50	g33	-0.0125139364774932	0.848025344753204
g33	g50	-0.0125139364774933	0.848025344753204
g37	g31	-0.0125261338715398	0.847879009982487
g31	g37	-0.0125261338715398	0.847879009982487
g4	g29	-0.0127909528507792	0.84470321232405
g29	g4	-0.0127909528507792	0.844703212324049
g54	g12	-0.0128847892862189	0.843578493153203
g12	g54	-0.012884789286219	0.843578493153202
g27	g15	-0.0129186153905938	0.843173132612848
g15	g27	-0.0129186153905938	0.843173132612848
g62	g56	-0.0130133149330658	0.842038505350163
g56	g62	-0.0130133149330658	0.842038505350162
g5	g15	-0.0132225925037955	0.839532238781007
g15	g5	-0.0132225925037955	0.839532238781007
g37	g59	-0.0132703091058772	0.838961019550758
g59	g37	-0.0132703091058773	0.838961019550757
g13	g26	-0.0133306752885912	0.838238491987002
g26	g13	-0.0133306752885913	0.838238491987002
g34	g54	-0.0133441155138851	0.838077643298824
g54	g34	-0.0133441155138852	0.838077643298824
g63	g4	-0.0134792366823797	0.836460927263092
g4	g63	-0.0134792366823797	0.836460927263092
g49	g60	-0.0135870643579026	0.835171267976636
g60	g49	-0.0135870643579026	0.835171267976636
g13	g34	-0.0136389277542237	0.834551118972259
g34	g13	-0.0136389277542237	0.834551118972259
g7	g64	-0.0137499415942081	0.833224031208664
g64	g7	-0.0137499415942081	0.833224031208664
g42	g38	-0.0137645716794626	0.83304917455862
g38	g42	-0.0137645716794627	0.83304917455862
g51	g8	-0.0138749050132732	0.831730751486797
g8	g51	-0.0138749050132732	0.831730751486797
g42	g9	-0.0138801837446912	0.83166768528939
g9	g42	-0.0138801837446912	0.831667685289389
g25	g21	-0.0140086705962503	0.830132956872238
g21	g25	-0.0140086705962503	0.830132956872238
g3	g25	-0.0140448906919424	0.82970043713399
g25	g3	-0.0140448906919425	0.82970043713399
g61	g62	-0.0141300736537249	0.828683433069643
g62	g61	-0.0141300736537249	0.828683433069643
g54	g42	-0.0141544902474132	0.828391974540055
g42	g54	-0.0141544902474132	0.828391974540055
g46	g51	-0.0141645202028963	0.828272254726134
g51	g46	-0.0141645202028963	0.828272254726134
g55	g44	-0.01440313100388	0.825425317099082
g44	g55	-0.0144031310038801	0.825425317099081
g21	g42	-0.014705637027798	0.821819307363195
g42	g21	-0.0147056370277981	0.821819307363194
g29	g16	-0.0147617219011331	0.821151158518964
g16	g29	-0.0147617219011331	0.821151158518964
g42	g16	-0.0149235992485752	0.819223410135804
g16	g42	-0.0149235992485753	0.819223410135803
g25	g38	-0.0149952736668149	0.818370207064824
g38	g25	-0.0149952736668149	0.818370207064824
g8	g7	-0.0151235034687208	0.816844309721403
g7	g8	-0.0151235034687208	0.816844309721403
g5	g55	-0.0152081666570402	0.815837219958978
g55	g5	-0.0152081666570402	0.815837219958978
g8	g27	-0.0152813203510942	0.814967281779425
g27	g8	-0.0152813203510942	0.814967281779425
g44	g53	-0.0153286041412161	0.814405107045453
g53	g44	-0.0153286041412162	0.814405107045453
g9	g41	-0.0154614420407037	0.812826256366993
g41	g9	-0.0154614420407037	0.812826256366993
g20	g13	-0.0154708699031478	0.812714229737353
g13	g20	-0.0154708699031479	0.812714229737353
g63	g57	-0.0155407695723937	0.811883765442537
g57	g63	-0.0155407695723937	0.811883765442537
g11	g20	-0.0155462952306445	0.811818125132167
g20	g11	-0.0155462952306445	0.811818125132167
g33	g46	-0.0156750838110922	0.810288595087186
g46	g33	-0.0156750838110923	0.810288595087185
g7	g12	-0.015734533101507	0.809582800663028
g12	g7	-0.0157345331015071	0.809582800663027
g7	g16	-0.0157392734319515	0.809526529083006
g16	g7	-0.0157392734319515	0.809526529083005
g11	g60	-0.0157842100267707	0.808993143773942
g60	g11	-0.0157842100267707	0.808993143773942
g36	g55	-0.0159875424271862	0.806580748298799
g55	g36	-0.0159875424271862	0.806580748298799
g60	g40	-0.0162610109275422	0.803339122420536
g40	g60	-0.0162610109275423	0.803339122420535
g47	g27	-0.0163993539145433	0.801700515610077
g27	g47	-0.0163993539145433	0.801700515610077
g64	g25	-0.0164226292007499	0.801424915865627
g25	g64	-0.0164226292007499	0.801424915865627
g49	g41	-0.0164764692211816	0.800787497071524
g41	g49	-0.0164764692211816	0.800787497071524
g1	g23	-0.0165140387557985	0.800342784644204
g23	g1	-0.0165140387557986	0.800342784644203
g62	g24	-0.0165816804485268	0.799542268797052
g24	g62	-0.0165816804485268	0.799542268797052
g40	g45	-0.0165968139763008	0.799363197387156
g45	g40	-0.0165968139763008	0.799363197387156
g19	g17	-0.0166260986323977	0.799016708840373
g17	g19	-0.0166260986323977	0.799016708840373
g40	g62	-0.0168075350551791	0.796870878461019
g62	g40	-0.0168075350551791	0.796870878461019
g59	g27	-0.0169003507507277	0.795773745009506
g27	g59	-0.0169003507507277	0.795773745009505
g29	g17	-0.0169853562472755	0.794769284260931
g17	g29	-0.0169853562472756	0.79476928426093
g48	g23	-0.0171131252937676	0.793260147640068
g23	g48	-0.0171131252937676	0.793260147640068
g49	g25	-0.0171212672505706	0.793164005395825
g25	g49	-0.0171212672505706	0.793164005395825
g55	g57	-0.0171362237050209	0.792987404014258
g57	g55	-0.0171362237050209	0.792987404014257
g30	g31	-0.0171761702010291	0.792515779364085
g31	g30	-0.0171761702010293	0.792515779364084
g23	g24	-0.0173786479087299	0.790126408130637
g24	g23	-0.0173786479087299	0.790126408130636
g24	g40	-0.0174306057863531	0.78951358568163
g40	g24	-0.0174306057863531	0.789513585681629
g27	g44	-0.0174542570254689	0.789234671563994
g44	g27	-0.0174542570254689	0.789234671563994
g29	g5	-0.0174679918082382	0.789072712456917
g5	g29	-0.0174679918082382	0.789072712456917
g25	g16	-0.017490561990314	0.788806586926551
g16	g25	-0.017490561990314	0.788806586926551
g22	g47	-0.0175402419813191	0.78822089532471
g47	g22	-0.0175402419813192	0.788220895324709
g64	g40	-0.0175791362443975	0.787762442744059
g40	g64	-0.0175791362443975	0.787762442744059
g46	g48	-0.0177733912259553	0.785473826338832
g48	g46	-0.0177733912259553	0.785473826338832
g52	g42	-0.0178945415653439	0.784047423674795
g42	g52	-0.017894541565344	0.784047423674794
g12	g37	-0.0179382571469766	0.783532900827095
g37	g12	-0.0179382571469767	0.783532900827094
g46	g18	-0.0180129375351564	0.782654146614812
g18	g46	-0.0180129375351564	0.782654146614812
g5	g7	-0.0180215689890173	0.782552599182831
g7	g5	-0.0180215689890173	0.782552599182831
g24	g26	-0.018050323090501	0.782214339154469
g26	g24	-0.0180503230905011	0.782214339154468
g1	g54	-0.0182204323782372	0.78021403163769
g54	g1	-0.0182204323782372	0.78021403163769
g32	g45	-0.0185277480328626	0.776603991159541
g45	g32	-0.0185277480328627	0.77660399115954
g43	g33	-0.0186008911210849	0.775745481107844
g33	g43	-0.0186008911210849	0.775745481107844
g0	g47	-0.0186608933861244	0.775041413415151
g47	g0	-0.0186608933861244	0.775041413415151
g9	g24	-0.0188517043540553	0.772803657700785
g24	g9	-0.0188517043540553	0.772803657700784
g49	g6	-0.0188573087108159	0.772737960282042
g6	g49	-0.0188573087108159	0.772737960282042
g63	g34	-0.0188610518701779	0.772694081766276
g34	g63	-0.0188610518701779	0.772694081766276
g23	g29	-0.0189017108249419	0.77221751099049
g29	g23	-0.0189017108249419	0.77221751099049
g4	g7	-0.0189431144957056	0.771732298988287
g7	g4	-0.0189431144957056	0.771732298988286
g23	g57	-0.0191767836925212	0.76899558415041
g57	g23	-0.0191767836925212	0.76899558415041
g55	g51	-0.0191916288668424	0.76882181484289
g51	g55	-0.0191916288668424	0.76882181484289
g43	g55	-0.0192151386087653	0.768546646563428
g55	g43	-0.0192151386087653	0.768546646563427
g55	g22	-0.0192606226094778	0.768014364245965
g22	g55	-0.0192606226094779	0.768014364245964
g30	g40	-0.0193253519608678	0.767257048199232
g40	g30	-0.0193253519608679	0.767257048199231
g34	g48	-0.0193512829511363	0.766953724470618
g48	g34	-0.0193512829511363	0.766953724470617
g5	g46	-0.0194328244604098	0.766000136713425
g46	g5	-0.0194328244604098	0.766000136713425
g24	g19	-0.0196151972808974	0.763868653016155
g19	g24	-0.0196151972808974	0.763868653016154
g29	g18	-0.019836615767149	0.761283212047533
g18	g29	-0.0198366157671491	0.761283212047532
g56	g63	-0.019877639917217	0.760804474356449
g63	g56	-0.019877639917217	0.760804474356448
g15	g45	-0.0199427240717445	0.760045151457318
g45	g15	-0.0199427240717445	0.760045151457318
g55	g25	-0.0200177474179786	0.759170155167025
g25	g55	-0.0200177474179787	0.759170155167024
g43	g35	-0.0200231022959523	0.759107712993503
g35	g43	-0.0200231022959523	0.759107712993503
g38	g57	-0.0200287859512818	0.759041438719471
g57	g38	-0.0200287859512818	0.759041438719471
g20	g41	-0.0202290704346247	0.756707147237571
g41	g20	-0.0202290704346248	0.75670714723757
g11	g45	-0.0202651999388845	0.756286296245406
g45	g11	-0.0202651999388846	0.756286296245406
g38	g8	-0.0203325427948202	0.755502051362468
g8	g38	-0.0203325427948202	0.755502051362467
g24	g55	-0.020442250071562	0.754224985599159
g55	g24	-0.0204422500715621	0.754224985599158
g44	g2	-0.020650720730327	0.751800090111508
g2	g44	-0.0206507207303271	0.751800090111506
g23	g58	-0.020686096580896	0.751388844964645
g58	g23	-0.0206860965808961	0.751388844964645
g37	g22	-0.0207593552196955	0.750537434616
g22	g37	-0.0207593552196955	0.750537434616
g22	g36	-0.0207839305242906	0.750251888494495
g36	g22	-0.0207839305242906	0.750251888494495
g62	g5	-0.020810992647651	0.749937486784256
g5	g62	-0.020810992647651	0.749937486784256
g1	g18	-0.0208154233644216	0.749886015636017
g18	g1	-0.0208154233644216	0.749886015636017
g23	g52	-0.0210009826469671	0.747731390068942
g52	g23	-0.0210009826469671	0.747731390068941
g24	g35	-0.021084239218952	0.746765289483042
g35	g24	-0.021084239218952	0.746765289483042
g9	g10	-0.0210994466583817	0.746588866589259
g10	g9	-0.0210994466583817	0.746588866589259
g6	g51	-0.021112436894113	0.746438176127447
g51	g6	-0.021112436894113	0.746438176127446
g4	g54	-0.0211640159473658	0.745839939425051
g54	g4	-0.0211640159473658	0.745839939425051
g47	g50	-0.0211762818890485	0.745697695990977
g50	g47	-0.0211762818890485	0.745697695990976
g49	g55	-0.0213156951596632	0.744081579928947
g55	g49	-0.0213156951596632	0.744081579928947
g34	g25	-0.0213626714547878	0.743537269859329
g25	g34	-0.0213626714547878	0.743537269859328
g62	g9	-0.0214845043646398	0.74212619688257
g9	g62	-0.02148450436464	0.742126196882568
g21	g12	-0.0216384684953893	0.740344210697987
g12	g21	-0.0216384684953894	0.740344210697986
g47	g6	-0.0217790951340517	0.738717801698978
g6	g47	-0.0217790951340519	0.738717801698976
g15	g1	-0.0219178112692326	0.737114625701062
g1	g15	-0.0219178112692327	0.737114625701061
g16	g49	-0.0221036990510443	0.734968057571731
g49	g16	-0.0221036990510443	0.734968057571731
g48	g35	-0.0221384655478508	0.734566813689992
g35	g48	-0.0221384655478508	0.734566813689992
g57	g34	-0.0223261031476286	0.732402513163785
g34	g57	-0.0223261031476286	0.732402513163785
g50	g39	-0.0223386177493881	0.732258238822127
g39	g50	-0.0223386177493881	0.732258238822127
g16	g55	-0.022353732901155	0.732083996626629
g55	g16	-0.022353732901155	0.732083996626629
g9	g38	-0.0224494131863798	0.730981346413341
g38	g9	-0.0224494131863798	0.730981346413341
g51	g43	-0.0225483361056024	0.729841907441019
g43	g51	-0.0225483361056024	0.729841907441019
g4	g26	-0.0225512222957481	0.729808671878134
g26	g4	-0.0225512222957481	0.729808671878133
g5	g41	-0.0225959198528791	0.729294027142751
g41	g5	-0.0225959198528792	0.72929402714275
g54	g60	-0.0227128012064328	0.727948836094793
g60	g54	-0.0227128012064328	0.727948836094793
g5	g38	-0.0227150416865269	0.727923058458676
g38	g5	-0.0227150416865269	0.727923058458676
g22	g27	-0.0227210889748684	0.727853483469813
g27	g22	-0.0227210889748684	0.727853483469813
g48	g51	-0.0227383316905366	0.727655115593601
g51	g48	-0.0227383316905366	0.7276551155936
g28	g46	-0.0227937030648189	0.727018221308713
g46	g28	-0.0227937030648189	0.727018221308713
g41	g8	-0.022872596686319	0.726111092483321
g8	g41	-0.022872596686319	0.726111092483321
g29	g45	-0.0229580369677332	0.725129119694003
g45	g29	-0.0229580369677332	0.725129119694003
g10	g38	-0.0229750624154221	0.724933498297426
g38	g10	-0.0229750624154221	0.724933498297426
g32	g52	-0.022997854390402	0.724671647765327
g52	g32	-0.022997854390402	0.724671647765327
g41	g54	-0.0230368913135251	0.724223237978191
g54	g41	-0.0230368913135251	0.724223237978191
g40	g31	-0.0231132457802441	0.723346440454418
g31	g40	-0.0231132457802441	0.723346440454417
g32	g41	-0.023133546750942	0.723113379957552
g41	g32	-0.023133546750942	0.723113379957551
g26	g5	-0.0231448267627122	0.722983893473862
