Ensembl_id,gene_name
ENSDARG00000089814,znf1042
ENSDARG00000039304,six1a
ENSDARG00000089262,pbx3a
ENSDARG00000074378,junba
ENSDARG00000087188,nfil3-6
ENSDARG00000086831,zmp:0000001228
ENSDARG00000039987,hivep2a
ENSDARG00000025131,lbx2
ENSDARG00000036930,tbx18
ENSDARG00000113564,znf1107
ENSDARG00000103871,si:ch73-109d9
ENSDARG00000071589,si:dkey-253d23
ENSDARG00000112123,bhlhe41
ENSDARG00000111765,hmx1
ENSDARG00000113005,si:dkey-47k16
ENSDARG00000113780,zgc:173615
ENSDARG00000100257,zgc:174314
ENSDARG00000116534,mier3b
ENSDARG00000090903,creb3l3b
ENSDARG00000087646,runx1
ENSDARG00000099986,si:ch211-207i20
ENSDARG00000097546,si:ch211-40k21
ENSDARG00000009242,fev
ENSDARG00000063417,erf
ENSDARG00000076262,pou3f2b
ENSDARG00000087530,wu:fe05a04
ENSDARG00000070013,dmrt2b
ENSDARG00000010591,foxn4
ENSDARG00000105784,LO018029.1
ENSDARG00000004415,tcf7l2
ENSDARG00000040008,neurod6a
ENSDARG00000090914,si:ch211-117k10
ENSDARG00000071398,si:dkey-172o19
ENSDARG00000114211,FO834825.2
ENSDARG00000092849,si:ch73-92e7
ENSDARG00000032578,pax2b
ENSDARG00000077799,egr4
ENSDARG00000104904,si:ch73-221f6
ENSDARG00000026395,rfx4
ENSDARG00000104715,zgc:171422
ENSDARG00000098923,zgc:173577
ENSDARG00000059233,runx2b
ENSDARG00000116711,CR352328.9
ENSDARG00000116118,msx1a
ENSDARG00000091243,znf975
ENSDARG00000005026,tshz1
ENSDARG00000088036,si:dkey-106g10
ENSDARG00000092968,znf1128
ENSDARG00000077205,zgc:153116
ENSDARG00000078281,BX470259.1
ENSDARG00000058562,znf991
ENSDARG00000019013,barhl1b
ENSDARG00000092635,EBF1
ENSDARG00000075904,rfx1b
ENSDARG00000042826,egr2b
ENSDARG00000109419,BX247878.1
ENSDARG00000044847,zgc:171599
ENSDARG00000070346,hoxc8a
ENSDARG00000079980,si:ch211-202h22
ENSDARG00000097098,znf1004
ENSDARG00000109556,BX004885.1
ENSDARG00000101044,si:ch73-138e16
ENSDARG00000070339,hoxc3a
ENSDARG00000101542,si:dkeyp-53d3
ENSDARG00000101245,znf1063
ENSDARG00000045904,nr2e3
ENSDARG00000114492,AL929458.4
ENSDARG00000078781,si:ch211-161c3
ENSDARG00000044457,gfi1ab
ENSDARG00000021443,zfp36l1b
ENSDARG00000089940,znf1008
ENSDARG00000011989,crx
ENSDARG00000105056,znf45l
ENSDARG00000001621,nfyal
ENSDARG00000105255,zbtb4
ENSDARG00000087070,znf977
ENSDARG00000054162,nfatc4
ENSDARG00000036194,pitx2
ENSDARG00000043531,jun
ENSDARG00000004851,hinfp
ENSDARG00000040179,zgc:101562
ENSDARG00000017174,dlx2b
ENSDARG00000109802,BX324003.2
ENSDARG00000116560,ahrrb
ENSDARG00000114864,CR388371.5
ENSDARG00000040606,tfap2c
ENSDARG00000079947,gfi1b
ENSDARG00000107106,CABZ01034089.1
ENSDARG00000086245,si:dkeyp-121d2
ENSDARG00000114358,bhlhe41
ENSDARG00000078206,zgc:171506
ENSDARG00000099880,sp6
ENSDARG00000096901,si:dkey-7i4
ENSDARG00000101645,MYRFL
ENSDARG00000073814,pax1b
ENSDARG00000113285,AL845284.2
ENSDARG00000053446,sub1a
ENSDARG00000104107,nkx2.4b
ENSDARG00000068761,mespab
ENSDARG00000101843,znf1106
ENSDARG00000116791,BX284700.1
ENSDARG00000037833,mitfb
ENSDARG00000117137,prox2
ENSDARG00000038792,klf17
ENSDARG00000057323,e2f8
ENSDARG00000090116,znf1136
ENSDARG00000095440,si:dkeyp-53e4
ENSDARG00000099444,znf1122
ENSDARG00000062002,adnpa
ENSDARG00000076259,tbr1a
ENSDARG00000033172,nr2f5
ENSDARG00000103379,pax6a
ENSDARG00000079263,si:dkeyp-2e4
ENSDARG00000112085,BX571981.1
ENSDARG00000094551,BX855614.1
ENSDARG00000006791,arntl1a
ENSDARG00000115964,zeb2a
ENSDARG00000115506,si:dkey-122c11
ENSDARG00000052091,rbpjb
ENSDARG00000015567,zic1
ENSDARG00000116536,BX293565.2
ENSDARG00000087381,tcf23
ENSDARG00000041359,zgc:161969
ENSDARG00000024306,zbed4
ENSDARG00000106724,CU655961.3
ENSDARG00000071725,znf1167
ENSDARG00000096614,si:dkey-182i3
ENSDARG00000098834,sox4b
ENSDARG00000100757,CABZ01056279.1
ENSDARG00000043210,nfic
ENSDARG00000045105,foxn2b
ENSDARG00000074906,znf831
ENSDARG00000074544,znf1007
ENSDARG00000102316,si:dkey-237m9
ENSDARG00000055349,pknox2
ENSDARG00000005834,gatad2b
ENSDARG00000098410,si:dkey-19b23
ENSDARG00000056213,si:ch73-130a3
ENSDARG00000035221,zgc:110249
ENSDARG00000103439,si:dkey-248e17
ENSDARG00000037154,hivep3b
ENSDARG00000055359,sp100
ENSDARG00000098176,si:rp71-1h20
ENSDARG00000004714,tcf12
ENSDARG00000042489,thap12a
ENSDARG00000014692,znf622
ENSDARG00000077143,znf526
ENSDARG00000031243,snai3
ENSDARG00000052165,si:ch211-236k19
ENSDARG00000086944,TCF24
ENSDARG00000079373,fosl1b
ENSDARG00000016871,smarce1
ENSDARG00000002196,bach1b
ENSDARG00000019457,tfe3b
ENSDARG00000053918,srfa
ENSDARG00000067544,tcf15
ENSDARG00000114700,znf1140
ENSDARG00000088927,CR450793.1
ENSDARG00000053792,si:rp71-1g18
ENSDARG00000089156,egr3
ENSDARG00000012642,si:ch211-266d19
ENSDARG00000103239,si:dkey-14o6
ENSDARG00000088810,prox1b
ENSDARG00000076571,sp5a
ENSDARG00000091756,insm1a
ENSDARG00000004328,LIN28A
ENSDARG00000100896,znf973
ENSDARG00000092073,znf1165
ENSDARG00000098892,si:ch211-223a21
ENSDARG00000021288,mier3b
ENSDARG00000057751,zbtb47a
ENSDARG00000114783,znf985
ENSDARG00000079010,si:dkey-7i4
ENSDARG00000113971,LO018181.1
ENSDARG00000096172,znf1097
ENSDARG00000095743,sox11b
ENSDARG00000100607,zbtb38
ENSDARG00000078701,prdm13
ENSDARG00000002933,gbx2
ENSDARG00000070546,msgn1
ENSDARG00000078728,znf1068
ENSDARG00000045595,si:dkey-14k9
ENSDARG00000077542,si:dkeyp-75b4
ENSDARG00000094965,nfil3-5
ENSDARG00000102678,znf1181
ENSDARG00000091841,si:cabz01071909
ENSDARG00000115214,BX571708.2
ENSDARG00000100262,BX936382.1
ENSDARG00000042652,rreb1b
ENSDARG00000104124,znf1069
ENSDARG00000100723,znf1097
ENSDARG00000115364,hmx2
ENSDARG00000019335,hes6
ENSDARG00000016788,zeb1a
ENSDARG00000042969,znf1035
ENSDARG00000101137,znf999
ENSDARG00000102679,FP074874.2
ENSDARG00000096816,si:dkeyp-106c3
ENSDARG00000014479,ptf1a
ENSDARG00000042725,cebpb
ENSDARG00000075834,si:dkey-182i3
ENSDARG00000104822,znf1131
ENSDARG00000092765,znf1151
ENSDARG00000095030,si:ch73-120g24
ENSDARG00000116064,CR548632.6
ENSDARG00000077840,meis2b
ENSDARG00000115775,CR751236.1
ENSDARG00000077078,zgc:173726
ENSDARG00000101463,si:dkey-176f19
ENSDARG00000041080,thap3
ENSDARG00000115755,BX247888.6
ENSDARG00000103689,znf1148
ENSDARG00000101244,gli1
ENSDARG00000069957,zgc:162936
ENSDARG00000099555,foxo1a
ENSDARG00000113744,AL928556.3
ENSDARG00000074365,zgc:171901
ENSDARG00000037872,foxk1
ENSDARG00000114124,si:dkey-3p4
ENSDARG00000003803,LHX3
ENSDARG00000076533,nfe2l1b
ENSDARG00000096030,si:dkey-262g12
ENSDARG00000109766,BX324133.1
ENSDARG00000095283,si:dkeyp-2e4
ENSDARG00000098510,znf1102
ENSDARG00000109339,CR388042.2
ENSDARG00000096708,si:dkeyp-104f11
ENSDARG00000101829,si:dkey-16b10
ENSDARG00000112649,BX629340.2
ENSDARG00000092471,si:dkey-7j22
ENSDARG00000092241,znf1009
ENSDARG00000105067,znf1043
ENSDARG00000114636,BX248124.4
ENSDARG00000040266,sox19b
ENSDARG00000086173,relb
ENSDARG00000040080,fli1b
ENSDARG00000095651,hmx1
ENSDARG00000077897,znf296
ENSDARG00000051729,nfatc3b
ENSDARG00000101562,znf1014
ENSDARG00000089947,BX005085.1
ENSDARG00000005846,FO704755.1
ENSDARG00000092346,nfil3-4
ENSDARG00000022905,znf1163
ENSDARG00000100001,znf1096
ENSDARG00000114287,ar
ENSDARG00000115477,BX004880.6
ENSDARG00000103980,ets2
ENSDARG00000099618,si:dkey-1b17
ENSDARG00000090740,zmp:0000001003
ENSDARG00000068417,foxl2b
ENSDARG00000075330,phox2ba
ENSDARG00000056995,snai1a
ENSDARG00000016858,smad7
ENSDARG00000040926,nr2f2
ENSDARG00000037782,sox8b
ENSDARG00000112571,BX255917.2
ENSDARG00000099345,si:rp71-1d10
ENSDARG00000112663,hoxb1b
ENSDARG00000054879,six3b
ENSDARG00000117064,BX511211.1
ENSDARG00000052115,ehf
ENSDARG00000063563,creb3l2
ENSDARG00000025226,znf668
ENSDARG00000022295,hnf1bb
ENSDARG00000006288,prdm5
ENSDARG00000110548,FP236157.5
ENSDARG00000104144,si:dkey-68o6
ENSDARG00000093999,si:ch73-376l24
ENSDARG00000057652,dbpb
ENSDARG00000029766,nr1i2
ENSDARG00000068407,six9
ENSDARG00000062801,erfl3
ENSDARG00000056226,creb3l3a
ENSDARG00000110381,BX572630.4
ENSDARG00000097152,si:dkey-7i4
ENSDARG00000013251,hsf4
ENSDARG00000031337,hoxa10b
ENSDARG00000070059,si:ch211-262i1
ENSDARG00000098231,HHEX
ENSDARG00000024598,homezb
ENSDARG00000100761,BX293993.1
ENSDARG00000113011,zgc:113102
ENSDARG00000100947,mafk
ENSDARG00000036254,hoxa13b
ENSDARG00000110150,CR392346.1
ENSDARG00000116625,znf1141
ENSDARG00000017078,mespaa
ENSDARG00000017007,nr4a2a
ENSDARG00000089107,mlxipl
ENSDARG00000038812,e2f5
ENSDARG00000103477,si:ch211-255f4
ENSDARG00000022569,nkx6
ENSDARG00000035116,CR925780.1
ENSDARG00000020176,zbtb22a
ENSDARG00000063672,zmp:0000000711
ENSDARG00000054957,znf1015
ENSDARG00000015793,creb3l1
ENSDARG00000074502,zmiz1a
ENSDARG00000087195,rorc
ENSDARG00000109549,BX548026.1
ENSDARG00000070809,znf516
ENSDARG00000098362,CABZ01081747.1
ENSDARG00000099945,CU467646.4
ENSDARG00000031434,rcor1
ENSDARG00000110745,znf994
ENSDARG00000092809,hoxc9a
ENSDARG00000042563,mis18bp1
ENSDARG00000003293,sox9a
ENSDARG00000038386,ascl1a
ENSDARG00000102839,si:ch211-211k8
ENSDARG00000029722,hmgb2a
ENSDARG00000014775,zgc:113220
ENSDARG00000077467,sox10
ENSDARG00000111842,AL953886.3
ENSDARG00000104807,si:ch73-221f6
ENSDARG00000004757,ybx1
ENSDARG00000043322,gsx2
ENSDARG00000045660,hic1l
ENSDARG00000004588,sox4a
ENSDARG00000008886,msx1b
ENSDARG00000102279,zmiz1b
ENSDARG00000038205,her2
ENSDARG00000002006,rxrbb
ENSDARG00000095350,si:dkey-4c15
ENSDARG00000029544,id2b
ENSDARG00000102959,zgc:171220
ENSDARG00000095617,znf1157
ENSDARG00000094309,si:ch73-92e7
ENSDARG00000115148,CR792423.8
ENSDARG00000110106,si:dkey-20i20
ENSDARG00000006003,mycla
ENSDARG00000031161,nr1d4a
ENSDARG00000097808,si:dkey-77f5
ENSDARG00000117163,znf1114
ENSDARG00000114324,CR381633.1
ENSDARG00000112043,znf1091
ENSDARG00000115109,CU207253.1
ENSDARG00000101891,arid1ab
ENSDARG00000037475,foxb2
ENSDARG00000013125,dlx1a
ENSDARG00000109202,BX324216.3
ENSDARG00000113490,CU929568.4
ENSDARG00000098745,tfec
ENSDARG00000109532,BX323878.1
ENSDARG00000017615,tlx3b
ENSDARG00000098196,znf1077
ENSDARG00000062268,jarid2b
ENSDARG00000070845,si:dkey-56d12
ENSDARG00000105781,zgc:171727
ENSDARG00000079222,zgc:174315
ENSDARG00000101508,nr6a1a
ENSDARG00000097863,si:dkeyp-84f3
ENSDARG00000000796,nr4a1
ENSDARG00000115513,CR388021.1
ENSDARG00000101926,zgc:101130
ENSDARG00000037178,zic2b
ENSDARG00000056015,hoxb13a
ENSDARG00000100197,OVOL3
ENSDARG00000062361,PAXBP1
ENSDARG00000035732,arntl1b
ENSDARG00000092327,si:dkeyp-2e4
ENSDARG00000117079,CR848674.1
ENSDARG00000115230,alx1
ENSDARG00000088507,znf982
ENSDARG00000070939,znf740a
ENSDARG00000115593,CR847895.1
ENSDARG00000006939,tbx6l
ENSDARG00000070353,hoxc13a
ENSDARG00000045681,irf5
ENSDARG00000000018,nrf1
ENSDARG00000098604,si:dkey-14o6
ENSDARG00000114642,CR318628.2
ENSDARG00000005453,foxp2
ENSDARG00000115737,AL954741.4
ENSDARG00000098281,si:dkey-237m9
ENSDARG00000070348,hoxc10a
ENSDARG00000076120,foxp4
ENSDARG00000096210,znf1050
ENSDARG00000016454,esr2a
ENSDARG00000090769,si:dkey-51d8
ENSDARG00000017121,mafba
ENSDARG00000109211,znf979
ENSDARG00000113373,CR456682.2
ENSDARG00000061509,tbx3b
ENSDARG00000037964,lhx2a
ENSDARG00000087074,znf574
ENSDARG00000094443,znf1036
ENSDARG00000112408,BX005395.2
ENSDARG00000094343,si:dkey-20i20
ENSDARG00000090721,prdm2a
ENSDARG00000057649,satb1a
ENSDARG00000113160,BX255951.1
ENSDARG00000003251,zbtb22b
ENSDARG00000088123,znf217
ENSDARG00000062420,nfia
ENSDARG00000098389,znf1015
ENSDARG00000102581,si:dkeyp-44b5
ENSDARG00000092027,si:dkey-20i20
ENSDARG00000017107,nr2e1
ENSDARG00000109690,BX928740.1
ENSDARG00000111583,LO018550.2
ENSDARG00000115937,AL772209.1
ENSDARG00000078676,myrf
ENSDARG00000099002,creb5a
ENSDARG00000036816,pou2f2a
ENSDARG00000070954,hmx2
ENSDARG00000018025,tbx2a
ENSDARG00000012435,spic
ENSDARG00000069989,bnc2
ENSDARG00000006514,her6
ENSDARG00000033971,prrx1a
ENSDARG00000057231,rorca
ENSDARG00000087544,BX510934.1
ENSDARG00000059370,nr1d4b
ENSDARG00000053800,si:ch211-276c2
ENSDARG00000111379,pax10
ENSDARG00000023903,atf2
ENSDARG00000104773,junbb
ENSDARG00000038306,tsc22d1
ENSDARG00000036542,pknox1
ENSDARG00000098811,LO018021.1
ENSDARG00000114542,AL953901.3
ENSDARG00000020872,nfat5a
ENSDARG00000053129,carhsp1
ENSDARG00000061836,nfixb
ENSDARG00000007184,zbtb16a
ENSDARG00000114172,znf996
ENSDARG00000025891,shox
ENSDARG00000100940,nr5a2
ENSDARG00000110204,isl1l
ENSDARG00000116242,CR392367.3
ENSDARG00000052618,ahrrb
ENSDARG00000011696,esrrgb
ENSDARG00000014480,nr6a1b
ENSDARG00000008906,si:ch211-241e1
ENSDARG00000011818,batf
ENSDARG00000011785,tbx6
ENSDARG00000068976,bsx
ENSDARG00000053263,zgc:113372
ENSDARG00000113351,BX000702.3
ENSDARG00000020417,emx3
ENSDARG00000014321,en1a
ENSDARG00000035290,dmrt3a
ENSDARG00000063153,bcl11ab
ENSDARG00000013533,hoxb4a
ENSDARG00000033160,nr1d1
ENSDARG00000101756,im:7141269
ENSDARG00000070107,six7
ENSDARG00000031664,sox21a
ENSDARG00000025032,nr3c1
ENSDARG00000098439,nr1h3
ENSDARG00000057859,hoxd10a
ENSDARG00000008247,vezf1a
ENSDARG00000035066,ubtf
ENSDARG00000116819,CR847495.2
ENSDARG00000091025,znf985
ENSDARG00000112145,znf1174
ENSDARG00000000966,ncor2
ENSDARG00000102884,si:ch211-145h19
ENSDARG00000097134,si:dkey-7i4
ENSDARG00000040237,mef2d
ENSDARG00000035680,zgc:113424
ENSDARG00000071469,znf618
ENSDARG00000092605,znf1003
ENSDARG00000075417,zgc:175107
ENSDARG00000110433,znf997
ENSDARG00000110991,zgc:158366
ENSDARG00000076512,si:ch211-265g22
ENSDARG00000101223,si:ch211-229l10
ENSDARG00000021032,foxd3
ENSDARG00000043923,sox9b
ENSDARG00000019774,zhx3
ENSDARG00000091869,zgc:162958
ENSDARG00000030347,mespba
ENSDARG00000102033,zgc:193790
ENSDARG00000112811,CZQB01141835.1
ENSDARG00000058342,grhl2a
ENSDARG00000098424,CABZ01079241.1
ENSDARG00000015902,stat6
ENSDARG00000062165,tub
ENSDARG00000026599,en2a
ENSDARG00000114437,zgc:173705
ENSDARG00000077946,smarcc2
ENSDARG00000116861,BX572646.2
ENSDARG00000095135,si:ch73-266f23
ENSDARG00000052511,lin28b
ENSDARG00000113129,CR848813.2
ENSDARG00000098991,znf1095
ENSDARG00000098142,CR391944.1
ENSDARG00000104888,si:dkey-28i19
ENSDARG00000101628,ascl1b
ENSDARG00000096828,si:ch73-144d13
ENSDARG00000099743,zgc:113019
ENSDARG00000113174,BX001014.4
ENSDARG00000109251,si:dkey-4e4
ENSDARG00000053650,foxb1b
ENSDARG00000111589,BX294188.3
ENSDARG00000099427,nkx1.2lb
ENSDARG00000027933,glis1b
ENSDARG00000061030,vezf1b
ENSDARG00000099917,znf1005
ENSDARG00000116922,BX928757.1
ENSDARG00000031307,zic4
ENSDARG00000104041,CR388132.2
ENSDARG00000111395,BX005335.2
ENSDARG00000094426,her4
ENSDARG00000104208,zgc:172128
ENSDARG00000079964,dlx2a
ENSDARG00000092160,ferd3l
ENSDARG00000103405,znf1102
ENSDARG00000102631,hoxc11b
ENSDARG00000021163,thrb
ENSDARG00000059263,hoxd12a
ENSDARG00000102154,si:dkey-262g12
ENSDARG00000089032,si:ch211-154o6
ENSDARG00000114487,BX936450.3
ENSDARG00000077431,usf3
ENSDARG00000097086,si:dkey-172k15
ENSDARG00000104858,znf740a
ENSDARG00000029764,mef2ca
ENSDARG00000035887,zgc:91944
ENSDARG00000019293,tfdp1a
ENSDARG00000061810,si:dkey-110c1
ENSDARG00000105301,sox8a
ENSDARG00000104485,si:ch1073-224n8
ENSDARG00000105295,LO017784.1
ENSDARG00000073915,znf1085
ENSDARG00000059267,hoxd11a
ENSDARG00000008119,si:ch211-195d17
ENSDARG00000080016,si:cabz01032454
ENSDARG00000103441,znf1060
ENSDARG00000112354,zic2b
ENSDARG00000096575,si:dkey-182i3
ENSDARG00000055106,znf148
ENSDARG00000055398,foxc1b
ENSDARG00000007241,mycb
ENSDARG00000116023,CR318589.2
ENSDARG00000009550,foxi3b
ENSDARG00000069726,glis3
ENSDARG00000069196,ebf1b
ENSDARG00000101946,si:dkey-92j16
ENSDARG00000078266,twist2
ENSDARG00000044301,atf1
ENSDARG00000029830,myf6
ENSDARG00000015064,esrrd
ENSDARG00000055588,stat5b
ENSDARG00000061774,mbd3a
ENSDARG00000007413,arid2
ENSDARG00000112821,BX890597.3
ENSDARG00000073857,klf7a
ENSDARG00000089368,hopx
ENSDARG00000028148,pax2a
ENSDARG00000101106,si:ch73-109d9
ENSDARG00000008540,sox21b
ENSDARG00000099048,znf1070
ENSDARG00000005586,zbtb20
ENSDARG00000113441,klf2a
ENSDARG00000100478,CABZ01117619.1
ENSDARG00000115564,si:ch211-271g18
ENSDARG00000059276,hoxd4a
ENSDARG00000105261,nfkb1
ENSDARG00000112252,zgc:171506
ENSDARG00000056541,nr0b1
ENSDARG00000088820,FP326649.1
ENSDARG00000062338,zeb2a
ENSDARG00000105019,znf1065
ENSDARG00000086449,znf1055
ENSDARG00000059020,thap1
ENSDARG00000036073,cebpg
ENSDARG00000044685,nr0b2a
ENSDARG00000053209,smad6a
ENSDARG00000115326,znf1002
ENSDARG00000071560,dlx4b
ENSDARG00000111043,FO681288.3
ENSDARG00000014218,mecp2
ENSDARG00000094308,si:dkey-247i3
ENSDARG00000044511,etv5b
ENSDARG00000098901,CABZ01002768.1
ENSDARG00000090387,onecut2
ENSDARG00000061373,znf142
ENSDARG00000097627,si:dkey-7i4
ENSDARG00000054984,zbtb41
ENSDARG00000008131,sox1b
ENSDARG00000104566,foxi1
ENSDARG00000101096,cebp1
ENSDARG00000014091,osr1
ENSDARG00000115859,stat6
ENSDARG00000111273,BX284691.2
ENSDARG00000092508,si:ch73-376l24
ENSDARG00000091679,FO704858.1
ENSDARG00000101524,znf1080
ENSDARG00000088961,CR356227.1
ENSDARG00000045695,myca
ENSDARG00000024844,max
ENSDARG00000071565,hnf4g
ENSDARG00000088915,si:ch211-241n15
ENSDARG00000071467,zbtb33
ENSDARG00000005186,sp4
ENSDARG00000038006,osr2
ENSDARG00000102389,ved
ENSDARG00000007349,dmrt1
ENSDARG00000023217,crema
ENSDARG00000104074,znf1052
ENSDARG00000086362,pou6f2
ENSDARG00000013031,mta2
ENSDARG00000058008,six3a
ENSDARG00000070338,hoxc4a
ENSDARG00000100087,evx1
ENSDARG00000017195,foxf2a
ENSDARG00000116723,BX470259.5
ENSDARG00000100653,si:dkeyp-82b4
ENSDARG00000037639,nkx3
ENSDARG00000109908,si:ch211-154o6
ENSDARG00000056438,her9
ENSDARG00000042492,si:dkey-250d21
ENSDARG00000062445,pias1b
ENSDARG00000008861,tfap2e
ENSDARG00000038429,csrnp1b
ENSDARG00000093143,znf1010
ENSDARG00000005150,tbx20
ENSDARG00000019646,twist3
ENSDARG00000071497,zic3
ENSDARG00000098324,si:cabz01054394
ENSDARG00000114108,BX005085.5
ENSDARG00000089503,si:ch73-367f21
ENSDARG00000068168,hes2
ENSDARG00000111963,AL935304.4
ENSDARG00000030616,nfe2l1a
ENSDARG00000042577,batf3
ENSDARG00000039701,emx2
ENSDARG00000025847,sox12
ENSDARG00000037891,mlx
ENSDARG00000113067,AL954322.4
ENSDARG00000062231,znf362b
ENSDARG00000069869,zgc:113030
ENSDARG00000102339,si:dkey-5n7
ENSDARG00000057737,rxraa
ENSDARG00000052695,nr2f1a
ENSDARG00000105713,CU570689.2
ENSDARG00000056030,hoxb7a
ENSDARG00000112541,znf1093
ENSDARG00000116556,im:7142702
ENSDARG00000096026,si:dkey-4e4
ENSDARG00000111231,AL844847.3
ENSDARG00000040046,snai2
ENSDARG00000036043,znf408
ENSDARG00000116769,LO018191.1
ENSDARG00000037192,zgc:113364
ENSDARG00000113841,AL844172.1
ENSDARG00000112509,BX548053.1
ENSDARG00000094612,si:dkey-262g12
ENSDARG00000044356,tp63
ENSDARG00000037760,uncx4
ENSDARG00000042291,dlx6a
ENSDARG00000026453,zgc:66474
ENSDARG00000063056,tulp4b
ENSDARG00000114187,BX927212.1
ENSDARG00000113141,znf1018
ENSDARG00000016154,zfp36l1a
ENSDARG00000002216,tbx3a
ENSDARG00000116181,znf1119
ENSDARG00000014825,si:dkeyp-69b9
ENSDARG00000025187,six6a
ENSDARG00000040955,dharma
ENSDARG00000060529,nkx6
ENSDARG00000109466,si:dkeyp-77c4
ENSDARG00000030125,sox7
ENSDARG00000055798,heyl
ENSDARG00000087094,foxa
ENSDARG00000004023,isl1
ENSDARG00000102800,CABZ01081752.2
ENSDARG00000036855,plagx
ENSDARG00000056012,eve1
ENSDARG00000113468,dbx1b
ENSDARG00000111716,si:ch211-162i8
ENSDARG00000041072,mier1a
ENSDARG00000103648,znf536
ENSDARG00000076584,patz1
ENSDARG00000112141,znf1169
ENSDARG00000059327,gata2a
ENSDARG00000068365,lmx1bb
ENSDARG00000109542,BX649598.1
ENSDARG00000095170,lrrfip1b
ENSDARG00000007812,sp3b
ENSDARG00000099670,znf1074
ENSDARG00000111061,AL929010.1
ENSDARG00000040253,onecutl
ENSDARG00000101710,arid1aa
ENSDARG00000100335,znf1104
ENSDARG00000106565,CABZ01066720.1
ENSDARG00000023316,sim1a
ENSDARG00000100401,CABZ01067175.1
ENSDARG00000025824,dmtf1
ENSDARG00000061174,znf740b
ENSDARG00000115999,arnt
ENSDARG00000111614,si:ch211-255f4
ENSDARG00000100686,si:ch211-241b2
ENSDARG00000007941,hmx4
ENSDARG00000095455,si:dkey-20i20
ENSDARG00000114890,mespaa
ENSDARG00000116714,CR812847.6
ENSDARG00000067729,arid3c
ENSDARG00000100244,ebf3a
ENSDARG00000059255,evx2
ENSDARG00000095007,sinhcafl
ENSDARG00000041098,barx2
ENSDARG00000003732,mitfa
ENSDARG00000016994,ssrp1b
ENSDARG00000020884,gli2b
ENSDARG00000113769,znf1139
ENSDARG00000042027,prrx1b
ENSDARG00000058004,six2a
ENSDARG00000114558,si:dkey-233e3
ENSDARG00000007891,meox1
ENSDARG00000011635,scxb
ENSDARG00000104361,barhl2
ENSDARG00000110003,BX005085.4
ENSDARG00000034956,myclb
ENSDARG00000111969,FQ377628.2
ENSDARG00000056027,hoxb8a
ENSDARG00000100329,znf1056
ENSDARG00000034785,dachb
ENSDARG00000096797,si:ch73-127m5
ENSDARG00000100112,znf1118
ENSDARG00000100486,foxo6a
ENSDARG00000017366,prdm4
ENSDARG00000011703,clocka
ENSDARG00000070843,arid3a
ENSDARG00000013492,zbtb34
ENSDARG00000079738,znf219
ENSDARG00000011609,si:ch211-262e15
ENSDARG00000045661,irf7
ENSDARG00000090836,si:ch211-191d2
ENSDARG00000057328,cth1
ENSDARG00000110185,myclb
ENSDARG00000020926,creb3l3l
ENSDARG00000115588,si:dkeyp-82b4
ENSDARG00000006615,hnf1ba
ENSDARG00000028949,ZBTB26
ENSDARG00000110682,CR392332.1
ENSDARG00000115723,CR385085.1
ENSDARG00000110442,zgc:158234
ENSDARG00000105053,CABZ01093502.1
ENSDARG00000078210,tulp1b
ENSDARG00000006560,irf4a
ENSDARG00000104307,hoxa1a
ENSDARG00000004594,znf800a
ENSDARG00000112781,BX908387.2
ENSDARG00000031709,mllt1b
ENSDARG00000103375,si:ch211-161m3
ENSDARG00000101817,BX649521.1
ENSDARG00000038243,e4f1
ENSDARG00000054304,homeza
ENSDARG00000013794,klf11b
ENSDARG00000074346,l3mbtl1b
ENSDARG00000114724,BX890624.3
ENSDARG00000038868,en2b
ENSDARG00000076255,znf1084
ENSDARG00000116177,znf1127
ENSDARG00000077852,samd11
ENSDARG00000098958,znf1100
ENSDARG00000036168,nfatc1
ENSDARG00000036569,bach2a
ENSDARG00000076920,ZNF335
ENSDARG00000093713,si:dkey-256i11
ENSDARG00000100163,tox4b
ENSDARG00000061110,zbtb44
ENSDARG00000042296,dlx5a
ENSDARG00000079741,CSRNP3
ENSDARG00000069912,hmga2
ENSDARG00000042477,nr2c2
ENSDARG00000010270,fezf1
ENSDARG00000116839,pbrm1l
ENSDARG00000032317,tox
ENSDARG00000111418,BX908765.2
ENSDARG00000114024,BX927365.2
ENSDARG00000098867,PRDM15
ENSDARG00000104815,lmx1ba
ENSDARG00000057586,sall3b
ENSDARG00000013575,rfx2
ENSDARG00000113654,CU861574.1
ENSDARG00000069715,foxi2
ENSDARG00000115617,CR932000.2
ENSDARG00000100985,zbtb7c
ENSDARG00000104082,trps1
ENSDARG00000103471,si:dkey-199m13
ENSDARG00000103751,si:dkey-262g12
ENSDARG00000090679,si:ch211-79k12
ENSDARG00000105728,si:ch73-266f23
ENSDARG00000104038,znf1023
ENSDARG00000092359,si:dkeyp-113d7
ENSDARG00000008278,rcor2
ENSDARG00000110589,CU929568.3
ENSDARG00000092088,si:dkey-4c15
ENSDARG00000043973,znf292b
ENSDARG00000100587,si:ch211-235i11
ENSDARG00000055502,cicb
ENSDARG00000060900,znf362a
ENSDARG00000114971,BX571708.1
ENSDARG00000044155,mafaa
ENSDARG00000063555,si:ch211-166g5
ENSDARG00000114894,znf1026
ENSDARG00000075670,rereb
ENSDARG00000044038,zbtb2a
ENSDARG00000003769,tada2b
