Gene1	Gene2	EdgeWeight
g18	g59	0.047326755555269995
g1	g6	0.047307572112669324
g56	g63	0.04721067077870714
g33	g0	0.04712390483293543
g9	g8	0.04663576442441075
g43	g50	0.046366990565226564
g36	g13	0.046160064289118605
g41	g37	0.045808399531422066
g55	g48	0.04568768976348488
g1	g7	0.04543194843823368
g34	g28	0.04526703445954522
g18	g46	0.04504223530501508
g46	g52	0.04504132817835621
g17	g16	0.04501793482465894
g6	g34	0.04497237172690892
g13	g25	0.04487369946153952
g47	g59	0.04472995994713429
g11	g59	0.044617674270617885
g3	g5	0.04445478067716451
g8	g61	0.04442905522831822
g39	g33	0.044328764896821325
g59	g57	0.04429706917364035
g14	g29	0.044265351757885534
g59	g48	0.04419199544577628
g21	g9	0.04415949607118296
g18	g36	0.04390784313266205
g59	g20	0.04347397545462023
g48	g8	0.0433055659224721
g18	g29	0.043223395630796434
g31	g12	0.042905165722577035
g18	g10	0.04279922577809416
g22	g57	0.042760713492287945
g6	g43	0.042590338664417915
g2	g43	0.04243725636822319
g4	g49	0.042329679624471934
g14	g38	0.04224376749548379
g20	g11	0.04205472699127803
g3	g64	0.041949896417338296
g41	g51	0.04186838579127895
g36	g52	0.041723467741112664
g41	g22	0.041618167029812435
g11	g31	0.04158995236398465
g12	g44	0.04153998265669128
g1	g19	0.041502233683537865
g50	g7	0.04129947867851598
g22	g40	0.04124976366617817
g19	g6	0.041182761618553256
g8	g9	0.04113073150736598
g18	g25	0.04095468979187071
g36	g18	0.04094159042853508
g21	g8	0.04079165698201175
g46	g13	0.04071155005876542
g34	g24	0.0402500566455566
g45	g5	0.04024867006511668
g53	g57	0.04024759790021728
g34	g60	0.04024336165003234
g13	g37	0.04007958737374216
g18	g11	0.04006872847951784
g2	g4	0.040030746786646185
g8	g21	0.03998189689632031
g41	g12	0.03994816596116562
g30	g4	0.03976073362295995
g19	g43	0.03975970380655931
g30	g26	0.039720884037986265
g41	g20	0.03961361796330831
g63	g50	0.03949677386886663
g47	g37	0.039065853624762364
g6	g63	0.03902190833242436
g14	g51	0.03901977335301205
g20	g9	0.03884990364481375
g43	g1	0.03850108675860256
g20	g40	0.03843595069701315
g6	g19	0.0383250704390938
g9	g11	0.038313921666049376
g6	g1	0.03826799764854707
g38	g34	0.03816969200006324
g31	g22	0.038143811351811135
g59	g22	0.038133357996273314
g22	g44	0.038045771839262485
g56	g50	0.037956110397154484
g17	g41	0.037826295320652514
g56	g26	0.03782264974663772
g41	g17	0.037410718502263185
g20	g44	0.0374042796180379
g20	g10	0.03740297784008026
g11	g57	0.03739883514762028
g1	g5	0.0372745656001726
g12	g9	0.0370470652589974
g50	g19	0.03703615447946098
g9	g31	0.036954314260164565
g31	g20	0.03680288406825831
g48	g61	0.03677850954073667
g17	g62	0.036675276332214124
g11	g16	0.036641270157298886
g27	g58	0.036584566287017804
g20	g14	0.036547973316051814
g13	g29	0.03649483275882722
g40	g8	0.03641326953254025
g63	g6	0.036340766959098825
g13	g31	0.03634036224391581
g41	g52	0.03631530187710248
g36	g47	0.03623010751047973
g46	g38	0.03620399184988776
g31	g29	0.036089679383171834
g40	g9	0.03601736792022027
g17	g13	0.03601549453595716
g36	g38	0.03600179504677155
g55	g15	0.035950297605987384
g20	g62	0.035925376269036136
g41	g38	0.035918436444679916
g22	g41	0.03569192437567043
g48	g7	0.035635339289420816
g61	g48	0.03549360864427183
g18	g51	0.0353243749253781
g10	g44	0.03519025870800147
g14	g20	0.03505268994844672
g17	g5	0.034990644800167926
g3	g33	0.034914967348370886
g22	g62	0.03473966213496694
g14	g22	0.03469673854260147
g18	g62	0.034510611970302904
g31	g26	0.034474579676252295
g12	g62	0.034446400255195735
g14	g52	0.03440432165948802
g50	g26	0.034285044684888584
g48	g55	0.034273437713298965
g28	g34	0.034228097729062434
g50	g54	0.03422564232024563
g13	g62	0.03413343026358488
g8	g43	0.033925668358541966
g7	g63	0.03378623638860554
g5	g39	0.03378483681942068
g43	g8	0.03375742957908269
g21	g40	0.033752114254476384
g20	g41	0.03374658585673776
g40	g44	0.033741312999009954
g61	g50	0.03367859325091692
g8	g19	0.033621931563557896
g7	g50	0.03361256407686787
g47	g16	0.03361208344849246
g47	g11	0.03351299041477919
g12	g16	0.033448144511759786
g24	g34	0.03334216126275947
g59	g9	0.033280346983857886
g59	g8	0.033255995675494684
g12	g53	0.03323870726746087
g6	g7	0.03312134657541494
g4	g58	0.033109001242972926
g44	g54	0.03305580168998008
g13	g51	0.032971920610006485
g21	g15	0.032918501619843075
g0	g33	0.032802354873361306
g12	g57	0.032776512981661225
g4	g35	0.032740396974897425
g10	g57	0.032701139261220945
g7	g43	0.032658611515998824
g31	g16	0.0326112872225065
g22	g53	0.0325596727208932
g7	g6	0.032547756320596505
g47	g57	0.03242840720040198
g1	g15	0.032370039792118166
g45	g58	0.03230328786937558
g41	g40	0.03225553200203565
g22	g25	0.03218458446898316
g47	g29	0.03204082083338883
g40	g15	0.03197958601948173
g22	g9	0.0319208997572167
g30	g50	0.031919082530576
g21	g61	0.03179117464917907
g13	g16	0.03177810949777076
g36	g51	0.031777024223947
g2	g26	0.031742354989195296
g41	g7	0.03159447201971068
g48	g63	0.03139518019375319
g63	g23	0.03138004093958597
g10	g9	0.03133347463107162
g47	g31	0.031314323137758907
g10	g53	0.031199941677817988
g57	g53	0.03114785107176848
g20	g16	0.03111853913058585
g41	g25	0.031090904039544093
g2	g7	0.031090169187622013
g2	g63	0.031089373965511664
g19	g24	0.03105794108324747
g7	g48	0.030950532427865125
g13	g11	0.03087722502294217
g46	g47	0.030800775670614518
g31	g8	0.030782325076993237
g9	g15	0.030723771084719544
g46	g18	0.030711440150044664
g43	g48	0.030648681228202003
g12	g41	0.030565829097500805
g40	g26	0.03054305272226428
g20	g57	0.03050343884256094
g17	g54	0.030456905617551336
g55	g61	0.030428031040668494
g17	g14	0.03042559945102212
g8	g7	0.030421614776472164
g4	g30	0.030421261140656925
g56	g64	0.03041204329678003
g14	g12	0.030374906127625532
g63	g7	0.03034936000902685
g8	g6	0.03021179046302045
g14	g17	0.03020963464169463
g13	g10	0.030209154632803912
g28	g54	0.030068226355763318
g38	g5	0.03006534519622067
g59	g55	0.030062193275379723
g17	g44	0.03004705295248006
g30	g6	0.03004659856353518
g59	g12	0.029769549762401724
g56	g6	0.029754525343014693
g61	g8	0.02972222973422414
g50	g2	0.02951409531069339
g2	g19	0.029409675064917068
g11	g53	0.029339440876875438
g14	g54	0.02932095418330713
g22	g55	0.029228693141988726
g63	g1	0.02913870458965149
g6	g2	0.02903739735226995
g50	g62	0.02902387386865932
g63	g48	0.02896339895113856
g19	g61	0.02889550964362635
g64	g45	0.028849639999820282
g18	g16	0.028740560464894087
g39	g58	0.028709694933059218
g7	g19	0.02863053972548073
g56	g43	0.028591175083976333
g61	g43	0.02850174236528108
g12	g25	0.028495071637331136
g10	g21	0.02849214764774975
g17	g36	0.028486764008714707
g30	g43	0.02846298123994272
g20	g25	0.028447789513047682
g59	g17	0.028437228797408606
g1	g48	0.028433154281401207
g8	g63	0.028391446417762294
g64	g3	0.028327588315994013
g47	g51	0.028321604417425518
g30	g5	0.02831883669348685
g48	g50	0.0282784264787957
g10	g55	0.02823765423147549
g47	g10	0.028234908517001462
g61	g63	0.02819341043911352
g50	g48	0.02804682266960186
g21	g26	0.02794696611831362
g39	g49	0.02788803943236959
g13	g7	0.027866079111801192
g58	g27	0.02777457320572805
g31	g61	0.027755659424879675
g15	g27	0.02770889617073329
g9	g44	0.027708179013016632
g9	g26	0.027698867042446826
g12	g15	0.02769443970899444
g11	g44	0.027551068636611383
g20	g29	0.027516164669055584
g4	g56	0.02746557614093389
g59	g26	0.027450187163440262
g12	g46	0.027443818293919627
g19	g55	0.027434593626462053
g22	g29	0.0273148942845264
g31	g17	0.02728636687218324
g5	g35	0.027210274138749192
g26	g50	0.02718477916643557
g59	g29	0.027081792121067497
g31	g13	0.027041460290870102
g39	g35	0.027022286709137863
g40	g61	0.02696153017386214
g14	g7	0.026865904957762397
g13	g52	0.02675622951217003
g60	g34	0.02665903766401304
g52	g46	0.026633390011405158
g17	g29	0.026617162506303988
g2	g64	0.02660174015010861
g10	g8	0.02641310438329296
g3	g35	0.026359976590852784
g41	g10	0.026327136520938724
g4	g2	0.026303384041872924
g27	g32	0.026302331112242845
g12	g14	0.026283328768672003
g59	g15	0.026280654035721798
g14	g25	0.02626949444729852
g20	g37	0.02625098865339456
g55	g40	0.02621465213739861
g32	g42	0.02616110052920609
g17	g25	0.0261509765037757
g30	g48	0.02609401307709559
g8	g15	0.026072898785175474
g11	g42	0.026061573484445315
g20	g36	0.02606098202255061
g12	g21	0.026032490803944118
g62	g54	0.02603195357866356
g49	g4	0.026019133765047744
g52	g36	0.02601344851224481
g45	g35	0.02596735409600532
g22	g14	0.025949294873182583
g3	g1	0.02591727502496509
g59	g16	0.025767438666043037
g19	g50	0.02576372275734444
g1	g61	0.025751218615113862
g10	g15	0.025701775202301214
g17	g53	0.025663221890010728
g47	g53	0.02566083058688624
g61	g34	0.02565630212878893
g5	g38	0.025654263779337067
g61	g1	0.025577427513131603
g64	g39	0.025550267288135697
g50	g15	0.025490402780265247
g48	g19	0.025465382331311726
g48	g43	0.025462965180840604
g45	g49	0.02544130874126453
g57	g34	0.025421295233761743
g22	g48	0.025372319026087137
g40	g19	0.02531780519184399
g16	g34	0.025293101076194414
g30	g63	0.025272554361450792
g5	g42	0.025198603540447458
g18	g55	0.02517944492741111
g9	g61	0.025042483635536246
g5	g45	0.02500244398409962
g9	g48	0.02495138094791216
g2	g15	0.024873688998156486
g30	g64	0.02486367305385021
g10	g22	0.024837762282004832
g29	g34	0.024821227782948475
g1	g3	0.0248170275667947
g49	g42	0.024805520381705227
g17	g57	0.024754551804481398
g19	g7	0.02473821549357367
g4	g64	0.02472876882254855
g20	g46	0.0247273539485739
g19	g63	0.024695872095078543
g41	g31	0.024677270888624026
g22	g21	0.024609536129267674
g3	g49	0.024593585746939255
g11	g54	0.02457966025009596
g18	g44	0.024551640832604717
g45	g42	0.02454272956256412
g56	g5	0.024471400516386518
g11	g22	0.02445948245053281
g6	g32	0.024376704866671102
g15	g23	0.02433991120638977
g21	g59	0.024290567863566846
g16	g57	0.024271747942627226
g31	g6	0.02426417831661926
g15	g8	0.024234774620626343
g46	g51	0.02421554889854552
g13	g21	0.02416779092065747
g58	g4	0.02410091364206248
g37	g54	0.024100307702229096
g9	g40	0.024080558504954545
g56	g61	0.02405655129522484
g13	g40	0.02403878571326708
g40	g60	0.02402749645793705
g55	g26	0.02399968068747604
g31	g18	0.023901436655081616
g25	g0	0.023900201810732973
g17	g46	0.02388134150919881
g53	g44	0.023842445724625714
g6	g62	0.02380712287095553
g47	g52	0.02378105857637774
g33	g39	0.023725435045508312
g43	g61	0.02372316517714165
g17	g37	0.0236716247751776
g11	g17	0.0236390493417733
g21	g33	0.023638397222319748
g15	g6	0.023593062943817075
g19	g15	0.02355899785543661
g20	g53	0.023521207686797715
g5	g23	0.02351545969387244
g40	g6	0.02351353944839243
g31	g36	0.02348135705230986
g10	g12	0.02347100944250035
g22	g36	0.023419358475102445
g22	g37	0.023343304553009724
g19	g27	0.023280246977510424
g12	g36	0.023229047508521276
g12	g37	0.023202104187715927
g44	g38	0.023174056201425267
g63	g61	0.02314964266757264
g35	g58	0.023115984405994102
g9	g50	0.023086185600246837
g9	g10	0.023058098409995304
g41	g11	0.023019659413277237
g0	g23	0.02299623975224669
g50	g8	0.022982959331839803
g17	g52	0.022957937163319262
g42	g32	0.022843668777457145
g8	g50	0.02278111426137418
g53	g26	0.022723955657139253
g14	g11	0.02271394132196259
g6	g26	0.022689516682164373
g61	g7	0.02268312751389086
g9	g19	0.022680926988593596
g22	g46	0.02262901728781067
g1	g34	0.022616952972354075
g50	g28	0.02260367449570887
g39	g54	0.022598243279340773
g5	g34	0.022595318377150904
g60	g16	0.022589767871034283
g2	g34	0.022480944138550826
g5	g32	0.02241445825835189
g34	g5	0.02238108062588353
g17	g19	0.02237698651931612
g20	g55	0.0223489855786804
g31	g50	0.0223086153896852
g56	g35	0.02229477009671077
g37	g34	0.022275820004040846
g3	g43	0.02225764075262273
g26	g52	0.02224779655779328
g17	g64	0.02224460484561477
g30	g8	0.022200936473709517
g55	g53	0.022131788395492288
g44	g53	0.02212622344572069
g10	g17	0.022116618013172547
g63	g19	0.02209375206366172
g5	g49	0.022022234251889733
g15	g21	0.02200952794593506
g43	g49	0.0219514206622015
g56	g15	0.02193065747293291
g10	g6	0.021914393049216958
g7	g1	0.0218143561406331
g4	g54	0.021734052074804184
g54	g24	0.021682871284113545
g6	g8	0.02160130385578545
g18	g57	0.02159954608916198
g41	g62	0.0215809690005874
g30	g7	0.021554925230551684
g47	g55	0.02151697148657141
g30	g19	0.021514603774062592
g9	g43	0.02151356900947133
g13	g44	0.02150435467496505
g43	g54	0.021500665866737316
g40	g16	0.02145468944488263
g33	g45	0.02144768202464583
g17	g61	0.021443595264935174
g54	g23	0.021419289968947063
g14	g37	0.02126421393514621
g58	g24	0.021263507473720168
g40	g37	0.021256929645141358
g10	g26	0.021256081069366047
g61	g60	0.021227779848744584
g2	g35	0.021189146182061826
g4	g33	0.021181394979251096
g56	g33	0.02116146492295409
g18	g7	0.02114737161683159
g15	g34	0.021105877121438518
g23	g0	0.02109725089063221
g20	g24	0.021082543440762387
g15	g9	0.021073871264274138
g15	g55	0.021064271460879164
g10	g20	0.02105246658626669
g12	g8	0.02104652922153541
g10	g29	0.02101564956513076
g16	g28	0.021009706270773025
g28	g0	0.02100086543466324
g6	g15	0.021000551010129768
g8	g64	0.020972131496968
g50	g56	0.02096365118779429
g36	g20	0.020959389848833082
g19	g1	0.02088579157800013
g12	g29	0.020862191003728492
g13	g8	0.020797552470797863
g9	g63	0.0207735326829238
g59	g18	0.02071927225693989
g56	g34	0.020692591804190884
g55	g63	0.020666560774890142
g61	g21	0.020664601921333625
g48	g44	0.020638239102770985
g41	g29	0.0206331450817077
g33	g27	0.02062976968316428
g6	g35	0.02056302638596864
g49	g32	0.020531141410092626
g26	g34	0.020528285839911103
g20	g48	0.020521708197912627
g40	g42	0.020518972624201808
g59	g7	0.020479664943074856
g39	g1	0.02047533641164153
g4	g42	0.020449011744755115
g15	g38	0.020443721560231446
g5	g33	0.020411302504990243
g30	g35	0.02040152493820141
g40	g24	0.0203830851310422
g57	g62	0.02035884846713706
g17	g9	0.020331390278194483
g17	g21	0.020314527836152684
g59	g13	0.020291727180008656
g10	g48	0.02027477962010292
g61	g6	0.02025723801155201
g28	g60	0.02024320294848599
g21	g19	0.020231323345150883
g21	g7	0.02018299972618769
g40	g63	0.020158323271035405
g34	g1	0.02011598267431727
g45	g54	0.020075682329858496
g21	g63	0.02006558819250969
g59	g47	0.02005148415837801
g52	g5	0.02004859527759919
g2	g5	0.02003477189873706
g55	g6	0.02003471722732371
g2	g61	0.02002196559029032
g31	g7	0.019963909721477116
g25	g37	0.019955132027068098
g34	g33	0.0199483501580295
g43	g33	0.01992640311566005
g31	g47	0.01991255553539316
g32	g49	0.019899567985528197
g56	g7	0.01985367674948956
g36	g37	0.019853188112888328
g16	g60	0.01983986937519093
g19	g8	0.0198247648542531
g11	g20	0.01980653532927352
g28	g16	0.019795108039193203
g21	g10	0.01978919403030035
g10	g43	0.019766060383926826
g53	g54	0.019762799090060776
g11	g12	0.019737490026102603
g13	g53	0.01972837284181753
g26	g37	0.019691888327459568
g59	g61	0.01968256294955317
g30	g61	0.01967440929046418
g15	g51	0.019659499297605958
g8	g32	0.019647573040555377
g29	g52	0.01963499226498942
g41	g53	0.019619068812220863
g43	g21	0.019611989980273102
g35	g32	0.019591000237727262
g40	g50	0.01958550704864395
g5	g3	0.0195838420826986
g29	g37	0.019567531057980498
g56	g24	0.019565591079896062
g35	g4	0.01955050588362161
g31	g42	0.019540631463156637
g5	g6	0.019538578428258072
g51	g27	0.01953462618575409
g27	g60	0.019520395944852116
g40	g38	0.019503618295697744
g25	g38	0.019495118789683862
g18	g48	0.01949064875320798
g47	g40	0.019490628238792624
g14	g59	0.01946472347231815
g40	g1	0.019463116654366574
g48	g6	0.01945713337720069
g29	g0	0.019452244248665075
g64	g35	0.019428217031601927
g19	g23	0.01942679314815781
g45	g1	0.019423273968453426
g10	g47	0.019422989896790616
g61	g0	0.01939851915419585
g59	g37	0.019348850774275776
g60	g23	0.01933564118934106
g28	g58	0.01933265815286296
g30	g60	0.019325501847371952
g13	g24	0.019312874807985096
g6	g57	0.01927782471757854
g23	g60	0.019257587841784843
g61	g19	0.01923777612212953
g6	g60	0.019237719823574657
g31	g14	0.019199244709878327
g16	g38	0.01919052365582222
g7	g61	0.019152566363956985
g24	g27	0.019147831891643468
g3	g58	0.019144919439027352
g5	g58	0.019142005010669767
g1	g4	0.019133051134309118
g44	g24	0.01908137794944226
g18	g38	0.0190789895872364
g23	g28	0.01907621737172161
g22	g26	0.019022982867372255
g1	g39	0.019022032592210702
g31	g37	0.01901666427118784
g59	g62	0.019007324163167524
g34	g42	0.019004946421792308
g11	g41	0.01899388989735335
g32	g16	0.018979886058598457
g12	g52	0.018962962995050518
g30	g33	0.01893184428325623
g25	g51	0.018925216484486945
g45	g26	0.018907462751485943
g26	g33	0.0188996975417342
g47	g7	0.01888133110470729
g49	g33	0.018873507247586456
g39	g24	0.018870691601905628
g42	g60	0.018869555095236745
g43	g24	0.01886052766411269
g10	g54	0.01885949544074152
g58	g60	0.01885845453033656
g3	g32	0.018844935831007645
g57	g27	0.018842931518520286
g8	g1	0.018832990898567173
g4	g60	0.018796175264728654
g11	g18	0.01879548893529404
g20	g21	0.018789683893411825
g13	g38	0.01878958203851221
g15	g19	0.01878917271604653
g29	g57	0.01877562008161791
g62	g16	0.01877081310342079
g48	g59	0.01874405052319729
g11	g55	0.01872503406953853
g18	g40	0.01870441277168597
g33	g32	0.01869635328614861
g47	g19	0.01868954624121752
g58	g64	0.01868023289268814
g25	g23	0.018639096026357976
g18	g53	0.018627436118259767
g44	g0	0.01861274222761753
g6	g61	0.01859918562642187
g60	g28	0.018590076814385518
g56	g58	0.01858549031359765
g44	g42	0.018581290115879542
g59	g41	0.01858120763634338
g11	g14	0.018565203980297037
g2	g48	0.01855686112533984
g48	g10	0.018551978680116647
g43	g28	0.01853424873560988
g24	g35	0.018533543227678362
g42	g23	0.018527144978642718
g14	g62	0.01849984199620541
g8	g49	0.01849712754421156
g56	g62	0.01849290987795994
g15	g60	0.018491117318416742
g27	g64	0.018480374844596886
g26	g1	0.018465527498607425
g48	g33	0.01846022164123653
g6	g30	0.01845907904622997
g56	g60	0.018451432919290942
g33	g28	0.018429021966727445
g37	g29	0.01838876472699684
g28	g52	0.018351735610364163
g11	g62	0.018338655818275214
g42	g35	0.01832604479055894
g49	g58	0.018324127600534056
g30	g58	0.01830537840008977
g20	g35	0.018300531397130785
g38	g58	0.0182942553124024
g57	g32	0.018279317749418558
g27	g51	0.01827334144364314
g53	g49	0.018268737075538763
g63	g8	0.018261730112476
g22	g8	0.01826059271990989
g4	g0	0.0182418562887672
g17	g55	0.018239537035920347
g5	g0	0.01823592771124814
g2	g58	0.018225050448260283
g43	g27	0.01819931516538109
g21	g43	0.01819274143528713
g58	g35	0.018188582988055285
g29	g32	0.018187636954594875
g50	g21	0.018179630181832263
g15	g1	0.01817796622482285
g40	g28	0.018166781827386232
g13	g55	0.01815936075285384
g1	g45	0.01814910657276857
g18	g19	0.018148728107331803
g58	g49	0.01814266334827769
g33	g42	0.01814097616225364
g64	g27	0.018117692481065883
g19	g35	0.01811460691056628
g55	g33	0.01811011744900473
g39	g42	0.01806002663177069
g31	g24	0.01805908062761256
g33	g54	0.01803705158548564
g14	g31	0.018023349050634983
g24	g28	0.018023339580093545
g31	g43	0.018018559967935426
g31	g25	0.018018347006622085
g39	g26	0.018016204857858868
g10	g58	0.017994373022298955
g43	g15	0.017988242089766737
g41	g59	0.017974404758665383
g38	g46	0.017958223211082102
g25	g27	0.01791934900004621
g15	g63	0.017890413312013683
g6	g5	0.017888819542098616
g2	g28	0.017885366461792125
g58	g28	0.017861529421302168
g16	g25	0.017854844388287446
g44	g29	0.017852777107103326
g11	g36	0.017838464760286908
g11	g47	0.01783240010144111
g15	g43	0.017819255443133248
g56	g52	0.017813663101823318
g47	g44	0.017810238656564878
g37	g32	0.017810047351446427
g50	g49	0.01780901685464012
g61	g9	0.017802887641207094
g60	g27	0.017799118970343045
g1	g27	0.017796697824934357
g5	g52	0.017791826520090197
g48	g23	0.017770255057818846
g0	g28	0.017761210602276402
g59	g19	0.017750111520117753
g18	g52	0.017744032372081383
g28	g23	0.01774036869763085
g42	g49	0.01771224596357699
g56	g8	0.017690959616480446
g55	g50	0.017685572714128798
g12	g51	0.01768526799762795
g12	g7	0.017674550961435685
g32	g28	0.017652624839134226
g5	g37	0.017651161484098357
g27	g23	0.01763794641449726
g37	g42	0.017637058793706247
g27	g24	0.017632437010383983
g47	g38	0.017629243313115238
g41	g49	0.017612542633360304
g10	g18	0.017611289121060917
g52	g28	0.017606782802391353
g15	g50	0.017605043835527308
g32	g29	0.017589768378087258
g19	g48	0.01757853340301023
g24	g60	0.017575963783728783
g55	g43	0.017544221074304468
g51	g23	0.01753356023264649
g31	g27	0.01751732230706829
g53	g51	0.01750392348354942
g24	g19	0.017485252960124847
