TF	target	importance
g7	g48	0.017072637433563242
g62	g25	0.01706472254424892
g55	g32	0.017062566197034154
g14	g34	0.017044436704349786
g40	g59	0.01702363130503094
g50	g52	0.01701405950330294
g19	g24	0.017007172544720634
g63	g55	0.01700636976969416
g40	g53	0.016983651438696394
g31	g48	0.016973733624251475
g32	g28	0.016973251952333904
g34	g42	0.016973033553714264
g0	g23	0.016954281666897927
g33	g24	0.01693445323890143
g63	g32	0.01693336515177334
g26	g27	0.016925252195197155
g3	g35	0.01692091630639962
g6	g4	0.01690846075112639
g21	g25	0.016897716748824274
g46	g22	0.016894125594395078
g22	g21	0.016892901591397357
g52	g0	0.01689135846938044
g19	g28	0.016886786944702126
g35	g32	0.016872801014483244
g62	g24	0.01687243846123684
g14	g60	0.016867646880963382
g42	g25	0.016865360661901148
g9	g60	0.016863741952449773
g30	g8	0.016858406803517086
g26	g54	0.016825685186610827
g59	g41	0.016820951397953362
g40	g62	0.016810303874614158
g21	g23	0.016810105750386436
g49	g35	0.01680541485109678
g17	g51	0.016801680212687468
g48	g33	0.016792277763283157
g19	g51	0.01678450623797331
g63	g1	0.016779198461578767
g41	g21	0.01677299820991153
g53	g23	0.0167703111287654
g57	g28	0.016759140208643847
g16	g17	0.016755423030990486
g28	g29	0.016753300672245692
g37	g51	0.016745281762796365
g51	g23	0.01674117152392028
g1	g8	0.016736807113757312
g64	g42	0.01672197057692493
g10	g23	0.016703579364732515
g14	g8	0.016696947621332576
g48	g32	0.016688042570011875
g59	g28	0.01668712293902897
g41	g42	0.01668327034221228
g41	g11	0.01668252036608981
g20	g60	0.01668210907883457
g44	g15	0.01666090385885105
g27	g0	0.01665227428851736
g59	g23	0.016649539819577765
g54	g25	0.016645601881152463
g51	g29	0.01663485815695574
g35	g43	0.016634137381089056
g0	g58	0.016624086870127137
g16	g37	0.016611761780431465
g37	g0	0.016597107450585943
g4	g32	0.016594848975836515
g31	g13	0.01658394364643749
g64	g28	0.01658193723711124
g28	g51	0.016572875868779126
g63	g35	0.016554855954866488
g42	g58	0.01655317505074039
g2	g33	0.01655092748601397
g12	g52	0.01653519239578364
g38	g0	0.016525923554614158
g53	g51	0.016511133862307133
g6	g38	0.0164970192650309
g48	g19	0.016496686473533355
g8	g21	0.016478177507260026
g60	g23	0.01646818845623933
g40	g32	0.01644467518031004
g53	g60	0.016434583642700673
g11	g23	0.016430351095374458
g32	g0	0.01642608069046147
g21	g27	0.0164257560421618
g6	g23	0.016419390563846014
g54	g28	0.016409255470383997
g35	g60	0.01640924760328104
g9	g49	0.016403252340149957
g6	g0	0.016401301120586156
g53	g28	0.016395789770062837
g6	g52	0.01638815853208934
g64	g35	0.01638756477715489
g61	g16	0.016384166136701205
g35	g49	0.016383772419385965
g24	g37	0.0163742885154686
g55	g58	0.01635885315950529
g63	g42	0.01633438912007939
g27	g51	0.01633082322561544
g62	g35	0.016329785834304306
g7	g34	0.016329064441134467
g21	g63	0.01632268954427715
g21	g7	0.01629735567129132
g7	g64	0.016275697685106984
g26	g43	0.016262361844849135
g28	g23	0.016260249262990037
g52	g33	0.01625106524886474
g29	g52	0.016243538297459097
g1	g32	0.016241871015837822
g33	g32	0.016240253943595965
g29	g0	0.016239773280783232
g57	g24	0.016237116817120506
g46	g27	0.016236058633407314
g13	g55	0.016219151645737322
g8	g0	0.01621607126565618
g19	g60	0.016208658994229946
g55	g62	0.01619657521123467
g50	g42	0.016195393258582175
g25	g62	0.01619369695822559
g58	g24	0.0161837114449763
g31	g7	0.016180566272716315
g7	g58	0.01618036599694773
g40	g29	0.016165032843984527
g8	g32	0.016135091888063446
g14	g21	0.01612242830059138
g41	g44	0.01611788537442182
g26	g53	0.01611359317496875
g36	g33	0.016112349893959006
g36	g25	0.01611161707695041
g53	g57	0.016111252384755758
g14	g24	0.016110755753243857
g8	g6	0.016109206195683887
g35	g0	0.016108958273610637
g7	g23	0.016106178539182975
g27	g24	0.016095163178688802
g1	g42	0.016087061730117643
g36	g28	0.016075787168397578
g19	g64	0.016073190650140786
g17	g33	0.016062507731455625
g33	g0	0.016061058095798737
g36	g24	0.01605590557404214
g41	g8	0.016052551060818532
g62	g29	0.01603550734680437
g21	g59	0.016033397232163002
g10	g17	0.016029028755759348
g52	g7	0.016024864351289556
g26	g21	0.016016401744515244
g27	g4	0.016014782913451344
g12	g60	0.016014295262155497
g52	g58	0.016014219545992556
g17	g54	0.01599286855802983
g2	g64	0.01598829869859237
g33	g16	0.01598444751218135
g1	g34	0.015981066941236525
g44	g60	0.015978371226087945
g51	g49	0.015960012395847576
g15	g27	0.015904389440678082
g24	g43	0.015904090299675783
g38	g60	0.015897740094835154
g53	g61	0.015889715785825285
g29	g42	0.015885267663731856
g62	g42	0.015877799675583112
g1	g23	0.015875186649189684
g59	g63	0.01586804867179609
g11	g19	0.015857762125518735
g22	g55	0.015854389971988105
g25	g32	0.015853254793656835
g59	g32	0.01583923537446972
g5	g37	0.0158266848109859
g3	g51	0.015809394167714135
g47	g44	0.015803109356235273
g54	g29	0.01579950397579444
g31	g14	0.015791327690903106
g12	g34	0.015791024882075275
g14	g10	0.015784790770963314
g18	g19	0.015778719941608038
g6	g3	0.015774304126371225
g43	g49	0.01576899467668749
g62	g38	0.015764260894001483
g19	g38	0.015754034933744134
g31	g0	0.015753206423453188
g26	g6	0.015751349899823686
g62	g53	0.015738800879224617
g59	g33	0.01572620832215435
g38	g27	0.015725464851615023
g9	g0	0.015724862886102992
g61	g25	0.015720977644752315
g8	g10	0.01571912336836327
g8	g42	0.01571593024651984
g24	g42	0.015710851572268526
g61	g49	0.01570466474761314
g46	g0	0.015701659049831444
g17	g23	0.015684038710522548
g59	g52	0.015680344727528408
g11	g42	0.015670965346735788
g25	g23	0.015660017752065433
g16	g38	0.01565651280090321
g22	g27	0.01565286777896849
g62	g28	0.015637735803445563
g16	g33	0.015624048908957739
g29	g27	0.015623047571894913
g32	g23	0.015622295901754554
g11	g16	0.015620088067100276
g45	g42	0.015618010573056982
g2	g35	0.015615090728127341
g43	g0	0.015600299380813122
g57	g42	0.015599085369191544
g2	g24	0.015599033492436864
g22	g37	0.015596344209028895
g15	g39	0.01559569043319202
g26	g40	0.01557219821994698
g46	g25	0.015570031864949168
g64	g27	0.015562430981683114
g32	g35	0.015555644740467464
g35	g64	0.015554343321609612
g64	g33	0.015551224911090502
g14	g35	0.015538908859354699
g40	g42	0.015538095004949713
g42	g34	0.015527391150656348
g52	g23	0.015515659589262352
g11	g58	0.01550899612435539
g51	g27	0.01549408559702432
g34	g6	0.01548831462412219
g20	g52	0.015484987902178681
g1	g10	0.015473391975495191
g59	g46	0.015467477407545551
g64	g60	0.015463013712875107
g55	g24	0.01546199943826457
g43	g23	0.015461527837387298
g1	g25	0.015460518614461644
g30	g21	0.015460346746767646
g11	g32	0.015453685896223765
g60	g35	0.015443831171122012
g37	g27	0.015434939735441919
g11	g18	0.01543251408423211
g53	g11	0.015431469753724825
g15	g2	0.015417541166375295
g42	g32	0.015417307076311181
g35	g25	0.015397357170083184
g17	g49	0.015394097881107937
g54	g60	0.015393836940038562
g33	g27	0.01538754866107944
g22	g28	0.01538680503262758
g40	g16	0.01538440001955445
g34	g23	0.015382176438805852
g61	g64	0.015381945506259253
g22	g51	0.015381599100666374
g25	g37	0.015379099705257283
g3	g0	0.015375173961499457
g49	g23	0.015372998282032552
g1	g49	0.015363363263972207
g63	g0	0.015362658437647416
g34	g27	0.015361130094247843
g9	g50	0.015354443616717126
g25	g38	0.015351028937014642
g27	g43	0.015338673795189437
g38	g34	0.015335234877239647
g34	g35	0.015327958564618577
g56	g34	0.015322425331642391
g31	g60	0.01531782429650018
g56	g58	0.015309794507234126
g47	g60	0.015308453120457234
g60	g38	0.015286190604743661
g38	g32	0.01528129660374897
g37	g23	0.015269445750427659
g23	g32	0.015267794553392326
g24	g32	0.015250229517143438
g27	g33	0.015245625408385343
g53	g0	0.01524116107526146
g50	g32	0.015240893300271062
g32	g42	0.01523592897153766
g62	g0	0.015223061051605766
g31	g43	0.01521710979119679
g27	g58	0.015216519959603391
g24	g27	0.015215045748016874
g14	g16	0.015196721141707071
g23	g60	0.0151966662693649
g25	g51	0.015185796465228753
g44	g28	0.0151833968169494
g15	g34	0.015175431242554601
g20	g42	0.015173584379952226
g64	g39	0.015168505827227683
g50	g60	0.015163835461510898
g21	g33	0.015161934575966481
g25	g35	0.01514974816552653
g36	g59	0.015146185750047957
g40	g57	0.015136458461220002
g51	g60	0.015134963606420757
g14	g11	0.015132744964341175
g12	g42	0.0151200721028022
g15	g6	0.015117187803109984
g58	g27	0.015114992278676858
g12	g23	0.015111618992216112
g18	g23	0.015100461511063848
g52	g49	0.01510042267049936
g48	g24	0.015094421309177675
g63	g60	0.015076701389699302
g59	g51	0.0150766342272106
g53	g58	0.01505823454258132
g15	g16	0.01505521566312295
g53	g15	0.01504303672740125
g25	g26	0.015041563720294268
g2	g42	0.015041257573580984
g4	g37	0.015038391819548674
g8	g34	0.015022212726828167
g17	g43	0.015020487656390741
g54	g24	0.015018077092447867
g26	g57	0.01501184657174763
g44	g0	0.015006451852795014
g19	g58	0.01499243337321162
g20	g34	0.014989652677946164
g17	g7	0.014978643373471134
g40	g27	0.014963323785477213
g16	g58	0.014961848534454593
g49	g15	0.014955478584262804
g24	g28	0.01495354602312235
g42	g0	0.014953208399553844
g37	g5	0.014949714540737367
g63	g24	0.0149495732637872
g53	g64	0.014933230601655577
g50	g37	0.014928441386012101
g49	g0	0.014926720850402078
g15	g37	0.014922072436794723
g26	g32	0.0149212220910838
g28	g49	0.01491414554271378
g44	g11	0.014906110330924715
g15	g25	0.014899126220391374
g1	g51	0.014897198132156739
g25	g0	0.01489414588961467
g0	g24	0.014893984069732582
g10	g6	0.014875460083604767
g9	g35	0.01487391280226092
g49	g32	0.014866225661977423
g18	g7	0.014856284601574083
g20	g23	0.014855222294091797
g41	g35	0.014847391633462015
g60	g52	0.014836348890421458
g34	g16	0.014833744705732411
g5	g64	0.014818257572842289
g40	g0	0.014815801503588676
g33	g54	0.01480662904539451
g8	g49	0.014805695059496011
g36	g0	0.014797475681093485
g45	g0	0.014796153087341855
g38	g46	0.014792765957401467
g8	g64	0.014790732943693851
g36	g32	0.014788584848822313
g33	g23	0.01478745827842436
g59	g35	0.014781766446511259
g25	g24	0.014779511149052113
g27	g23	0.014774138809361887
g46	g33	0.014770467099616385
g0	g29	0.014761524566044543
g3	g60	0.0147614892368462
g55	g49	0.014760707693806743
g9	g22	0.014756754578555246
g32	g24	0.014756228321021152
g39	g28	0.014748544561742708
g59	g49	0.014741979504622303
g4	g38	0.014741280089496494
g39	g27	0.01473656818948918
g56	g53	0.014736535775763036
g48	g42	0.014726320037299713
g8	g29	0.014716093574066684
g14	g0	0.014716025250919444
g4	g53	0.014703649496509812
g13	g19	0.01470287576352559
g20	g51	0.014702262201003867
g5	g60	0.014693004367602229
g63	g56	0.014682066035351243
g42	g61	0.014677838625578796
g18	g0	0.014671712806407475
g62	g37	0.014662007469368398
g26	g60	0.014660789008156134
g50	g24	0.014657466267884809
g59	g60	0.014656673963541486
g62	g23	0.01464704813367674
g38	g24	0.0146434833519802
g15	g29	0.014635823994939848
g37	g25	0.014635517877395934
g3	g53	0.01463164511360118
g40	g49	0.014624689146308054
g15	g63	0.014613094183396569
g48	g57	0.014606713136156996
g56	g54	0.014606304647449993
g3	g24	0.014606046906149445
g8	g24	0.014589558386151514
g60	g49	0.014589356108722236
g54	g58	0.014588971240478154
g45	g8	0.014583339885242344
g55	g27	0.01457891829192393
g40	g33	0.01457885680499661
g61	g33	0.014561533735152156
g55	g43	0.014560252434888813
g2	g34	0.014550335103737773
g61	g35	0.01454555236148253
g43	g9	0.01454536998382098
g46	g49	0.014545065091989514
g23	g5	0.014542152759879847
g39	g63	0.014542058347150775
g32	g61	0.014540482635134052
g63	g27	0.014535086727353833
g56	g49	0.014534605321565735
g43	g60	0.014530896064266833
g26	g62	0.014522296169323705
g61	g27	0.014512040701125987
g19	g23	0.014508384353976838
g46	g35	0.014508131980527842
g33	g42	0.014499731539591065
g2	g23	0.014498253903634068
g28	g35	0.014497545701964258
g12	g29	0.014495329954397734
g0	g35	0.014493693562681037
g47	g32	0.014489842184905755
g64	g0	0.014461528547387114
g61	g51	0.01445991657179736
g55	g23	0.014457711279672887
g1	g28	0.01444053957084885
g17	g63	0.014432634876975417
g34	g50	0.014430041190155053
g44	g10	0.014427809609761076
g61	g3	0.014425171094558162
g27	g49	0.014412174300300052
g21	g58	0.014400306933297054
g56	g55	0.01439128125682642
g56	g0	0.014388814834554033
g8	g28	0.01438612306590868
g40	g60	0.014381855559389681
g33	g62	0.014381029176214193
g32	g58	0.01437739759864197
g9	g24	0.01437578010133152
g59	g0	0.014373458027689884
g45	g44	0.014370042828313521
g27	g28	0.014359079633686739
g62	g60	0.014338310552478105
g54	g33	0.014330200706852729
g16	g32	0.014330157616833403
g27	g37	0.01432806185014034
g5	g51	0.014325318698562128
g22	g48	0.01431720547586449
g14	g23	0.014303200541081721
g58	g23	0.014301903717813919
g17	g27	0.014301153406312467
g57	g54	0.014296550303641024
g17	g28	0.014295714543870944
g26	g9	0.014294882759817306
g0	g52	0.014293616077442506
g20	g29	0.014292967803483034
g52	g60	0.01425815938611831
g3	g25	0.01425732164442389
g6	g42	0.014255999772999694
g56	g21	0.014253129290531975
g23	g19	0.014248456397021967
g60	g33	0.014247633224819296
g38	g16	0.014245588562362122
g38	g36	0.01424493375651413
g57	g52	0.014236182116409729
g23	g0	0.01422931415974623
g50	g53	0.014219439478971007
g56	g60	0.014210770133481307
g57	g9	0.014204326459863534
g60	g0	0.014200462863663806
g6	g27	0.01418351481525535
g56	g52	0.01417253835727087
g10	g49	0.014170768082793715
g14	g42	0.014170267661473083
g29	g16	0.014169469032369432
g3	g27	0.014169390315444452
g42	g35	0.0141650803736379
g17	g21	0.0141648209185324
g7	g49	0.014161306801088873
g29	g23	0.014159699682550646
g39	g23	0.01415642630426875
g0	g32	0.014135874086281272
g21	g64	0.014135287160876702
g10	g63	0.014129741216244074
g55	g35	0.014129690984809509
g12	g32	0.014129114484278343
g26	g49	0.014119493180802878
g39	g0	0.014117130701860338
g61	g44	0.014113514395712208
g51	g42	0.014111186357982848
g57	g27	0.014107652696574016
g22	g35	0.01410662183594268
g49	g24	0.014098909737222364
g61	g10	0.014098334715343636
g44	g42	0.014091673983572405
g32	g60	0.014085337057217484
g58	g32	0.014072107481927967
g54	g51	0.014068679405353583
g31	g49	0.014065926899419472
g47	g42	0.014065295086499586
g17	g64	0.014054480211140717
g5	g62	0.014054423865655188
g48	g38	0.014051026211474554
g17	g26	0.01404976046079584
g9	g33	0.014044482498262813
g10	g27	0.014037785198232315
g51	g52	0.014036282887010126
g31	g62	0.014029493373428924
g53	g42	0.014027707946606715
g16	g5	0.014027161025300397
g28	g57	0.014013640197075556
g41	g62	0.014013555087012847
g15	g24	0.014011007596826509
g63	g64	0.014009405121069001
g12	g35	0.01400461597778518
g53	g24	0.01400152341129538
g61	g38	0.01400137716858563
g56	g23	0.013992986402459622
g63	g58	0.013990860410725461
g23	g58	0.013990281362262168
g9	g58	0.013988614446973704
g9	g32	0.0139816992818071
g39	g60	0.013980027462838107
g25	g21	0.013968827335216122
g40	g25	0.013968678873204202
g8	g35	0.013967462298259873
g47	g27	0.013957349594853457
g17	g35	0.013955274551520716
g35	g27	0.013950307321505153
g10	g50	0.013947219111711536
g46	g23	0.013940617080521986
g54	g38	0.013936768390130898
g18	g61	0.013936670893700273
g13	g35	0.013930757256070854
g50	g49	0.013920304980891703
g44	g51	0.01392014555105064
g38	g64	0.013919619603356893
g33	g29	0.01391658994005675
g1	g29	0.013911766371944979
g29	g38	0.013909156848135871
g8	g58	0.01390830880522414
g31	g64	0.013900705317935176
g27	g35	0.013899519626325173
g6	g37	0.01389847779176823
g19	g35	0.013897673203647338
g10	g32	0.013896835722198058
g30	g23	0.013888036693443174
g49	g60	0.01388771973093253
g13	g23	0.01388632537119663
g16	g27	0.013886279092100258
g47	g35	0.01388472845746201
g28	g58	0.013865859489076409
g62	g51	0.013856541523718189
g33	g26	0.013855961074018226
g15	g33	0.013835751251399516
g21	g31	0.013833452237379864
g6	g29	0.013826181575701505
g25	g27	0.013825053879300343
g14	g28	0.013824238170700198
g3	g52	0.013819673803621318
g3	g32	0.013814764091111377
g22	g24	0.013813758285620299
g61	g4	0.013807919497832716
g1	g24	0.013805994893907457
g64	g38	0.013796381744069056
g37	g32	0.013794351753014347
g58	g38	0.013793290290657657
g38	g23	0.013793081216514241
g48	g1	0.013791505284934391
g52	g37	0.013788571269125343
g3	g6	0.013787623604127313
g15	g32	0.013775636654413764
g8	g33	0.013775453183109658
g50	g5	0.013773402401128787
g53	g37	0.01376433973302294
g57	g37	0.01375660410138267
g46	g62	0.01375595879711469
g9	g38	0.013754371395712542
g17	g42	0.013752958157327213
g57	g49	0.013749661817120173
g23	g33	0.013747142375523408
g63	g51	0.013744257309745883
g49	g62	0.013737852759213244
g21	g32	0.013728073277478691
g42	g28	0.013718485938772694
g29	g62	0.013712974766008617
g64	g49	0.013707364262841925
g12	g19	0.013699714421723259
g48	g60	0.013693677678625601
g22	g32	0.013691786162060434
g20	g64	0.013689409405738765
g10	g12	0.013689244632205493
g17	g58	0.013685137825947344
g3	g43	0.013676122614387576
g27	g42	0.0136745592643305
g37	g60	0.013674339386897648
g61	g28	0.01366250294336025
g18	g34	0.013658171419773818
g58	g28	0.013648506689119167
g14	g64	0.013643530282847253
g62	g5	0.013639766652448588
g1	g52	0.01363880360483126
g29	g49	0.013635697198277954
g11	g35	0.013634472596483564
g19	g42	0.013631654112926191
g11	g8	0.013629629040124824
g43	g35	0.013629390351089557
g53	g35	0.01362602089979584
g14	g54	0.013625268060250837
g59	g37	0.013623412215640136
g49	g28	0.013619486722095661
g19	g2	0.013619454305687851
g5	g63	0.01361515795342567
g40	g58	0.013612424260658508
g59	g43	0.013612210200469198
g36	g35	0.013603147388130956
g33	g34	0.013602358996966157
g48	g64	0.013598984285988132
g56	g37	0.013598819801935226
g38	g25	0.013597301685984614
g24	g49	0.013592101771305534
g25	g60	0.013591661520349619
g56	g27	0.01359006179265449
g22	g7	0.013584611755552244
g24	g44	0.013575456121474061
g25	g28	0.013574025504143735
g49	g64	0.013560198953768433
g50	g62	0.013556735370622264
g16	g49	0.013549149972761874
g59	g29	0.013549006744784363
g24	g51	0.013540481803883387
g44	g16	0.013537743620678592
g1	g16	0.01353649639133767
g15	g19	0.013534035063408608
g51	g64	0.01353083549645052
g40	g35	0.013529066309757892
g32	g8	0.01352713744702842
g51	g35	0.01351612114217257
g35	g44	0.013514340291171
g11	g64	0.0135135407243929
g10	g16	0.013509948099671145
g7	g42	0.013506047695113444
g38	g42	0.01350176926488138
g6	g24	0.013499364032115817
g59	g61	0.013493165237813203
g50	g54	0.013492677671561756
g31	g35	0.01348082568733353
g50	g4	0.013475566266446595
g53	g16	0.013473875969840992
g61	g29	0.01346472168749466
g8	g23	0.01346160334047983
g61	g24	0.013456983140293982
g21	g24	0.013455998603642931
g1	g0	0.013425662627721045
g17	g55	0.013424479495770504
g52	g29	0.01342387095385908
g2	g32	0.013423256193273407
g4	g60	0.013415330161391133
g21	g28	0.013414727732987903
g31	g25	0.01341227580097559
g23	g49	0.013404952894730203
g60	g58	0.01339939325914211
g17	g48	0.013397518351816334
g61	g23	0.013392175109351936
g53	g49	0.013379829731941071
g54	g62	0.013379092145205461
g0	g51	0.013378534118504731
g32	g29	0.013376907440107022
g45	g43	0.013376632317917785
g33	g53	0.013369255867414942
g12	g38	0.013367514333596238
g12	g0	0.01336700810233899
g38	g33	0.013358579860565604
g20	g49	0.013356298735545991
g9	g27	0.013351837416436136
g16	g60	0.013349419428921079
g29	g32	0.01334692116721121
g15	g5	0.013342340576942191
g22	g23	0.01334224063677926
g48	g0	0.013341101474821981
g3	g23	0.013339871973429401
g54	g8	0.013336019676804173
g3	g58	0.013333442906769402
g25	g64	0.01333147824837933
g49	g33	0.013329548160527668
g61	g60	0.013329352578458431
g8	g27	0.013328484910277359
g1	g64	0.013325156795853698
g2	g53	0.013317135606864913
g15	g38	0.013310796885871366
g25	g58	0.013308849407774461
g18	g58	0.013308351970991861
g11	g49	0.013308349904433883
g51	g33	0.013308208546954048
g29	g64	0.013307732680550915
g26	g44	0.013307554353367836
g48	g28	0.013287832026656485
g31	g58	0.01328657257955588
g19	g55	0.01328115605950527
g12	g49	0.01327846379278148
g33	g60	0.013278325138571627
g45	g53	0.013276796351419436
g0	g27	0.013275680424569532
g22	g33	0.013274836702542243
g44	g29	0.01327444242519987
g21	g49	0.01327418033861229
g12	g48	0.013268898784438352
g22	g26	0.013266867046003597
g17	g24	0.013266735291404682
g13	g49	0.013266207207561609
g53	g32	0.013264138182189002
g10	g7	0.013260036500868959
g48	g59	0.013259870331938215
g10	g64	0.013255722405041227
g37	g29	0.013253112864579274
g52	g42	0.013251555380272551
g26	g0	0.013244608023459163
g26	g50	0.013232924108099425
g10	g62	0.013223903039881772
g12	g24	0.01321935988869314
g1	g58	0.01321681868199948
g50	g58	0.013211934739094178
g48	g40	0.013210150681061211
g21	g0	0.013195333397666013
g47	g49	0.01318938599310866
g49	g27	0.013186586225352999
g64	g34	0.01318395349821287
g29	g60	0.013181026929209307
g47	g58	0.013180737786016463
g15	g51	0.01318001660934294
g11	g13	0.013179421067677471
g11	g7	0.013171754014809316
g45	g60	0.013168825067554827
g23	g35	0.013165558263785439
g14	g32	0.013162687518346719
g31	g23	0.013159927862599554
g4	g0	0.013157695854467657
g4	g7	0.013155564791897145
g31	g38	0.013151753390515348
g11	g60	0.0131439544782791
g2	g60	0.013140186582154361
g7	g27	0.013138461514038123
g50	g51	0.013135118583962492
g23	g52	0.01313262208310712
g45	g26	0.01313026920580077
g43	g32	0.013124276460282676
g52	g27	0.013123756899478358
g42	g27	0.013122569641996816
g38	g28	0.0131172641922851
g43	g21	0.013116598456559098
g60	g16	0.013116142249507867
g6	g53	0.013113302400853016
g33	g38	0.013104811585721932
g29	g58	0.013103476446099712
g15	g62	0.01310073937810374
g60	g32	0.01309593362063131
g10	g58	0.01308770334155179
g2	g51	0.013087072991313196
g4	g6	0.013084004870176285
g6	g35	0.0130805609838967
g55	g0	0.01307957407341634
g14	g53	0.013074766368006419
g45	g16	0.013069438026686506
g27	g16	0.013067794478514097
g6	g60	0.013063396578184913
g15	g28	0.013060742471825267
g61	g52	0.01305365085365744
g44	g37	0.013048723731315052
g56	g32	0.013041171809528162
g30	g52	0.01303817792285544
g21	g52	0.013036949698212898
g43	g58	0.013026296796963316
g43	g52	0.013024696912955313
g44	g38	0.013023210808748343
g9	g28	0.013018504540263556
g64	g24	0.013013181626852258
g44	g25	0.013011935042382367
g16	g29	0.013011147562930718
g40	g43	0.013010237665119613
g15	g43	0.013006497709004
g33	g28	0.012998558127845113
g63	g9	0.012986257351144666
g16	g23	0.012984590473223418
g30	g26	0.01298431214197839
g44	g32	0.012983046391341329
g31	g15	0.012981049215529176
g42	g64	0.012979964969031027
g15	g42	0.012979094847238859
g51	g16	0.012978961979573995
g9	g52	0.012973359453034726
g15	g7	0.012971320358426951
g36	g55	0.012965226448699615
g11	g28	0.012965102984011332
g9	g29	0.01296117522363804
g49	g19	0.01295305764894818
g45	g27	0.0129523810992478
g51	g41	0.012950795506444221
g20	g26	0.012941397467118481
g1	g60	0.012940939171081594
g39	g52	0.012936593452771235
g63	g28	0.012936409803835971
g30	g42	0.012926967938019266
g17	g52	0.012921067612126557
g60	g42	0.012911108011206105
g22	g0	0.012910328627678836
g62	g27	0.012907451486372982
g30	g0	0.012880969570219513
g41	g40	0.012876433306694792
g51	g24	0.01287539299192522
g2	g49	0.012872275528023776
g57	g32	0.012869580069908713
g17	g60	0.012867603743747416
g28	g27	0.012866966786361811
g46	g28	0.012862428446892697
g7	g33	0.012859343310064891
g32	g49	0.01285064094952945
g15	g35	0.012837880291020152
g57	g62	0.012831237840115205
g10	g19	0.012817663414611517
g32	g64	0.012815996719376879
g31	g32	0.01281535826842215
g10	g22	0.012813011863818276
g56	g51	0.012803348008174014
g63	g8	0.012803075260656424
g55	g64	0.012791034027310603
g10	g35	0.012784785402662625
g9	g64	0.012782336674989467
g43	g1	0.012780272533797238
g24	g38	0.012779575820277323
g52	g64	0.012760528502949552
g51	g25	0.012754039257865581
g53	g52	0.01275224338053911
g0	g38	0.012750489337265148
g6	g44	0.012741126596226546
g23	g27	0.012728305537189845
g0	g62	0.012722117004787393
g40	g38	0.012716386470629067
g51	g37	0.012713415281923095
g3	g34	0.012703373869011542
g45	g28	0.012702994805530669
g13	g32	0.012701738045655785
g54	g23	0.012696957796283194
g48	g35	0.01269027522724533
g6	g33	0.012676126163137583
g37	g42	0.012675941562857966
g59	g24	0.012671009327906423
g39	g62	0.012670011406750914
g16	g42	0.012669160335592603
g62	g52	0.01266750072772356
g2	g0	0.012662922318723497
g28	g44	0.01265631266469001
g4	g28	0.012653131300445692
g24	g33	0.012649671989338404
g57	g51	0.012648375902288756
g0	g42	0.012645806257430139
g14	g27	0.012640821370258225
g37	g35	0.012638267792068255
g13	g26	0.012634872798638168
g41	g27	0.012633585022694828
g39	g25	0.01263348199215952
g50	g28	0.012631443680887167
g26	g42	0.012624833706779415
g35	g51	0.012623200258429975
g48	g52	0.012619555455144472
g33	g51	0.012618272812190651
g33	g63	0.012615860288113298
g9	g62	0.01260869266352527
g0	g34	0.01260187189632359
g36	g23	0.012600029619043608
g42	g63	0.012599675344301932
g24	g25	0.012594548908936852
g45	g52	0.01258423818569219
g39	g42	0.0125738295594449
g41	g10	0.01257294590387028
g31	g27	0.012566720758848909
g44	g43	0.012559917120006663
g62	g32	0.012557548092333944
g40	g17	0.01255684086400054
g30	g58	0.012553489168678881
g39	g43	0.012549206485663354
g36	g64	0.012543379447682971
g35	g52	0.012541726035172717
g54	g15	0.012541317348447793
g47	g0	0.01253938557730987
g7	g28	0.012535789508356742
g41	g33	0.012525842656936946
g42	g24	0.01252269758096783
g64	g54	0.012517066546029127
g41	g23	0.012508828196728385
g42	g33	0.012504468166722755
g47	g63	0.012500001660326715
g48	g58	0.012496201335294168
g50	g29	0.012492448637463086
g47	g28	0.012488816028396323
g54	g44	0.012487550506800123
g9	g16	0.012483729836923875
g5	g27	0.012470815263742798
g30	g34	0.012470334144995387
g46	g24	0.01246875759246881
g30	g60	0.012467540556376009
g14	g58	0.012463896535474745
g43	g48	0.012457238091760576
g61	g58	0.012454655978748048
g36	g49	0.012447383078200015
g62	g58	0.012442211619552217
g62	g34	0.012440374424440103
g40	g24	0.012439713663510855
g14	g7	0.012438530988242269
g14	g49	0.012431582724616776
g24	g0	0.012429657973650504
g3	g37	0.01242748197565296
g43	g55	0.012426912087818553
g31	g33	0.01242573932417615
g47	g48	0.012422009661224422
g54	g61	0.012421839807114142
g46	g57	0.012416113963262008
g39	g38	0.012411912209776265
g34	g38	0.012411884011026823
g56	g35	0.012411582336236135
g34	g64	0.012408902728434914
g1	g27	0.012403332832136954
g26	g16	0.012401570567250757
g19	g33	0.012392210601083833
g6	g51	0.012391132774822042
g16	g57	0.01238680812274352
g27	g53	0.012386442195329646
g46	g60	0.012379400763191321
g35	g33	0.012378518966248501
g30	g38	0.01237122095997701
g15	g23	0.012369568733333865
g57	g16	0.01236528443458787
g46	g21	0.012365199384182197
g23	g29	0.012364885970520025
g44	g52	0.012362050360797381
g38	g49	0.012338804828266246
g36	g58	0.012337633412725086
g15	g64	0.012331402134020649
g16	g28	0.012330808975663734
g30	g24	0.012330654926981077
g7	g32	0.012327675509982
g55	g28	0.012322484138998467
g23	g38	0.012316655930541565
g14	g57	0.01231338589293475
g45	g38	0.012310268292891436
