TF	target	importance
g41	g59	0.03238761502305904
g7	g6	0.032347507994594765
g41	g12	0.03231141350741087
g56	g5	0.032259788395812325
g30	g6	0.03218992081420702
g59	g21	0.032172836814060905
g59	g22	0.032080720100135476
g61	g32	0.03197757660810664
g1	g45	0.031873641603783455
g41	g25	0.03187249639188125
g29	g28	0.03178145004675587
g63	g54	0.03177523880636659
g9	g48	0.03176003685169424
g13	g51	0.03159517098314131
g13	g57	0.03154791519842592
g22	g41	0.03139432755663775
g14	g29	0.03136218447246164
g45	g61	0.0312673274839624
g40	g26	0.03119748271381395
g2	g63	0.031173857166904954
g11	g12	0.0310472679719517
g59	g48	0.03103966930813086
g10	g8	0.031032551772357315
g21	g26	0.030969113649068736
g21	g9	0.030846019620861264
g48	g7	0.030811618577631383
g15	g48	0.030809107973212263
g15	g55	0.030804677070350776
g39	g15	0.03080064701935269
g11	g20	0.030711882728482066
g20	g53	0.03067584795987332
g61	g53	0.03065342205196724
g48	g8	0.030629793995682286
g5	g0	0.030586581616754073
g20	g46	0.03044458961349304
g55	g15	0.03040837900064615
g11	g17	0.030231798462191577
g12	g57	0.030152521933815825
g5	g23	0.03013964713170753
g4	g2	0.0300979312863843
g56	g6	0.030092752021430635
g46	g37	0.0299971000975743
g34	g24	0.029977976042622704
g30	g5	0.029731741260011664
g20	g41	0.02971594672401335
g22	g14	0.029665161444260412
g61	g26	0.029664926332916695
g19	g50	0.029611490182393514
g61	g56	0.029567407928871397
g62	g54	0.029560345978939456
g41	g38	0.029556741394430187
g59	g20	0.02954341299387968
g36	g51	0.029527371798629944
g30	g63	0.02949581236344889
g12	g41	0.029392893759247373
g13	g16	0.029304958015272425
g31	g12	0.029211480189126796
g9	g11	0.029135039446534273
g15	g1	0.029125372022103715
g41	g34	0.029079130490120165
g14	g62	0.028966538750638513
g52	g36	0.02896106016913206
g31	g22	0.028930937477852383
g54	g27	0.028914359027712867
g46	g51	0.02890225570966368
g18	g11	0.028772298269287885
g63	g19	0.028618514279171857
g52	g46	0.028598070088936875
g50	g15	0.02853088964807817
g31	g17	0.028523352734580978
g12	g36	0.02844508850437473
g20	g44	0.028379297927584517
g12	g46	0.028324350191454413
g56	g19	0.028318986192728646
g22	g29	0.028237019743821343
g59	g55	0.028139040553976157
g29	g25	0.02805951273268861
g61	g5	0.028039299399076425
g16	g34	0.027999822329409434
g13	g21	0.02790985695079252
g21	g48	0.02786523781884042
g25	g52	0.027789227049221595
g31	g47	0.02778636901237297
g36	g29	0.027679002027957957
g15	g21	0.027673406881067886
g61	g7	0.027644163443702
g30	g7	0.02759362588487605
g20	g21	0.027578858712285995
g59	g62	0.02754045326066078
g31	g55	0.027524153436289736
g50	g56	0.027509974257351487
g39	g32	0.027504870528476343
g5	g32	0.027472960442849435
g18	g53	0.02740008209852199
g5	g45	0.0273930273485673
g10	g48	0.027352069007532887
g10	g61	0.027351338367993635
g5	g58	0.027340360509800352
g8	g9	0.027256532088400866
g47	g21	0.027235279625967928
g22	g44	0.027168179561870467
g31	g34	0.027131916058453238
g18	g51	0.02712739693693809
g63	g48	0.027108973744178543
g18	g10	0.027058572443768285
g58	g0	0.026973354001574135
g9	g63	0.02696570457155967
g40	g63	0.026942254445547067
g56	g48	0.026863612177140936
g39	g61	0.026859265691202543
g53	g27	0.026836802268711334
g43	g50	0.026806717653040452
g40	g54	0.026791840070373038
g47	g51	0.0267602001704993
g3	g50	0.0267522548217378
g15	g54	0.026649897333929685
g12	g8	0.026601957481405543
g45	g49	0.026600614290344778
g13	g10	0.026582510211546694
g7	g43	0.02658128439515627
g23	g28	0.026552762396474954
g18	g21	0.026431528305853415
g48	g63	0.02641909745864087
g40	g61	0.026403806039205547
g6	g26	0.026385909619452
g5	g6	0.026377925434632445
g9	g57	0.026375758375380802
g28	g54	0.026319172425340733
g7	g50	0.02630213708219567
g50	g34	0.026259351787523505
g45	g15	0.026215428943301474
g27	g60	0.026189932218737364
g31	g8	0.026186265750331495
g21	g54	0.02616392879666182
g25	g5	0.026109771579625515
g44	g54	0.026077719245948247
g53	g29	0.026064764375726458
g1	g48	0.026063304372201657
g19	g1	0.026059652260385105
g36	g20	0.025983775252497936
g5	g49	0.025934612533660084
g41	g29	0.02591414074335356
g60	g27	0.025900973756052135
g59	g26	0.025853045688250455
g6	g56	0.025840711035401094
g13	g62	0.025836660602204114
g13	g40	0.025816333453425135
g61	g43	0.02576176878038341
g43	g6	0.02560293468030446
g61	g30	0.02559321012901865
g38	g58	0.02553949282362766
g47	g9	0.025536449654933065
g56	g64	0.02548937311026045
g19	g43	0.025446351889324426
g39	g35	0.025439334519658637
g14	g40	0.0253982725957212
g33	g39	0.025369224889522125
g52	g25	0.025366808400834447
g27	g44	0.025314027459536002
g5	g39	0.025301516083975042
g47	g40	0.025256422415379735
g45	g54	0.025246106941246613
g22	g46	0.0251984976734347
g55	g61	0.02515436565869694
g17	g25	0.02512119110012053
g55	g8	0.025112582466239992
g53	g62	0.024965687429305446
g61	g57	0.024963402124446456
g59	g13	0.024920950452099248
g64	g58	0.024919157521278906
g9	g31	0.024902763115047785
g37	g28	0.024881508422127777
g47	g10	0.024865485271035517
g20	g57	0.02481845638049726
g47	g16	0.024589802463395732
g47	g38	0.02457954699219951
g47	g55	0.02457267149224123
g61	g45	0.0244902587265437
g12	g53	0.024490125104769948
g44	g27	0.02445256098606395
g26	g48	0.0243659241321375
g17	g36	0.0243076621868568
g11	g26	0.024293775660200627
g17	g46	0.024289625533882826
g4	g33	0.024281693424822757
g21	g8	0.024243021835748172
g63	g43	0.024237164721002045
g55	g60	0.02406032439009937
g8	g48	0.024055633300435385
g58	g51	0.02404638960834536
g58	g4	0.024022896946384167
g1	g26	0.02401402491401053
g9	g7	0.023873513218966226
g22	g36	0.023845900482614635
g39	g26	0.023843191560412296
g17	g53	0.023836229671894072
g12	g55	0.023827132158589566
g40	g11	0.02380345453675624
g51	g28	0.023744692669447072
g22	g57	0.023726826471787563
g47	g62	0.023629695782035925
g58	g64	0.02360696800621366
g1	g4	0.023583024127924943
g38	g54	0.023576365944515693
g39	g53	0.023529089559143318
g18	g55	0.023490367596984738
g55	g63	0.02344892645439919
g8	g26	0.023436908428161738
g59	g15	0.0233964906108348
g17	g41	0.023207564001243332
g43	g8	0.023198236112011886
g13	g8	0.023188694200754596
g47	g53	0.0231184317342443
g5	g42	0.023037872958692498
g61	g42	0.023017026051003517
g13	g52	0.023015632884960974
g31	g20	0.022998218123970078
g8	g61	0.02299003056019295
g35	g34	0.0229781562196752
g30	g43	0.022960923414989037
g21	g15	0.022931718600293662
g18	g44	0.022854995179432323
g58	g49	0.022821768329910827
g29	g37	0.02281907754983748
g25	g42	0.02278255385569333
g31	g36	0.02277677127182465
g28	g0	0.022772096150688648
g50	g3	0.022739414461293083
g55	g19	0.02268526637632569
g6	g15	0.022657833741782585
g11	g21	0.022628030085330146
g28	g32	0.022617081957533126
g61	g39	0.022584581558309825
g60	g24	0.022577119016168535
g40	g44	0.02257651426144516
g52	g38	0.022543285974849368
g53	g5	0.02254288970777008
g56	g8	0.022522102604552882
g4	g64	0.022521575618701203
g55	g48	0.022488394429186313
g1	g39	0.022465236172005354
g48	g9	0.022451715225279188
g2	g48	0.02242481366094767
g55	g34	0.022415975264034223
g9	g19	0.022401332618844607
g40	g31	0.02239222853243148
g3	g54	0.02234870729792088
g43	g19	0.02230497534325135
g28	g24	0.022302023785850986
g6	g30	0.022206663032402346
g24	g34	0.022185584874414147
g33	g45	0.022184007103860186
g20	g8	0.02202867663079426
g19	g63	0.02201362347659851
g15	g9	0.022010165850078006
g0	g60	0.021999787280762042
g21	g43	0.02199883568398479
g35	g42	0.02194677177628233
g56	g43	0.021937576429263663
g59	g47	0.02189879207439742
g42	g54	0.021866620194152156
g25	g29	0.021860799383279002
g59	g14	0.02184505415870991
g2	g27	0.021840769753091946
g39	g49	0.021839411545293702
g12	g44	0.02180329003995422
g63	g7	0.021794822454563274
g4	g42	0.021783328853647584
g50	g8	0.02175661735233076
g53	g44	0.02175179035729399
g12	g25	0.02174866741653395
g5	g35	0.021671594754235825
g31	g26	0.02166012458694033
g16	g54	0.021642149101152877
g48	g6	0.0216328931209249
g48	g15	0.021610182931770503
g48	g43	0.02159059245786675
g37	g24	0.02158441529407385
g34	g0	0.021559284979681053
g59	g27	0.02154538256736204
g40	g8	0.02154237047844942
g49	g4	0.02153113791707533
g1	g37	0.021460760681374827
g47	g57	0.02145952422364573
g1	g44	0.021440090095108617
g19	g54	0.021434664367911565
g15	g56	0.02139685293592916
g36	g27	0.0213819078712513
g61	g37	0.02137849861981121
g45	g32	0.021378108761033663
g15	g0	0.021371343462135692
g37	g52	0.02135416894445475
g21	g61	0.021346279730147553
g16	g51	0.021338915344632104
g57	g38	0.02133478080858942
g23	g42	0.02127227809128806
g15	g50	0.02122812133719988
g13	g27	0.021213276698599567
g8	g55	0.021199332180220694
g8	g7	0.021192529959134874
g40	g15	0.02117622197180532
g58	g42	0.021168797415455735
g9	g59	0.02114186328078676
g38	g52	0.021140983666500874
g16	g35	0.02109130036398583
g1	g53	0.021073857474086466
g4	g54	0.021064570452363006
g48	g23	0.021050964415839035
g19	g7	0.021033020024407132
g44	g58	0.020991133963588166
g48	g55	0.02098675371988508
g57	g23	0.02095638158225403
g49	g42	0.0209134678773562
g9	g44	0.02090877700624806
g19	g34	0.020876005611526124
g45	g35	0.0208669993764265
g13	g53	0.020858248429370143
g26	g33	0.020857203844543936
g30	g33	0.020851894476501775
g36	g17	0.0208036335523028
g26	g23	0.020791096345776874
g56	g33	0.020765993823277113
g47	g52	0.020750554117374417
g34	g49	0.020743155526092263
g43	g27	0.02071202719679957
g3	g49	0.02068529902928227
g12	g64	0.02064890711237719
g17	g44	0.020648882108264502
g16	g52	0.020630173098311323
g26	g34	0.020596629999396508
g60	g28	0.020583695792981412
g43	g7	0.02055529625514232
g5	g38	0.020552609769116936
g13	g38	0.02054117858040761
g52	g32	0.020513560582828345
g49	g29	0.020499648534113044
g45	g1	0.02049582101342864
g51	g58	0.020457601536805002
g10	g57	0.020417804825281428
g26	g55	0.02040607815833558
g19	g0	0.020380582920911435
g13	g34	0.02036328454692002
g59	g42	0.0203608353246266
g42	g49	0.02033716553678599
g46	g31	0.020312998742489805
g7	g19	0.020306431459846647
g17	g37	0.020242129848402797
g21	g10	0.020219382734782257
g49	g58	0.02021358715242186
g44	g34	0.020182082819951055
g35	g4	0.020130726298566833
g7	g63	0.020128882678841855
g21	g42	0.02008393467812692
g30	g19	0.020080999373043137
g61	g9	0.02007613929358737
g24	g60	0.020075254198436074
g26	g24	0.020044865922369218
g59	g12	0.020038474368522425
g52	g35	0.020021158860057762
g39	g58	0.020002421023902033
g60	g64	0.020000209093839268
g4	g27	0.019992705937820744
g46	g20	0.019976156433786963
g36	g31	0.019956601058577255
g44	g53	0.019904385437935743
g26	g61	0.01989543788759416
g28	g34	0.019882392782926687
g10	g42	0.019866541166271144
g13	g9	0.01982397588659821
g17	g8	0.01980723288988148
g43	g63	0.01980103261324779
g7	g24	0.01979220097892942
g18	g57	0.01977589428941106
g12	g21	0.01975139279072064
g60	g54	0.019746093908383937
g41	g64	0.019743097876926304
g61	g63	0.019710993983690965
g48	g50	0.019688261738763594
g62	g16	0.0196472809725638
g31	g54	0.019613768369278212
g23	g24	0.019611272990501666
g28	g60	0.01959359111870353
g18	g8	0.019574941673930882
g59	g25	0.01954441660903962
g34	g33	0.019532379340489823
g55	g31	0.01952955839146987
g52	g24	0.01950320897003728
g9	g23	0.019454991353726293
g34	g32	0.01944514256916754
g55	g7	0.01942779335507143
g18	g60	0.019419704236050474
g22	g25	0.01940329060169755
g35	g24	0.01938855770360165
g31	g18	0.019369769041859136
g36	g37	0.01935910586488723
g33	g3	0.019354566661848017
g2	g28	0.019332961524875254
g40	g48	0.019326481169290265
g15	g8	0.019308339604051667
g6	g49	0.019299873655256258
g27	g32	0.01929345629762434
g52	g62	0.019273151392157777
g10	g33	0.019264048304091137
g57	g11	0.019231177106652512
g47	g8	0.019227312709862075
g4	g24	0.019213690419479196
g31	g41	0.019201905546743232
g9	g6	0.019173128125508313
g33	g58	0.01915408007447509
g12	g37	0.01914953236269476
g2	g54	0.019119600720150898
g35	g16	0.019118944775958505
g55	g51	0.01910241864300519
g55	g59	0.019100025663279514
g45	g7	0.01908836284528374
g5	g24	0.01907411918233577
g39	g24	0.01905351430220842
g33	g64	0.019043484992526116
g29	g51	0.019025349821606728
g5	g33	0.019022329836132463
g18	g52	0.01897071522549555
g62	g49	0.018920690455439135
g40	g23	0.018918754718168986
g15	g44	0.018831870359792585
g30	g32	0.01879927450746179
g54	g32	0.01878132108101488
g26	g38	0.01877110476051877
g6	g32	0.018769307975024175
g15	g60	0.018767174772416167
g46	g29	0.01876631669163892
g45	g63	0.018756560133246312
g63	g33	0.018755284216959406
g59	g36	0.018742210311762594
g19	g61	0.01874189527513919
g11	g43	0.0187406377050132
g51	g38	0.018738289713595424
g19	g27	0.01873079754250817
g20	g55	0.018700234633198476
g6	g54	0.018695314883316157
g8	g43	0.018682980177558067
g31	g46	0.01866330454228132
g52	g34	0.01862808480674361
g15	g53	0.01862732673382318
g64	g45	0.01862587763157202
g63	g49	0.01854695375619511
g39	g7	0.018521223423828285
g52	g28	0.01851929891867304
g30	g35	0.018489948926733897
g52	g51	0.01847211415652794
g35	g28	0.018460346887438913
g3	g7	0.018419800491253562
g20	g25	0.018409825367802706
g53	g26	0.018409082638621975
g56	g26	0.018408907428677068
g10	g24	0.018391925595193155
g24	g23	0.018367499542756474
g59	g16	0.018340529064319443
g61	g0	0.018335763917221526
g22	g53	0.018332727522108856
g56	g28	0.018309744510997712
g17	g29	0.018300728923680492
g55	g42	0.018277965557761438
g1	g54	0.018255743432147815
g50	g38	0.01824319882550429
g6	g55	0.0182202720729389
g9	g42	0.018176891095945807
g57	g29	0.018166443489235587
g22	g38	0.01816541467738721
g52	g16	0.0181566202829366
g51	g32	0.01814992053450038
g46	g12	0.01814662978015085
g61	g2	0.01813976707092865
g36	g16	0.018136901724934738
g58	g44	0.018087967195029156
g3	g63	0.018069734696739045
g11	g48	0.01806113916139241
g59	g18	0.018032388038347825
g26	g52	0.018023792984022347
g1	g57	0.01800693518642995
g39	g48	0.01799458327884991
g61	g62	0.01799012955178212
g54	g0	0.017970880822234272
g56	g42	0.017958652734890716
g13	g44	0.017943123725208062
g29	g53	0.01792159304946687
g44	g35	0.01790821317765414
g54	g35	0.01790460837166154
g44	g24	0.017901477016880836
g7	g1	0.017898296150919275
g40	g7	0.01789604985153636
g20	g37	0.01788766232325204
g43	g24	0.01787406104545681
g38	g51	0.017844918511629514
g11	g33	0.01781306659390701
g20	g24	0.017805898882152903
g20	g38	0.017785463285971956
g10	g20	0.01778192521276784
g57	g0	0.017777624721765185
g11	g24	0.017775475337192682
g36	g22	0.01774334471313289
g29	g35	0.017685557156324246
g59	g38	0.017680626315125632
g39	g1	0.017675774058539352
g26	g51	0.017666858276715772
g36	g42	0.017653934225730486
g57	g60	0.01765061855562647
g15	g30	0.017648917326544302
g0	g28	0.017630319986819257
g33	g49	0.01763021475640918
g50	g26	0.017629515717711288
g8	g40	0.017624168049649835
g19	g49	0.01761873377806564
g16	g24	0.01760132102665318
g51	g0	0.01759285673338676
g7	g35	0.017587078911855073
g10	g60	0.017584406090543615
g33	g35	0.017575646523162233
g36	g12	0.017569524137438057
g5	g28	0.017563619853126333
g48	g49	0.017562520432153828
g13	g58	0.01755389192426491
g7	g8	0.017537851220374427
g6	g58	0.017537813115759363
g45	g23	0.01752970404965939
g57	g53	0.01752351099041691
g42	g23	0.017506771352281274
g3	g28	0.01749712781955322
g11	g0	0.017491932621247385
g27	g38	0.01748843332272753
g26	g25	0.017471744161684354
g3	g19	0.017467297558005287
g56	g44	0.017459225632149904
g18	g38	0.017436798081941818
g4	g23	0.01741369647214552
g55	g6	0.017399041817219605
g51	g53	0.017378637679187434
g45	g58	0.01737274403229672
g28	g37	0.01735296652265878
g44	g49	0.017326849154911374
g4	g52	0.01732680105497048
g21	g60	0.017318543657503425
g18	g27	0.017305512626315793
g61	g40	0.017305264383035875
g49	g34	0.017299030944042868
g32	g27	0.01729486596146876
g7	g60	0.017290637788678617
g35	g23	0.017280912128310937
g50	g33	0.01727535618329078
g22	g8	0.017271964944521986
g10	g0	0.01726572094544432
g63	g23	0.017259376243710038
g16	g22	0.017252753663543088
g15	g49	0.017246840274160128
g41	g16	0.017213319036220316
g49	g26	0.017193144950265374
g19	g48	0.01716404017480361
g54	g42	0.017163251443548078
g10	g43	0.01713371864826106
g46	g17	0.0171304057312459
g50	g23	0.017128419363290757
g30	g64	0.017100449624229436
g11	g62	0.01709083381459965
g16	g0	0.01708363581251311
g11	g27	0.01707740586742732
