,linear_1-300-1-70-0.7,linear_1-300-2-70-0.7,linear_1-300-3-70-0.7,linear_1-300-4-70-0.7,linear_1-300-5-70-0.7,linear_1-300-6-70-0.7,linear_1-300-7-70-0.7,linear_1-300-8-70-0.7,linear_1-300-9-70-0.7,linear_1-300-10-70-0.7,linear_1-300-11-70-0.7,linear_1-300-12-70-0.7,linear_1-300-13-70-0.7,linear_1-300-14-70-0.7,linear_1-300-15-70-0.7,linear_1-300-16-70-0.7,linear_1-300-17-70-0.7,linear_1-300-18-70-0.7,linear_1-300-19-70-0.7,linear_1-300-20-70-0.7,linear_1-300-21-70-0.7,linear_1-300-22-70-0.7,linear_1-300-23-70-0.7,linear_1-300-24-70-0.7,linear_1-300-25-70-0.7,linear_1-300-26-70-0.7,linear_1-300-27-70-0.7,linear_1-300-28-70-0.7,linear_1-300-29-70-0.7,linear_1-300-30-70-0.7,linear_1-300-31-70-0.7,linear_1-300-32-70-0.7,linear_1-300-33-70-0.7,linear_1-300-34-70-0.7,linear_1-300-35-70-0.7,linear_1-300-36-70-0.7,linear_1-300-37-70-0.7,linear_1-300-38-70-0.7,linear_1-300-39-70-0.7,linear_1-300-40-70-0.7,linear_1-300-41-70-0.7,linear_1-300-42-70-0.7,linear_1-300-43-70-0.7,linear_1-300-44-70-0.7,linear_1-300-45-70-0.7,linear_1-300-46-70-0.7,linear_1-300-47-70-0.7,linear_1-300-48-70-0.7,linear_1-300-49-70-0.7,linear_1-300-50-70-0.7,linear_1-300-51-70-0.7,linear_1-300-52-70-0.7,linear_1-300-53-70-0.7,linear_1-300-54-70-0.7,linear_1-300-55-70-0.7,linear_1-300-56-70-0.7,linear_1-300-57-70-0.7,linear_1-300-58-70-0.7,linear_1-300-59-70-0.7,linear_1-300-60-70-0.7,linear_1-300-61-70-0.7,linear_1-300-62-70-0.7,linear_1-300-63-70-0.7,linear_1-300-64-70-0.7,linear_1-300-65-70-0.7,linear_1-300-66-70-0.7,linear_1-300-67-70-0.7,linear_1-300-68-70-0.7,linear_1-300-69-70-0.7,linear_1-300-70-70-0.7,linear_1-300-71-70-0.7,linear_1-300-72-70-0.7,linear_1-300-73-70-0.7,linear_1-300-74-70-0.7,linear_1-300-75-70-0.7,linear_1-300-76-70-0.7,linear_1-300-77-70-0.7,linear_1-300-78-70-0.7,linear_1-300-79-70-0.7,linear_1-300-80-70-0.7,linear_1-300-81-70-0.7,linear_1-300-82-70-0.7,linear_1-300-83-70-0.7,linear_1-300-84-70-0.7,linear_1-300-85-70-0.7,linear_1-300-86-70-0.7,linear_1-300-87-70-0.7,linear_1-300-88-70-0.7,linear_1-300-89-70-0.7,linear_1-300-90-70-0.7,linear_1-300-91-70-0.7,linear_1-300-92-70-0.7,linear_1-300-93-70-0.7,linear_1-300-94-70-0.7,linear_1-300-95-70-0.7,linear_1-300-96-70-0.7,linear_1-300-97-70-0.7,linear_1-300-98-70-0.7,linear_1-300-99-70-0.7,linear_1-300-100-70-0.7
LASSO,0.5798629507658837,0.5944111626209898,0.6444608817017115,0.6185221642132257,0.6959967791700032,0.6171075680672664,0.6669352654387866,0.6446165667407313,0.6425869413312454,0.6191670646347722,0.6223219122426868,0.6607369183313485,0.6405911430119178,0.6760682500969117,0.6824780163073935,0.6621871172688304,0.607859038509057,0.5980919737884319,0.6142022541230289,0.7123738827193933,0.6747793878656554,0.7192358477789815,0.6780115265984697,0.6233963879430429,0.5761604739157555,0.6425869413312454,0.6760682500969117,0.6669352654387866,0.666650372366945,0.6223219122426868,0.6369947683327966,0.7016351044299989,0.6405911430119178,0.6111385186936482,0.7049428283894346,0.605465455239383,0.581595591043106,0.6366977003889669,0.5944709011820637,0.605782453655915,0.6146568566506225,0.6347984600850883,0.6184136872517153,0.6240213755700572,0.6900834135869347,0.5926160129122782,0.7131867952730628,0.6300313813899631,0.693899796186528,0.6669800319008065,0.5798629507658837,0.5781582562995841,0.5626269340061963,0.6767471298011393,0.7212555783418461,0.6330901273022752,0.6892539641368418,0.6600132042253521,0.6036364347814503,0.5824341481581798,0.6130941901408452,0.6529352654387865,0.6146568566506225,0.6734570045692214,0.6990866844503862,0.687015221389063,0.579507493680029,0.6598478997686745,0.6070129470364886,0.6323249593716144,0.6297101739223219,0.6438841719672876,0.5832979061660936,0.6487807981843315,0.6165197478577761,0.6240213755700572,0.7030911430119177,0.6255682026148575,0.6492187300057157,0.5908500526297246,0.6370419405036899,0.6277795048261599,0.6653947724810401,0.6439566924179522,0.6275005918308153,0.5916272849530096,0.7240486186348862,0.6893440523159378,0.6926550063555165,0.6110212141334358,0.684946054532322,0.6166415227433651,0.6907172602925244,0.6712456102663727,0.6330901273022752,0.6657928105231887,0.6627685987721199,0.6165197478577761,0.6000668948554853,0.7006908922904341
split,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,train,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev,dev
