Gene1	Gene2	EdgeWeight
g26	g21	1.6721169235391231
g28	g7	1.6695546032477688
g7	g28	1.6695546032477688
g43	g56	1.6680056307568654
g56	g43	1.6680056307568654
g47	g62	1.6662775493362134
g62	g47	1.6662775493362134
g15	g6	1.6650379625641751
g6	g15	1.6650379625641751
g15	g31	1.6642119560156932
g31	g15	1.6642119560156932
g18	g57	1.6617088786476142
g57	g18	1.6617088786476142
g15	g43	1.6580779063171165
g43	g15	1.6580779063171165
g56	g61	1.6576909204114318
g61	g56	1.6576909204114318
g14	g59	1.6558660793031097
g59	g14	1.6558660793031097
g35	g45	1.6549177156501191
g45	g35	1.6549177156501191
g13	g62	1.6548994524572411
g62	g13	1.6548994524572411
g14	g20	1.6542080720086958
g20	g14	1.6542080720086958
g20	g53	1.65320293515164
g53	g20	1.65320293515164
g28	g33	1.6525595917643972
g33	g28	1.6525595917643972
g14	g17	1.6520768583327905
g17	g14	1.6520768583327905
g2	g48	1.6512112689516558
g48	g2	1.6512112689516558
g47	g59	1.6511684861629303
g59	g47	1.6511684861629303
g13	g52	1.6497413972066637
g52	g13	1.6497413972066637
g30	g63	1.6493490314037285
g63	g30	1.6493490314037285
g24	g49	1.6488852176211657
g49	g24	1.6488852176211657
g50	g9	1.6467894025669385
g9	g50	1.6467894025669385
g29	g64	1.6464657214622
g64	g29	1.6464657214622
g39	g50	1.6463881047538975
g50	g39	1.6463881047538975
g1	g40	1.6455048563733232
g40	g1	1.6455048563733232
g44	g57	1.6453357408004687
g57	g44	1.6453357408004687
g45	g50	1.6435951728569684
g50	g45	1.6435951728569684
g18	g59	1.643329320983657
g59	g18	1.643329320983657
g26	g59	1.6431263052049214
g59	g26	1.6431263052049214
g26	g30	1.6423213361276423
g30	g26	1.6423213361276423
g0	g23	1.6419756930515836
g23	g0	1.6419756930515836
g16	g41	1.641033234334059
g41	g16	1.641033234334059
g58	g64	1.6401355282624652
g64	g58	1.6401355282624652
g19	g56	1.6396042652327822
g56	g19	1.6396042652327822
g12	g36	1.6384532489054795
g36	g12	1.6384532489054795
g42	g6	1.6384512956204773
g6	g42	1.6384512956204773
g28	g58	1.63638663402199
g58	g28	1.63638663402199
g40	g44	1.634861336058386
g44	g40	1.634861336058386
g30	g64	1.6348323398763749
g64	g30	1.6348323398763749
g18	g38	1.6348111310633069
g38	g18	1.6348111310633069
g15	g57	1.6332025534981698
g57	g15	1.6332025534981698
g20	g31	1.6327157691388974
g31	g20	1.6327157691388974
g24	g64	1.63033412141986
g64	g24	1.63033412141986
g17	g29	1.6302516703160863
g29	g17	1.6302516703160863
g39	g48	1.627849026884279
g48	g39	1.627849026884279
g12	g31	1.6274048237307106
g31	g12	1.6274048237307106
g40	g6	1.6273735050107263
g6	g40	1.6273735050107263
g47	g57	1.6266551839886212
g57	g47	1.6266551839886212
g47	g51	1.625906488677344
g51	g47	1.625906488677344
g13	g53	1.6239224670876564
g53	g13	1.6239224670876564
g16	g25	1.6236820492441462
g25	g16	1.6236820492441462
g27	g54	1.6229089783361277
g54	g27	1.6229089783361277
g47	g53	1.622506431108287
g53	g47	1.622506431108287
g14	g53	1.6209287051522026
g53	g14	1.6209287051522026
g14	g57	1.6195064447141254
g57	g14	1.6195064447141254
g13	g44	1.6191015794498234
g44	g13	1.6191015794498234
g57	g62	1.613346147149031
g62	g57	1.613346147149031
g56	g64	1.6126781388039235
g64	g56	1.6126781388039235
g13	g59	1.6098169480736777
g59	g13	1.6098169480736777
g14	g62	1.6098127366719779
g62	g14	1.6098127366719779
g2	g9	1.6090921056035277
g9	g2	1.6090921056035277
g42	g49	1.6088308983391788
g49	g42	1.6088308983391788
g22	g25	1.6087432381937599
g25	g22	1.6087432381937599
g14	g16	1.6083355569721665
g16	g14	1.6083355569721665
g12	g29	1.6067366922828563
g29	g12	1.6067366922828563
g23	g25	1.6065464962448563
g25	g23	1.6065464962448563
g41	g62	1.6052260814182204
g62	g41	1.6052260814182204
g19	g30	1.603352740031445
g30	g19	1.603352740031445
g26	g6	1.602049588146672
g6	g26	1.602049588146672
g22	g53	1.6010373308706378
g53	g22	1.6010373308706378
g3	g8	1.6010194027620417
g8	g3	1.6010194027620417
g4	g8	1.6007767207857846
g8	g4	1.6007767207857846
g26	g53	1.600583654690038
g53	g26	1.600583654690038
g26	g7	1.6001053170645452
g7	g26	1.6001053170645452
g21	g9	1.5996989580379182
g9	g21	1.5996989580379182
g32	g51	1.5975281300781081
g51	g32	1.5975281300781081
g1	g15	1.5952468719170887
g15	g1	1.5952468719170887
g31	g37	1.5948998268568737
g37	g31	1.5948998268568737
g1	g21	1.5946819293132952
g21	g1	1.5946819293132952
g0	g44	1.5937927981552007
g44	g0	1.5937927981552007
g30	g55	1.593261206654771
g55	g30	1.593261206654771
g10	g61	1.5932374276530743
g61	g10	1.5932374276530743
g15	g50	1.5926533869773858
g50	g15	1.5926533869773858
g30	g43	1.5863631560286835
g43	g30	1.5863631560286835
g52	g54	1.58345305208281
g54	g52	1.58345305208281
g1	g27	1.5819172794819305
g27	g1	1.5819172794819305
g56	g63	1.5810141821712411
g63	g56	1.5810141821712411
g39	g8	1.5787520812613172
g8	g39	1.5787520812613172
g28	g31	1.5786562823850212
g31	g28	1.5786562823850212
g22	g37	1.578355391020048
g37	g22	1.578355391020048
g54	g61	1.5781224020426392
g61	g54	1.5781224020426392
g39	g55	1.5770923154101053
g55	g39	1.5770923154101053
g20	g36	1.5765637088535442
g36	g20	1.5765637088535442
g16	g31	1.5737985344635212
g31	g16	1.5737985344635212
g41	g44	1.5729855145133924
g44	g41	1.5729855145133924
g41	g59	1.5728039413011057
g59	g41	1.5728039413011057
g12	g37	1.5710787390400247
g37	g12	1.5710787390400247
g11	g17	1.5698935302185846
g17	g11	1.5698935302185846
g40	g61	1.5671921175022172
g61	g40	1.5671921175022172
g17	g44	1.566766111414884
g44	g17	1.566766111414884
g57	g6	1.5655914950638774
g6	g57	1.5655914950638774
g17	g37	1.5620889884151392
g37	g17	1.5620889884151392
g42	g64	1.561368002666935
g64	g42	1.561368002666935
g40	g59	1.560549099128059
g59	g40	1.560549099128059
g43	g8	1.560012377288655
g8	g43	1.560012377288655
g45	g63	1.5580811267759551
g63	g45	1.5580811267759551
g12	g46	1.5575700151684906
g46	g12	1.5575700151684906
g37	g62	1.5570228607929562
g62	g37	1.5570228607929562
g1	g9	1.5561806304222474
g9	g1	1.5561806304222474
g20	g37	1.555986443979816
g37	g20	1.555986443979816
g21	g6	1.5549467738642533
g6	g21	1.5549467738642533
g35	g64	1.55320287263208
g64	g35	1.55320287263208
g25	g59	1.5526929597710848
g59	g25	1.5526929597710848
g23	g24	1.55210044674674
g24	g23	1.55210044674674
g38	g47	1.5502003466903294
g47	g38	1.5502003466903294
g58	g63	1.550153874225127
g63	g58	1.550153874225127
g2	g26	1.5487434191983718
g26	g2	1.5487434191983718
g3	g7	1.5453092192286777
g7	g3	1.5453092192286777
g47	g52	1.54466994514638
g52	g47	1.54466994514638
g18	g44	1.544161668013821
g44	g18	1.544161668013821
g16	g62	1.5436256842848484
g62	g16	1.5436256842848484
g41	g53	1.5432789924400057
g53	g41	1.5432789924400057
g2	g33	1.5431627794845602
g33	g2	1.5431627794845602
g39	g7	1.5419981173245252
g7	g39	1.5419981173245252
g19	g26	1.539409018314719
g26	g19	1.539409018314719
g40	g55	1.5390315041994982
g55	g40	1.5390315041994982
g15	g59	1.5360819377722683
g59	g15	1.5360819377722683
g35	g36	1.5340356924445393
g36	g35	1.5340356924445393
g55	g7	1.532722531301708
g7	g55	1.532722531301708
g41	g57	1.5304011182857766
g57	g41	1.5304011182857766
g0	g29	1.5289929993286306
g29	g0	1.5289929993286306
g11	g43	1.5289410638012868
g43	g11	1.5289410638012868
g11	g61	1.5288975780540788
g61	g11	1.5288975780540788
g46	g62	1.5280525934326767
g62	g46	1.5280525934326767
g20	g46	1.5280370406555348
g46	g20	1.5280370406555348
