Gene1	Gene2	EdgeWeight
g31	g1	5.809170796191324
g25	g18	5.7915367206898605
g44	g31	5.780612046725863
g26	g21	5.7655953662477835
g26	g52	5.7613706344214775
g56	g5	5.743325311077223
g10	g21	5.7278370824844345
g45	g35	5.724727196097268
g13	g44	5.716259617217259
g5	g3	5.682842956843535
g17	g53	5.682680431965432
g50	g21	5.680802401126871
g59	g7	5.67279182344913
g10	g17	5.666678507535714
g40	g37	5.665333440393088
g8	g7	5.658159745011588
g47	g53	5.6501422483985175
g43	g26	5.645430812774348
g20	g55	5.6415863531760255
g41	g53	5.639299268985548
g31	g16	5.635676185407803
g10	g22	5.632574064912983
g11	g44	5.63014329800952
g14	g22	5.618451853284896
g63	g2	5.6131242440687785
g28	g34	5.549942477562295
g10	g43	5.5496288678663745
g10	g8	5.539124102505257
g34	g2	5.525933257754604
g59	g37	5.518946885087591
g58	g4	5.517250789118828
g5	g6	5.496847051491703
g10	g6	5.492194689230274
g10	g13	5.479206301243224
g61	g8	5.465145681959378
g59	g41	5.462255006008196
g55	g30	5.446869614697455
g21	g43	5.442460110100786
g22	g53	5.415516541417322
g61	g34	5.39851172760548
g30	g64	5.3954308803114674
g40	g56	5.38110666809742
g7	g11	5.377882943150024
g19	g30	5.357537114823835
g31	g39	5.351554435688247
g53	g26	5.343026505371512
g47	g16	5.33683443508384
g41	g10	5.333570880319281
g36	g62	5.323844799175677
g31	g50	5.319334495425427
g46	g51	5.3037051010001734
g56	g43	5.299807813492547
g8	g39	5.296111925461594
g14	g59	5.295917725510696
g41	g25	5.291433913029271
g10	g48	5.291104792946606
g50	g48	5.275954513602409
g63	g61	5.275192217525484
g45	g58	5.270477174967807
g40	g6	5.2518117766550185
g26	g2	5.247518097958522
g8	g40	5.225369937880953
g16	g57	5.2215278401863605
g30	g63	5.202071140373393
g50	g3	5.194063976916987
g25	g41	5.1550199769784335
g6	g40	5.140637513795089
g51	g36	5.1339929474664965
g17	g29	5.125041381364544
g18	g40	5.108202898946954
g17	g57	5.105951757504403
g39	g35	5.090248026019911
g13	g52	5.059981625646858
g7	g19	5.058556596818781
g15	g1	5.0483165400625625
g55	g1	5.0437786426250195
g56	g21	5.042788217990106
g6	g5	5.038973760306323
g10	g9	5.038269070491048
g59	g62	5.023557463813767
g31	g62	5.015895709413232
g37	g13	5.013197046217222
g6	g62	5.007316255707552
g22	g61	4.997606632273001
g40	g61	4.996175237911221
g9	g48	4.985837307469473
g53	g16	4.985135647781673
g55	g53	4.9827687346252505
g47	g40	4.970943021106916
g21	g26	4.968105458656483
g16	g12	4.966959943478301
g26	g56	4.964672305644101
g15	g7	4.9608239301428
g63	g23	4.946747155975701
g39	g58	4.9424304652005056
g14	g40	4.936183777940116
g40	g14	4.932586677750961
g14	g11	4.922081172397767
g14	g25	4.915483676537488
g48	g17	4.912967603205455
g10	g29	4.888129441722811
g6	g26	4.881332146015106
g6	g8	4.876531694384328
g5	g38	4.873615454531851
g55	g43	4.86949978044857
g47	g29	4.865423750010474
g3	g35	4.8577362868829725
g16	g20	4.8537001000952715
g17	g61	4.834216237185461
g31	g47	4.827736577904036
g5	g58	4.810557409252291
g19	g8	4.807704038586045
g42	g48	4.781175100531783
g22	g26	4.780637281893414
g9	g53	4.773340241294337
g28	g16	4.766233360658154
g37	g18	4.7636999168923255
g57	g59	4.762837370718044
g5	g57	4.762141358500734
g36	g44	4.74427858716709
g31	g37	4.7395945939391435
g51	g41	4.737729774647044
g14	g17	4.735523737079072
g44	g38	4.732448815448817
g13	g7	4.720105782615625
g30	g58	4.701439464043079
g40	g22	4.693104938205426
g35	g39	4.692001781187908
g7	g30	4.690383968560561
g59	g26	4.684905419860019
g38	g5	4.641241631030879
g2	g34	4.63373567893937
g36	g22	4.63299319468633
g11	g5	4.6181790251338555
g61	g9	4.6175921050057145
g26	g3	4.608416825560214
g11	g53	4.60629452106432
g63	g8	4.604419282531782
g19	g7	4.594023129239309
g15	g39	4.5936962720944114
g10	g55	4.59197929348756
g9	g50	4.591302531860242
g46	g18	4.5845905601404695
g18	g7	4.576257817632105
g34	g5	4.557064363618334
g59	g61	4.554817649904836
g3	g1	4.522501194269387
g15	g19	4.50936372392907
g12	g52	4.506648163918415
g56	g15	4.501327310262283
g12	g29	4.4842844790802765
g30	g7	4.4349671840382685
g62	g57	4.431506340617316
g7	g61	4.4265108458506575
g5	g54	4.422091094674119
g44	g16	4.42016994098801
g56	g7	4.41713788428557
g43	g61	4.412570183076271
g59	g8	4.40907932158122
g18	g19	4.406254414993257
g29	g52	4.402637635709627
g26	g30	4.393145949749435
g15	g23	4.3927743377321296
g51	g5	4.3886603929518255
g11	g43	4.377849101042523
g61	g19	4.37203803917801
g17	g15	4.355917768975538
g17	g9	4.34468055558384
g15	g45	4.339240349151938
g6	g56	4.336077611488801
g11	g18	4.335883865387848
g57	g62	4.32922429556207
g29	g34	4.317001044151528
g10	g26	4.304929953916028
g14	g53	4.291756994893782
g3	g26	4.280446164309815
g1	g34	4.272218158142459
g12	g43	4.269970218875764
g32	g16	4.266662420122483
g11	g55	4.265954607978974
g21	g31	4.26512573203133
g8	g64	4.256657918868592
g29	g37	4.248695405550074
g10	g30	4.23374373936924
g7	g21	4.22826110485406
g15	g8	4.204033394202901
g41	g11	4.203330175196413
g59	g19	4.202058204788835
g30	g40	4.200574816749763
g17	g52	4.1916662813811225
g21	g30	4.177616491245548
g18	g38	4.168836656158981
g53	g59	4.166892849621751
g63	g19	4.165807127948361
g41	g62	4.1622109446281215
g4	g64	4.160286546784989
g14	g37	4.155803588227114
g11	g1	4.151645289393762
g35	g45	4.1435216022493115
g12	g48	4.129603586867168
g21	g3	4.115150890058923
g11	g7	4.114244562424667
g2	g58	4.0944466275446265
g19	g24	4.0922523244634155
g40	g16	4.07383963570003
g29	g13	4.070203841231439
g50	g55	4.069741086424078
g20	g21	4.063063604405665
g9	g39	4.056278905726619
g18	g48	4.048818595489677
g46	g55	4.047504317404994
g31	g43	4.046367504856317
g52	g54	4.04192072684262
g21	g63	4.039163126631165
g58	g27	4.03435434480789
g1	g4	4.032358560508249
g43	g33	4.030681665902498
g13	g24	4.001829829723612
g59	g25	3.999538771898092
g5	g49	3.9933049052176153
g3	g58	3.9906424101891766
g55	g6	3.9823987976566713
g31	g14	3.977462690515421
g31	g2	3.971018338999357
g44	g10	3.959921230271008
g36	g12	3.9319317968072554
g4	g33	3.9273135072523297
g56	g61	3.9167018922127212
g9	g19	3.914617307886578
g39	g49	3.9138391617358015
g63	g3	3.90913631029365
g16	g11	3.887260292389594
g16	g22	3.8834587192576153
g43	g34	3.863224252681277
g26	g45	3.8584579375885233
g44	g53	3.853521898293689
g46	g29	3.8471906965367992
g38	g58	3.847133421089024
g9	g45	3.843302232093808
g36	g37	3.8431324161173297
g3	g50	3.8398686485211653
g48	g10	3.8345181495567537
g18	g55	3.8310767482409687
g27	g64	3.8274511977895336
g9	g57	3.8161769060463486
g62	g6	3.8148425679198934
g15	g31	3.8002730951602928
g9	g43	3.798250587645276
g24	g19	3.7980161052815484
g8	g10	3.7936815807191873
g25	g37	3.788217287494623
g56	g19	3.7840742261037583
g20	g53	3.7707137530935735
g8	g56	3.7661865448844396
g21	g22	3.7640634563908195
g61	g30	3.7590199845418595
g40	g29	3.7429468735909968
g9	g12	3.740899194776325
g35	g58	3.7385655010064487
g36	g17	3.7326253378979284
g5	g30	3.728377908672887
g1	g40	3.7256579775966663
g57	g12	3.7219950696557405
g43	g21	3.719959025070183
g48	g33	3.7129634311520934
g24	g40	3.706106414623039
g54	g7	3.693213976839096
g34	g30	3.6762261896297908
g38	g15	3.673252707597938
g41	g9	3.6723125512959567
g30	g9	3.667748985666624
g36	g11	3.659642667513496
g9	g6	3.6577784626567857
g26	g37	3.65063874554954
g53	g12	3.6430391465771543
g41	g21	3.6312951175673978
g56	g35	3.6224193661302313
g8	g31	3.619038976132525
g53	g10	3.6189561890931823
g42	g5	3.618450111339608
g21	g10	3.618090018829218
g36	g29	3.615802629328624
g10	g61	3.6081770542669904
g17	g21	3.604324443840521
g20	g51	3.6036519628067594
g59	g50	3.5999782713906536
g56	g48	3.5895583548281045
g17	g19	3.58670687812514
g50	g5	3.5769545415034063
g57	g26	3.5768498875781978
g41	g29	3.575995454418564
g47	g48	3.5728682581237567
g31	g30	3.5707757787811647
g31	g20	3.561631319122055
g22	g45	3.560420117684949
g55	g31	3.5514629943371543
g22	g35	3.547937969693906
g8	g45	3.5404687676152724
g30	g19	3.5396454766189303
g44	g39	3.5384442031351986
g53	g17	3.537286748319206
g2	g35	3.532336954188956
g61	g6	3.5282294617234595
g20	g35	3.5231256536377544
g58	g3	3.510274682548124
g17	g14	3.5086478937904815
g18	g8	3.505639695555829
g3	g53	3.5055456748262936
g1	g61	3.4962190117638814
g7	g14	3.4933290832590984
g13	g55	3.4932305355464948
g59	g29	3.4893308438402597
g13	g8	3.48518712343688
g63	g9	3.485119864724852
g2	g26	3.4820511476715743
g1	g26	3.4802475788412672
g13	g53	3.4799916594210782
g10	g46	3.4793890672052328
g20	g52	3.4776282932841047
g11	g62	3.4735295715353165
g26	g40	3.4716673584001487
g30	g34	3.4617073860412475
g5	g56	3.4586465727081834
g53	g15	3.4564187642166355
g12	g2	3.4563702580065025
g10	g19	3.4558669521617302
g46	g16	3.455387526423068
g15	g38	3.4463330088914548
g55	g12	3.4450085035861213
g43	g30	3.444870489093156
g12	g6	3.4446060517256103
g10	g36	3.4435570872287617
g19	g53	3.4409373269114703
g7	g3	3.4302425090297337
g29	g16	3.4243442481875377
g25	g38	3.4230248413654207
g34	g28	3.4208691690713846
g17	g51	3.418901887723193
g7	g2	3.4172405035253566
g59	g63	3.4169120754634266
g47	g55	3.41496946082576
g14	g16	3.4102138867453435
g47	g6	3.409102283525272
g22	g48	3.406511340888412
g40	g18	3.3988484217737875
g21	g19	3.393159097751836
g9	g30	3.3890539269005626
g9	g20	3.3808092975708166
g19	g3	3.37246855472718
g40	g46	3.365664288202748
g62	g37	3.357873400575555
g12	g37	3.3552976846007416
g42	g44	3.3475367527338236
g48	g39	3.3416941778029985
g22	g39	3.3410677927671273
g30	g61	3.333582828338564
g57	g34	3.3182035321108705
g55	g17	3.3125646614786164
g53	g31	3.3042245313574043
g22	g1	3.302204846650125
g3	g49	3.299304331673228
g61	g53	3.2972042404442257
g46	g20	3.296376269784117
g48	g56	3.292730433542515
g14	g57	3.2854286086517406
g41	g44	3.2820934476135752
g14	g62	3.2758344481403032
g55	g22	3.274545592793397
g37	g15	3.2704646680157503
g43	g15	3.2701062997743757
g21	g7	3.269887552184485
g39	g34	3.2656407292889362
g9	g56	3.2634078024647195
g62	g12	3.2475646451214857
g41	g63	3.2423405993061287
g26	g1	3.226768847321123
g13	g9	3.218306237193325
g15	g48	3.2166419129154735
g26	g8	3.2158570583537296
g50	g9	3.2114507506802568
g61	g39	3.2029598569826474
g20	g16	3.2025881780139445
g9	g41	3.1994473995409214
g39	g15	3.185870572377513
g40	g2	3.1837971653698434
g28	g23	3.1787763779046334
g46	g37	3.1772754995266403
g47	g51	3.1732335352583534
g59	g30	3.1697904897146603
g21	g6	3.165742681145313
g55	g33	3.1622252798693062
g26	g19	3.154144462517524
g62	g50	3.1488182645565663
g59	g6	3.1429579529525227
g34	g33	3.1409555137631937
g14	g31	3.1342399072565548
g37	g34	3.1289301705139136
g33	g4	3.1280944048380146
g18	g57	3.1279512952402984
