Gene1	Gene2	EdgeWeight
g60	g22	0.0860783223459925
g23	g42	0.0859749576178164
g31	g41	0.0858707654052697
g38	g34	0.0854912699458701
g39	g42	0.085432748314873
g61	g15	0.0853380129809598
g41	g41	0.0841367590200317
g40	g47	0.08376166509601
g25	g51	0.0836373957438473
g47	g37	0.0834883886664866
g20	g38	0.0823431377985423
g30	g42	0.0818202635894113
g5	g34	0.0814705136352757
g23	g34	0.081241583220041
g34	g34	0.0811679659968574
g38	g41	0.0808287550001502
g31	g11	0.08072328859473199
g45	g42	0.0806029523705924
g9	g36	0.0804574173295807
g61	g5	0.0801714733081701
g30	g57	0.08009058190090201
g47	g17	0.0793307680443254
g0	g5	0.0790580872486865
g42	g12	0.0789532107580907
g52	g5	0.0786390293144735
g56	g42	0.0785698022163535
g57	g25	0.0783049810257428
g27	g25	0.0780147733131508
g12	g11	0.0776955895225082
g56	g57	0.07743037464782
g35	g16	0.0772386125217445
g9	g12	0.0770651707966467
g17	g29	0.0770549249298248
g53	g51	0.0768483236078929
g12	g29	0.0760914849849831
g39	g53	0.0760386841555279
g3	g53	0.0750820563021178
g25	g16	0.0744880182057148
g11	g38	0.0743441350990936
g12	g38	0.0742850617703192
g62	g18	0.0742414794413178
g31	g44	0.0738287801006875
g6	g34	0.0733624924289171
g31	g16	0.0732263961405402
g64	g37	0.0727682828734569
g14	g51	0.0719487985473133
g40	g22	0.0718793208782822
g37	g44	0.0715026362725506
g1	g34	0.0706928642021337
g45	g16	0.070571462586207
g56	g53	0.0704556929214237
g50	g15	0.0704223693435957
g27	g2	0.0703007547421957
g9	g51	0.0702333069034535
g29	g51	0.0697489636793303
g21	g51	0.0692484435519804
g8	g37	0.0692373187820307
g12	g17	0.0691693433279681
g36	g46	0.0689096865309525
g2	g53	0.0687654841631675
g61	g37	0.0687012205890143
g2	g57	0.0686946783733456
g27	g5	0.0686838424462551
g5	g2	0.0685251127553745
g21	g12	0.0682525947481266
g7	g18	0.0671951878996057
g53	g12	0.0671364352580452
g35	g57	0.0670344509159333
g43	g42	0.0670313659392275
g30	g53	0.0667866645765142
g4	g53	0.0665994696894801
g19	g29	0.0664368164747093
g62	g37	0.0664270929838898
g40	g36	0.0663536323049403
g14	g38	0.0662547539641553
g27	g17	0.0659841677947878
g10	g42	0.0653726288379663
g3	g5	0.0653500869875151
g43	g16	0.0653460651423248
g17	g18	0.0646197335124888
g54	g5	0.0646099642397445
g28	g38	0.0643752082579379
g6	g42	0.0639221422650579
g25	g25	0.0638591912446881
g46	g20	0.0627662032364103
g53	g14	0.0624818276083881
g59	g14	0.0623751517170822
g42	g22	0.0621033509177044
g5	g53	0.0620039295397281
g18	g51	0.0618557950149725
g46	g36	0.0617446439571821
g20	g36	0.0616756951683192
g64	g42	0.0615235159140778
g54	g37	0.0609368605501915
g6	g16	0.0609027380077286
g9	g22	0.06085728728844699
g4	g16	0.0605446974633161
g38	g38	0.0600485253681729
g50	g42	0.0594905436049606
g17	g16	0.0592406403527451
g2	g42	0.0590135549720898
g45	g5	0.0582597045999018
g0	g44	0.0582264246029017
g3	g16	0.0572753150258213
g26	g38	0.0572007461972042
g3	g15	0.0571908391489709
g44	g11	0.0568745667401801
g40	g16	0.0568242351750212
g17	g36	0.0567131374108789
g10	g12	0.0565897305935643
g39	g57	0.0560286175908419
g55	g36	0.0559759047531231
g41	g42	0.0558232059888244
g8	g44	0.0557339999666374
g38	g18	0.0555661103748727
g11	g12	0.0548411364529055
g56	g11	0.0545549613061091
g49	g34	0.0544062914873542
g6	g2	0.0543173201685321
g38	g42	0.0542207353516688
g14	g42	0.0534459901149851
g15	g11	0.0532237031511746
g58	g2	0.0531881781984646
g40	g12	0.0528503673872719
g45	g53	0.0524019233857892
g12	g16	0.0513925764730582
g59	g53	0.05135460131735901
g33	g38	0.0510231348962504
g30	g34	0.0509975043250796
g12	g20	0.0508459981138009
g39	g5	0.0505526850165844
g23	g41	0.0499911551424865
g15	g34	0.0499352808228339
g5	g42	0.0498374736353726
g51	g25	0.0496774678224801
g31	g38	0.0494371431919414
g53	g22	0.0492646298818686
g50	g57	0.0485556255104066
g49	g53	0.0484612622146673
g39	g37	0.0480651228167744
g10	g14	0.0480473631319858
g7	g13	0.0474752804766779
g21	g15	0.0473848915057931
g17	g17	0.0471141521102963
g11	g22	0.0468589359080224
g6	g53	0.0461042199175442
g21	g22	0.0457121165106643
g14	g41	0.0455571687640238
g18	g47	0.0454323196564124
g46	g18	0.0453756311535652
g3	g34	0.0450998537266724
g2	g34	0.0449727430128386
g45	g34	0.0449076767545105
g61	g34	0.0448522830855783
g57	g12	0.044428094124643
g15	g12	0.0441564874048973
g56	g34	0.0437776038731297
g56	g18	0.0435163771218194
g32	g3	0.0434072160122433
g50	g41	0.0432795320351895
g10	g22	0.0428880409512468
g1	g18	0.0427746223297221
g18	g37	0.0425894589419278
g36	g42	0.0425336593170209
g30	g11	0.0416814931654052
g64	g34	0.0415209934849665
g51	g11	0.0414044677181058
g7	g47	0.0413421990525936
g18	g16	0.041202802604929
g47	g11	0.0411090659656639
g50	g51	0.040431632395253
g32	g34	0.0399379413397718
g34	g5	0.0398947266776216
g13	g22	0.0397642686423559
g59	g41	0.0396741048602729
g19	g34	0.0394104045038242
g34	g25	0.039125315520029
g20	g44	0.0390698197583062
g14	g13	0.0387633611081857
g11	g51	0.0387281898114438
g31	g14	0.0384027858374698
g7	g38	0.0381824837208699
g59	g22	0.0379124392888532
g4	g34	0.0379086799210172
g48	g20	0.0378962999139295
g49	g37	0.0375405703801286
g19	g38	0.0375033669537915
g53	g36	0.0370463556980546
g18	g22	0.0370269530907697
g63	g15	0.0369881956429306
g59	g29	0.0362847358423773
g54	g34	0.036083248012144
g59	g12	0.0360289449893189
g26	g42	0.0359684052463455
g50	g5	0.0358524625229004
g16	g3	0.0357466348950639
g46	g47	0.0352180884458588
g0	g22	0.0352178065906832
g50	g37	0.0352012489535727
g5	g44	0.0351313773660442
g10	g36	0.0348948072448428
g34	g57	0.0345487983800147
g11	g44	0.0343192468729923
g23	g46	0.0338186483701171
g57	g22	0.0335893427692549
g60	g36	0.0330851241587308
g0	g47	0.033003915111585
g37	g22	0.0328255424903266
g42	g2	0.0326485471182611
g39	g25	0.0317577675683397
g29	g13	0.0317368086182477
g42	g53	0.0317197351532041
g37	g51	0.03166489271313
g54	g3	0.0315507246417031
g17	g20	0.0314750243454392
g19	g13	0.031417963470619
g55	g44	0.0312480402452553
g16	g39	0.0308166001163653
g53	g53	0.0308048064627966
g48	g46	0.0305145328057294
g2	g25	0.030397078999293
g16	g30	0.0301947722427745
g24	g18	0.0299684970845739
g46	g38	0.0299636651451887
g34	g42	0.0299102119977322
g17	g11	0.0298083950445694
g2	g11	0.0297238773478315
g40	g34	0.0297051919984582
g28	g5	0.0292514560338995
g0	g34	0.0289281206690224
g31	g46	0.0287945599050286
g54	g18	0.028776592683572997
g32	g30	0.0287361861865029
g22	g36	0.0285125189829882
g8	g38	0.0284145194727138
g13	g12	0.0283351058615387
g28	g22	0.0281497404331462
g60	g12	0.0278988858825991
g12	g44	0.0278518916627346
g34	g44	0.0276456124592558
g52	g22	0.0273339144845765
g8	g47	0.0269932784240275
g20	g22	0.0268586407400883
g54	g45	0.0263052383045302
g2	g16	0.0262570352587919
g30	g18	0.0262263540205321
g53	g46	0.0261589245618239
g58	g53	0.0259151658648838
g16	g36	0.0259119372140502
g42	g34	0.0257256860839158
g50	g25	0.0257104481205393
g35	g11	0.0254438829782381
g62	g44	0.0251489475532384
g27	g3	0.0249579126822417
g45	g15	0.0248462292874233
g38	g22	0.0246402439702137
g15	g22	0.02427562518221
g39	g34	0.0242250165470132
g13	g44	0.0241620474927703
g34	g16	0.0239512085652697
g54	g39	0.0237289346390097
g48	g2	0.0236222053567831
g24	g22	0.0236208562473009
g30	g16	0.0229688855245727
g24	g34	0.0228668616324614
g32	g61	0.0228377909331477
g7	g14	0.0226560776478478
g16	g45	0.0223630002151863
g16	g1	0.0222379092979145
g32	g45	0.0221148168376705
g37	g12	0.0219050862851412
g2	g18	0.0216879631804564
g1	g5	0.0215022086630953
g33	g12	0.021181565365616
g36	g41	0.0211362834725765
g12	g36	0.0210688095727009
g43	g41	0.0209915105744416
g36	g36	0.0207140651631998
g22	g22	0.0205292409142801
g54	g61	0.0205265303413039
g47	g44	0.0202685878938291
g16	g61	0.0202678294592538
g41	g15	0.0202441347500669
g62	g34	0.0201953080652843
g18	g12	0.0199725721814131
g31	g22	0.0199629008557634
g7	g37	0.0197335880780889
g46	g51	0.0197102597051642
g27	g22	0.0194822483627091
g24	g2	0.0191782348638498
g32	g1	0.0191582065933491
g30	g25	0.0191309659245137
g4	g37	0.0191082769618454
g32	g49	0.0187664142542008
g56	g25	0.0187533689126031
g27	g39	0.0186639960453609
g8	g34	0.0186361844345524
g55	g12	0.0184523760037118
g16	g6	0.0182125573622458
g27	g45	0.0180320273298833
g44	g53	0.0179821021399756
g36	g37	0.017972994315856004
g58	g51	0.0177855978616682
g27	g49	0.0177506990330908
g28	g3	0.0176559661979405
g16	g49	0.0175640645804483
g54	g49	0.0175569529296201
g29	g17	0.017495249388097
g44	g44	0.0174471992462016
g36	g17	0.0171586166465578
g8	g51	0.0171510724428494
g2	g38	0.0170946947531743
g34	g22	0.0170895395175196
g21	g29	0.0169073630438452
g37	g16	0.016899089024986002
g39	g11	0.0168766273576562
g34	g2	0.0168465079992873
g54	g30	0.0167061492788121
g58	g6	0.0164999234643839
g56	g15	0.0164824758796402
g62	g22	0.016409316209682
g24	g44	0.01633372385218
g56	g16	0.0160759441119567
g29	g38	0.0158813263306408
g23	g15	0.0157902962216618
g5	g3	0.0157431432974811
g18	g44	0.0157182332870763
g32	g39	0.0157096974312933
g28	g45	0.0154014640774743
g24	g45	0.0150578971081006
g28	g49	0.0149971569410415
g30	g15	0.0144389154002717
g55	g22	0.014437537720106001
g15	g25	0.0142946459633815
g64	g15	0.0141627462239285
g32	g6	0.0140053695677715
g60	g16	0.0138532117395292
g20	g12	0.0137013830581709
g24	g3	0.0134069056719513
g27	g12	0.0133233526946752
g35	g22	0.0132352887605365
g6	g3	0.0131002142854415
g0	g41	0.0130403605890792
g31	g53	0.0130229363646527
g35	g49	0.012986792358428003
g44	g22	0.0128773573568107
g27	g61	0.0128162285888682
g15	g2	0.0128011356759107
g35	g45	0.012752911761948
g1	g2	0.0126697974452684
g42	g39	0.0126510807217073
g40	g0	0.012602948889135001
g57	g2	0.0125964724540725
g17	g44	0.0125763608969292
g44	g29	0.0123320181951334
g24	g49	0.0122962774014725
g62	g3	0.0121462639403822
g58	g3	0.0121247089586906
g28	g39	0.0119547675653689
g30	g5	0.011921439897806998
g44	g12	0.0119126439170674
g22	g14	0.0118417632312564
g35	g6	0.0117770909987794
g18	g11	0.0117250667560278
g60	g0	0.0116866138047409
g34	g3	0.011606432067219999
g2	g44	0.0115798296995402
g47	g12	0.0113561149625692
g5	g45	0.0113048703721791
g39	g38	0.0112807989289079
g27	g0	0.011263208330226999
g5	g39	0.0109930378918133
g5	g16	0.0109688368754047
g34	g45	0.0108893829054197
g23	g38	0.0106525738616442
g22	g51	0.0104989446183512
g35	g3	0.0104450757056352
g56	g44	0.01041879747839
g60	g45	0.0104039926199511
g58	g49	0.0102858672642773
g42	g5	0.0101931885271299
g16	g12	0.0101910979125886
g19	g18	0.0101427602648872
g22	g34	0.0100059612339175
g62	g49	0.00996391898449652
g12	g22	0.0099564891834217
g24	g6	0.0098914758911862
g2	g15	0.00979219959038455
g34	g39	0.00978692514455565
g5	g61	0.0097621617119438
g34	g49	0.009659829503819
g1	g16	0.00963242701293828
g26	g22	0.00954323502952445
g5	g49	0.009475691384406671
g27	g30	0.00934556284355171
g35	g29	0.00908274124121242
g63	g25	0.00901755947635089
g5	g30	0.00899790642601042
g21	g0	0.008924683558663129
g35	g0	0.00882415313825332
g52	g45	0.00871829536030175
g23	g6	0.00870427408283701
g8	g25	0.0085404809306593
g2	g22	0.008503531341974879
g47	g16	0.008488326285094279
g15	g0	0.00839105140464538
g58	g37	0.0083378260300704
g38	g0	0.008274340756874641
g56	g22	0.00824535793178478
g60	g39	0.008242414416564271
g6	g45	0.008043900194312541
g26	g12	0.00803175427806853
g6	g49	0.00795924034652699
g52	g0	0.00785857059403887
g58	g45	0.00783763809291345
g30	g22	0.007750900569858291
g41	g1	0.0077483527118741595
g45	g25	0.00773225680322385
g28	g0	0.00767565369034055
g47	g22	0.007648015315322079
g6	g61	0.007631252786905841
g9	g29	0.00760081330928988
g28	g61	0.00753863745004682
g42	g0	0.0075336384213283
g0	g12	0.0075002766900574705
g19	g36	0.007494121709235291
g0	g18	0.00739878312597137
g60	g49	0.00736895839900516
g52	g6	0.0073609363987589
g36	g13	0.00728916638553305
g24	g39	0.007229107770181591
g8	g2	0.007223694648624359
g54	g1	0.007212070701771359
g58	g61	0.0071951776196113
g9	g0	0.007190621199017309
g36	g22	0.0071262119282108904
g62	g45	0.0070496092197390794
g20	g16	0.00697222315637765
g22	g3	0.00696425501041582
g0	g49	0.00691340592027916
g35	g39	0.00690559850482936
g6	g30	0.00688258383193889
g4	g2	0.00675151037143133
g0	g6	0.00671399831974333
g6	g6	0.00664628500548078
g51	g12	0.00654383858339327
g8	g22	0.0065008583578582205
g19	g16	0.006499509641075271
g35	g61	0.0064629359622059394
g49	g6	0.0064358707469871395
g56	g38	0.0063799094689119895
g64	g6	0.00637712581798438
g24	g61	0.00630909016842721
g5	g6	0.00630468125786344
g9	g38	0.00624408317572573
g34	g61	0.00620635167615184
g42	g45	0.0062025576754619
g48	g5	0.00619469353168037
g0	g45	0.0061118029098491105
g37	g3	0.00610406180125399
g1	g3	0.006101614921545421
g6	g39	0.00605556836690364
g34	g0	0.00599205130391623
